order_id,customer_id,order_date,required_date,sales_channel,order_status,payment_status
ORD-00008314,CUST-001919,2025-04-24,2025-04-24,Distributor,Completed,Partial
ORD-00008315,CUST-000084,2024-09-22,2024-09-22,Distributor,Cancelled,Pending
ORD-00008316,CUST-001118,2026-06-19,2026-06-19,Retail,Completed,Paid
ORD-00008317,CUST-002428,2024-09-25,2024-09-25,Online,Pending,Pending
ORD-00008318,CUST-000119,2026-01-11,2026-01-11,Online,Completed,Paid
ORD-00008319,CUST-003665,2025-10-19,2025-10-19,Distributor,Pending,Partial
ORD-00008320,CUST-003681,2026-04-04,2026-04-04,Direct,Completed,Pending
ORD-00008321,CUST-002050,2025-07-16,2025-07-16,Retail,Completed,Pending
ORD-00008322,CUST-003262,2026-03-09,2026-03-09,Online,Completed,Pending
ORD-00008323,CUST-001572,2025-03-11,2025-03-11,Online,Completed,Paid
ORD-00008324,CUST-003666,2024-11-08,2024-11-08,Distributor,Completed,Partial
ORD-00008325,CUST-002614,2025-09-16,2025-09-16,Online,Completed,Paid
ORD-00008326,CUST-002449,2024-08-28,2024-08-28,Online,Completed,Paid
ORD-00008327,CUST-001226,2025-07-19,2025-07-19,Retail,Cancelled,Pending
ORD-00008328,CUST-000319,2024-11-11,2024-11-11,Direct,Cancelled,Pending
ORD-00008329,CUST-002801,2026-06-18,2026-06-18,Retail,Cancelled,Paid
ORD-00008330,CUST-004855,2026-07-29,2026-07-29,Direct,Cancelled,Pending
ORD-00008331,CUST-004336,2026-08-16,2026-08-16,Direct,Completed,Paid
ORD-00008332,CUST-003199,2024-11-05,2024-11-05,Retail,Completed,Pending
ORD-00008333,CUST-000771,2026-03-24,2026-03-24,Online,Cancelled,Pending
ORD-00008334,CUST-001899,2025-10-07,2025-10-07,Online,Pending,Pending
ORD-00008335,CUST-000033,2024-11-18,2024-11-18,Retail,Completed,Paid
ORD-00008336,CUST-001987,2025-05-23,2025-05-23,Distributor,Completed,Pending
ORD-00008337,CUST-002455,2025-08-14,2025-08-14,Direct,Completed,Paid
ORD-00008338,CUST-004953,2026-03-28,2026-03-28,Distributor,Completed,Pending
ORD-00008339,CUST-002297,2026-06-11,2026-06-11,Distributor,Cancelled,Paid
ORD-00008340,CUST-003050,2026-02-09,2026-02-09,Online,Pending,Pending
ORD-00008341,CUST-004470,2024-11-08,2024-11-08,Direct,Completed,Paid
ORD-00008342,CUST-000989,2026-03-25,2026-03-25,Retail,Completed,Paid
ORD-00008343,CUST-003388,2026-02-04,2026-02-04,Online,Completed,Paid
ORD-00008344,CUST-000909,2026-03-21,2026-03-21,Distributor,Pending,Paid
ORD-00008345,CUST-004354,2024-11-09,2024-11-09,Direct,Cancelled,Paid
ORD-00008346,CUST-004258,2026-02-27,2026-02-27,Distributor,Cancelled,Paid
ORD-00008347,CUST-002077,2025-06-13,2025-06-13,Direct,Completed,Partial
ORD-00008348,CUST-003068,2025-02-02,2025-02-02,Online,Pending,Paid
ORD-00008349,CUST-003837,2024-12-18,2024-12-18,Distributor,Completed,Pending
ORD-00008350,CUST-003287,2025-09-18,2025-09-18,Retail,Completed,Pending
ORD-00008351,CUST-004913,2024-09-18,2024-09-18,Retail,Pending,Pending
ORD-00008352,CUST-004339,2026-05-26,2026-05-26,Direct,Completed,Paid
ORD-00008353,CUST-004402,2025-04-29,2025-04-29,Direct,Pending,Paid
ORD-00008354,CUST-001888,2026-07-10,2026-07-10,Direct,Completed,Partial
ORD-00008355,CUST-004211,2026-01-17,2026-01-17,Retail,Cancelled,Pending
ORD-00008356,CUST-000782,2024-11-13,2024-11-13,Online,Pending,Paid
ORD-00008357,CUST-003149,2025-12-24,2025-12-24,Retail,Cancelled,Partial
ORD-00008358,CUST-000760,2025-10-15,2025-10-15,Distributor,Cancelled,Paid
ORD-00008359,CUST-001140,2026-03-08,2026-03-08,Distributor,Completed,Partial
ORD-00008360,CUST-001543,2026-04-22,2026-04-22,Retail,Completed,Pending
ORD-00008361,CUST-001916,2026-05-08,2026-05-08,Online,Cancelled,Pending
ORD-00008362,CUST-000722,2025-10-09,2025-10-09,Retail,Completed,Pending
ORD-00008363,CUST-000703,2025-12-03,2025-12-03,Retail,Completed,Partial
ORD-00008364,CUST-001651,2025-09-05,2025-09-05,Online,Completed,Paid
ORD-00008365,CUST-004635,2025-06-26,2025-06-26,Distributor,Completed,Pending
ORD-00008366,CUST-004040,2025-08-09,2025-08-09,Online,Pending,Paid
ORD-00008367,CUST-001246,2025-04-27,2025-04-27,Distributor,Completed,Partial
ORD-00008368,CUST-000016,2026-01-16,2026-01-16,Distributor,Pending,Paid
ORD-00008369,CUST-000453,2025-01-21,2025-01-21,Distributor,Completed,Paid
ORD-00008370,CUST-003456,2025-03-23,2025-03-23,Retail,Completed,Paid
ORD-00008371,CUST-001426,2025-05-31,2025-05-31,Online,Completed,Paid
ORD-00008372,CUST-000471,2026-06-27,2026-06-27,Online,Completed,Paid
ORD-00008373,CUST-000861,2025-09-02,2025-09-02,Online,Completed,Paid
ORD-00008374,CUST-000648,2026-02-06,2026-02-06,Distributor,Pending,Paid
ORD-00008375,CUST-002444,2025-03-05,2025-03-05,Direct,Completed,Pending
ORD-00008376,CUST-004546,2025-03-24,2025-03-24,Distributor,Cancelled,Paid
ORD-00008377,CUST-000063,2025-07-06,2025-07-06,Direct,Completed,Paid
ORD-00008378,CUST-004198,2026-03-21,2026-03-21,Distributor,Completed,Paid
ORD-00008379,CUST-003305,2025-09-04,2025-09-04,Retail,Cancelled,Paid
ORD-00008380,CUST-001218,2024-10-09,2024-10-09,Distributor,Completed,Paid
ORD-00008381,CUST-004190,2026-04-25,2026-04-25,Direct,Completed,Paid
ORD-00008382,CUST-002952,2026-02-01,2026-02-01,Online,Completed,Paid
ORD-00008383,CUST-004620,2026-07-02,2026-07-02,Online,Completed,Paid
ORD-00008384,CUST-004797,2025-04-17,2025-04-17,Distributor,Completed,Paid
ORD-00008385,CUST-004818,2025-09-25,2025-09-25,Direct,Completed,Partial
ORD-00008386,CUST-002880,2025-03-04,2025-03-04,Online,Completed,Paid
ORD-00008387,CUST-002323,2024-11-08,2024-11-08,Retail,Completed,Pending
ORD-00008388,CUST-001857,2024-10-05,2024-10-05,Distributor,Cancelled,Pending
ORD-00008389,CUST-001247,2026-03-21,2026-03-21,Retail,Completed,Partial
ORD-00008390,CUST-003075,2025-08-24,2025-08-24,Direct,Completed,Pending
ORD-00008391,CUST-001767,2026-07-12,2026-07-12,Retail,Pending,Pending
ORD-00008392,CUST-003990,2025-12-24,2025-12-24,Direct,Completed,Pending
ORD-00008393,CUST-001218,2024-10-10,2024-10-10,Retail,Completed,Pending
ORD-00008394,CUST-003499,2024-12-07,2024-12-07,Retail,Pending,Paid
ORD-00008395,CUST-003759,2024-09-29,2024-09-29,Direct,Cancelled,Partial
ORD-00008396,CUST-003574,2024-09-01,2024-09-01,Online,Pending,Paid
ORD-00008397,CUST-002550,2026-03-22,2026-03-22,Retail,Completed,Pending
ORD-00008398,CUST-000528,2025-01-01,2025-01-01,Distributor,Completed,Paid
ORD-00008399,CUST-003600,2025-10-21,2025-10-21,Retail,Completed,Pending
ORD-00008400,CUST-004347,2026-01-08,2026-01-08,Distributor,Completed,Pending
ORD-00008401,CUST-003133,2026-03-19,2026-03-19,Distributor,Pending,Partial
ORD-00008402,CUST-001964,2025-09-12,2025-09-12,Direct,Cancelled,Pending
ORD-00008403,CUST-002681,2025-09-18,2025-09-18,Direct,Cancelled,Paid
ORD-00008404,CUST-002002,2026-01-10,2026-01-10,Distributor,Completed,Paid
ORD-00008405,CUST-000999,2025-05-30,2025-05-30,Direct,Completed,Pending
ORD-00008406,CUST-003829,2025-10-03,2025-10-03,Direct,Cancelled,Pending
ORD-00008407,CUST-004238,2024-10-22,2024-10-22,Online,Completed,Pending
ORD-00008408,CUST-004428,2025-02-04,2025-02-04,Retail,Completed,Paid
ORD-00008409,CUST-004794,2026-03-02,2026-03-02,Online,Pending,Pending
ORD-00008410,CUST-001782,2026-02-17,2026-02-17,Online,Cancelled,Partial
ORD-00008411,CUST-000200,2026-02-21,2026-02-21,Distributor,Pending,Pending
ORD-00008412,CUST-004636,2026-04-06,2026-04-06,Retail,Pending,Paid
ORD-00008413,CUST-001212,2026-08-23,2026-08-23,Retail,Completed,Partial
ORD-00008414,CUST-002532,2025-10-27,2025-10-27,Online,Completed,Paid
ORD-00008415,CUST-001268,2024-09-15,2024-09-15,Distributor,Completed,Paid
ORD-00008416,CUST-004941,2025-11-10,2025-11-10,Retail,Completed,Paid
ORD-00008417,CUST-000962,2025-06-03,2025-06-03,Online,Completed,Partial
ORD-00008418,CUST-000583,2026-02-25,2026-02-25,Retail,Completed,Paid
ORD-00008419,CUST-001803,2024-09-03,2024-09-03,Direct,Completed,Paid
ORD-00008420,CUST-000228,2025-04-21,2025-04-21,Retail,Completed,Paid
ORD-00008421,CUST-001320,2025-01-08,2025-01-08,Online,Cancelled,Paid
ORD-00008422,CUST-003032,2024-09-18,2024-09-18,Retail,Cancelled,Partial
ORD-00008423,CUST-004925,2026-04-16,2026-04-16,Retail,Completed,Partial
ORD-00008424,CUST-001479,2025-07-27,2025-07-27,Online,Completed,Paid
ORD-00008425,CUST-004829,2025-11-21,2025-11-21,Distributor,Cancelled,Paid
ORD-00008426,CUST-004729,2025-03-28,2025-03-28,Direct,Completed,Paid
ORD-00008427,CUST-002457,2026-07-31,2026-07-31,Retail,Completed,Pending
ORD-00008428,CUST-004867,2025-01-29,2025-01-29,Distributor,Completed,Paid
ORD-00008429,CUST-000016,2025-08-10,2025-08-10,Retail,Completed,Partial
ORD-00008430,CUST-000461,2026-01-04,2026-01-04,Retail,Completed,Partial
ORD-00008431,CUST-001214,2025-12-19,2025-12-19,Distributor,Cancelled,Partial
ORD-00008432,CUST-001205,2025-12-31,2025-12-31,Direct,Completed,Paid
ORD-00008433,CUST-000500,2026-03-03,2026-03-03,Retail,Completed,Paid
ORD-00008434,CUST-002794,2025-07-13,2025-07-13,Direct,Pending,Paid
ORD-00008435,CUST-003905,2024-12-21,2024-12-21,Online,Completed,Partial
ORD-00008436,CUST-002281,2025-04-08,2025-04-08,Online,Cancelled,Paid
ORD-00008437,CUST-001655,2026-07-02,2026-07-02,Distributor,Completed,Pending
ORD-00008438,CUST-001087,2025-03-16,2025-03-16,Distributor,Cancelled,Pending
ORD-00008439,CUST-001602,2025-06-08,2025-06-08,Online,Cancelled,Pending
ORD-00008440,CUST-002970,2025-07-27,2025-07-27,Distributor,Pending,Partial
ORD-00008441,CUST-001527,2026-05-22,2026-05-22,Distributor,Pending,Pending
ORD-00008442,CUST-003769,2024-11-29,2024-11-29,Direct,Completed,Paid
ORD-00008443,CUST-000720,2026-05-28,2026-05-28,Online,Completed,Pending
ORD-00008444,CUST-004391,2026-06-02,2026-06-02,Distributor,Completed,Pending
ORD-00008445,CUST-001714,2025-01-08,2025-01-08,Retail,Completed,Partial
ORD-00008446,CUST-002820,2024-12-16,2024-12-16,Distributor,Cancelled,Pending
ORD-00008447,CUST-003069,2026-03-12,2026-03-12,Online,Completed,Paid
ORD-00008448,CUST-003872,2025-05-23,2025-05-23,Direct,Completed,Paid
ORD-00008449,CUST-003459,2026-01-06,2026-01-06,Distributor,Completed,Pending
ORD-00008450,CUST-001129,2025-07-24,2025-07-24,Direct,Completed,Paid
ORD-00008451,CUST-004982,2025-06-15,2025-06-15,Retail,Completed,Partial
ORD-00008452,CUST-001727,2024-12-13,2024-12-13,Distributor,Cancelled,Partial
ORD-00008453,CUST-000595,2026-04-05,2026-04-05,Online,Completed,Paid
ORD-00008454,CUST-003939,2026-05-04,2026-05-04,Online,Pending,Partial
ORD-00008455,CUST-004663,2024-12-26,2024-12-26,Distributor,Completed,Paid
ORD-00008456,CUST-004192,2025-02-20,2025-02-20,Retail,Completed,Pending
ORD-00008457,CUST-004411,2025-06-10,2025-06-10,Distributor,Completed,Paid
ORD-00008458,CUST-002954,2025-05-03,2025-05-03,Online,Cancelled,Pending
ORD-00008459,CUST-004134,2026-07-08,2026-07-08,Direct,Cancelled,Paid
ORD-00008460,CUST-000109,2025-11-22,2025-11-22,Distributor,Completed,Paid
ORD-00008461,CUST-002148,2026-07-15,2026-07-15,Distributor,Pending,Paid
ORD-00008462,CUST-001697,2024-10-13,2024-10-13,Online,Completed,Paid
ORD-00008463,CUST-000537,2025-09-01,2025-09-01,Direct,Cancelled,Pending
ORD-00008464,CUST-003683,2025-01-03,2025-01-03,Distributor,Cancelled,Paid
ORD-00008465,CUST-002879,2025-05-19,2025-05-19,Direct,Completed,Paid
ORD-00008466,CUST-004546,2026-03-24,2026-03-24,Direct,Completed,Paid
ORD-00008467,CUST-002029,2024-09-06,2024-09-06,Online,Completed,Paid
ORD-00008468,CUST-003489,2024-10-12,2024-10-12,Online,Completed,Paid
ORD-00008469,CUST-000846,2025-08-04,2025-08-04,Distributor,Pending,Paid
ORD-00008470,CUST-002408,2024-09-25,2024-09-25,Retail,Completed,Pending
ORD-00008471,CUST-003082,2025-05-27,2025-05-27,Online,Completed,Paid
ORD-00008472,CUST-002279,2025-06-02,2025-06-02,Distributor,Completed,Partial
ORD-00008473,CUST-001597,2024-09-15,2024-09-15,Retail,Completed,Partial
ORD-00008474,CUST-000515,2024-12-10,2024-12-10,Online,Pending,Paid
ORD-00008475,CUST-003222,2024-11-01,2024-11-01,Direct,Completed,Partial
ORD-00008476,CUST-002012,2025-05-27,2025-05-27,Distributor,Pending,Pending
ORD-00008477,CUST-001010,2024-09-21,2024-09-21,Retail,Completed,Paid
ORD-00008478,CUST-001563,2025-06-07,2025-06-07,Distributor,Pending,Paid
ORD-00008479,CUST-004755,2025-09-30,2025-09-30,Online,Completed,Partial
ORD-00008480,CUST-004644,2025-10-31,2025-10-31,Retail,Completed,Pending
ORD-00008481,CUST-000452,2026-05-14,2026-05-14,Online,Completed,Pending
ORD-00008482,CUST-004770,2025-08-21,2025-08-21,Direct,Completed,Partial
ORD-00008483,CUST-003851,2026-04-08,2026-04-08,Distributor,Cancelled,Paid
ORD-00008484,CUST-001744,2026-04-05,2026-04-05,Online,Pending,Paid
ORD-00008485,CUST-004300,2025-11-19,2025-11-19,Retail,Completed,Partial
ORD-00008486,CUST-004299,2024-10-16,2024-10-16,Online,Pending,Pending
ORD-00008487,CUST-000734,2026-04-21,2026-04-21,Online,Completed,Paid
ORD-00008488,CUST-002868,2025-03-28,2025-03-28,Distributor,Pending,Paid
ORD-00008489,CUST-002033,2024-11-02,2024-11-02,Retail,Pending,Paid
ORD-00008490,CUST-001595,2024-09-23,2024-09-23,Retail,Cancelled,Pending
ORD-00008491,CUST-003346,2026-08-07,2026-08-07,Retail,Cancelled,Paid
ORD-00008492,CUST-002734,2025-03-12,2025-03-12,Direct,Cancelled,Paid
ORD-00008493,CUST-001901,2025-07-02,2025-07-02,Retail,Completed,Paid
ORD-00008494,CUST-001717,2025-05-01,2025-05-01,Retail,Completed,Paid
ORD-00008495,CUST-002583,2026-07-11,2026-07-11,Online,Cancelled,Pending
ORD-00008496,CUST-003801,2025-05-23,2025-05-23,Online,Pending,Paid
ORD-00008497,CUST-001240,2026-06-12,2026-06-12,Direct,Completed,Paid
ORD-00008498,CUST-003654,2026-08-21,2026-08-21,Retail,Pending,Paid
ORD-00008499,CUST-003007,2025-11-20,2025-11-20,Distributor,Completed,Pending
ORD-00008500,CUST-004522,2024-10-12,2024-10-12,Online,Completed,Partial
ORD-00008501,CUST-004528,2025-02-26,2025-02-26,Direct,Completed,Partial
ORD-00008502,CUST-004482,2025-01-22,2025-01-22,Distributor,Completed,Paid
ORD-00008503,CUST-000544,2025-10-08,2025-10-08,Retail,Completed,Paid
ORD-00008504,CUST-001889,2026-07-31,2026-07-31,Online,Cancelled,Paid
ORD-00008505,CUST-003148,2025-03-05,2025-03-05,Distributor,Cancelled,Paid
ORD-00008506,CUST-002475,2026-03-10,2026-03-10,Distributor,Cancelled,Paid
ORD-00008507,CUST-004380,2025-03-20,2025-03-20,Direct,Completed,Partial
ORD-00008508,CUST-003163,2026-01-30,2026-01-30,Online,Completed,Pending
ORD-00008509,CUST-003975,2025-02-07,2025-02-07,Retail,Completed,Paid
ORD-00008510,CUST-000246,2024-11-03,2024-11-03,Distributor,Cancelled,Paid
ORD-00008511,CUST-003891,2024-11-12,2024-11-12,Online,Completed,Paid
ORD-00008512,CUST-003457,2025-06-06,2025-06-06,Distributor,Completed,Partial
ORD-00008513,CUST-002847,2026-03-06,2026-03-06,Retail,Pending,Partial
ORD-00008514,CUST-002009,2025-02-26,2025-02-26,Direct,Completed,Pending
ORD-00008515,CUST-002642,2025-10-17,2025-10-17,Distributor,Completed,Partial
ORD-00008516,CUST-001656,2025-10-11,2025-10-11,Online,Pending,Partial
ORD-00008517,CUST-003200,2026-05-30,2026-05-30,Distributor,Completed,Paid
ORD-00008518,CUST-001197,2025-11-07,2025-11-07,Retail,Completed,Paid
ORD-00008519,CUST-004210,2025-09-06,2025-09-06,Distributor,Pending,Paid
ORD-00008520,CUST-001416,2025-11-13,2025-11-13,Direct,Cancelled,Paid
ORD-00008521,CUST-004463,2025-01-28,2025-01-28,Retail,Completed,Paid
ORD-00008522,CUST-001820,2026-07-04,2026-07-04,Online,Completed,Pending
ORD-00008523,CUST-001849,2025-01-25,2025-01-25,Direct,Pending,Paid
ORD-00008524,CUST-001381,2025-12-12,2025-12-12,Distributor,Completed,Paid
ORD-00008525,CUST-001962,2026-02-01,2026-02-01,Direct,Completed,Pending
ORD-00008526,CUST-000363,2025-05-18,2025-05-18,Distributor,Pending,Pending
ORD-00008527,CUST-004566,2024-12-28,2024-12-28,Direct,Completed,Paid
ORD-00008528,CUST-002497,2025-05-07,2025-05-07,Direct,Completed,Paid
ORD-00008529,CUST-001454,2026-06-30,2026-06-30,Retail,Completed,Partial
ORD-00008530,CUST-003654,2026-03-21,2026-03-21,Online,Completed,Paid
ORD-00008531,CUST-001623,2025-07-22,2025-07-22,Online,Completed,Paid
ORD-00008532,CUST-002739,2025-10-28,2025-10-28,Online,Cancelled,Paid
ORD-00008533,CUST-002076,2026-08-17,2026-08-17,Distributor,Cancelled,Paid
ORD-00008534,CUST-000599,2024-10-24,2024-10-24,Direct,Cancelled,Paid
ORD-00008535,CUST-002668,2025-03-03,2025-03-03,Online,Pending,Paid
ORD-00008536,CUST-004955,2025-03-08,2025-03-08,Direct,Pending,Paid
ORD-00008537,CUST-004004,2026-03-27,2026-03-27,Retail,Completed,Paid
ORD-00008538,CUST-001013,2024-08-30,2024-08-30,Retail,Cancelled,Paid
ORD-00008539,CUST-003444,2024-10-15,2024-10-15,Online,Completed,Paid
ORD-00008540,CUST-002752,2026-05-03,2026-05-03,Online,Completed,Paid
ORD-00008541,CUST-004627,2025-02-13,2025-02-13,Direct,Completed,Paid
ORD-00008542,CUST-001379,2025-03-23,2025-03-23,Distributor,Pending,Partial
ORD-00008543,CUST-001679,2024-10-05,2024-10-05,Direct,Cancelled,Partial
ORD-00008544,CUST-003208,2026-06-02,2026-06-02,Distributor,Cancelled,Pending
ORD-00008545,CUST-000298,2026-02-07,2026-02-07,Retail,Cancelled,Paid
ORD-00008546,CUST-004647,2025-12-13,2025-12-13,Online,Cancelled,Paid
ORD-00008547,CUST-002851,2024-10-05,2024-10-05,Direct,Completed,Paid
ORD-00008548,CUST-002273,2025-02-05,2025-02-05,Distributor,Completed,Pending
ORD-00008549,CUST-003250,2025-08-24,2025-08-24,Retail,Pending,Paid
ORD-00008550,CUST-003984,2025-04-26,2025-04-26,Direct,Completed,Pending
ORD-00008551,CUST-002064,2026-08-16,2026-08-16,Direct,Completed,Pending
ORD-00008552,CUST-000986,2024-11-24,2024-11-24,Retail,Completed,Partial
ORD-00008553,CUST-004769,2025-01-19,2025-01-19,Retail,Completed,Partial
ORD-00008554,CUST-004314,2025-03-09,2025-03-09,Online,Completed,Paid
ORD-00008555,CUST-004264,2024-10-30,2024-10-30,Retail,Completed,Paid
ORD-00008556,CUST-001658,2024-10-10,2024-10-10,Distributor,Completed,Pending
ORD-00008557,CUST-001525,2025-02-18,2025-02-18,Direct,Cancelled,Paid
ORD-00008558,CUST-004986,2024-10-15,2024-10-15,Distributor,Completed,Paid
ORD-00008559,CUST-003113,2025-03-28,2025-03-28,Online,Completed,Paid
ORD-00008560,CUST-000295,2026-07-18,2026-07-18,Online,Completed,Paid
ORD-00008561,CUST-003248,2024-12-11,2024-12-11,Direct,Completed,Pending
ORD-00008562,CUST-003618,2025-08-25,2025-08-25,Retail,Completed,Pending
ORD-00008563,CUST-004140,2025-10-09,2025-10-09,Retail,Completed,Pending
ORD-00008564,CUST-000192,2026-06-12,2026-06-12,Retail,Completed,Pending
ORD-00008565,CUST-002796,2025-10-15,2025-10-15,Direct,Cancelled,Pending
ORD-00008566,CUST-002217,2025-10-16,2025-10-16,Online,Completed,Pending
ORD-00008567,CUST-003046,2025-07-03,2025-07-03,Distributor,Cancelled,Pending
ORD-00008568,CUST-003495,2025-12-10,2025-12-10,Distributor,Completed,Paid
ORD-00008569,CUST-003534,2025-07-03,2025-07-03,Direct,Cancelled,Paid
ORD-00008570,CUST-000898,2025-06-03,2025-06-03,Distributor,Completed,Paid
ORD-00008571,CUST-002945,2026-03-05,2026-03-05,Direct,Completed,Pending
ORD-00008572,CUST-003883,2025-09-18,2025-09-18,Retail,Completed,Partial
ORD-00008573,CUST-001677,2025-02-06,2025-02-06,Retail,Completed,Paid
ORD-00008574,CUST-002060,2025-05-03,2025-05-03,Online,Completed,Paid
ORD-00008575,CUST-002919,2026-04-09,2026-04-09,Direct,Pending,Pending
ORD-00008576,CUST-002524,2026-02-27,2026-02-27,Retail,Completed,Paid
ORD-00008577,CUST-003749,2026-02-08,2026-02-08,Distributor,Pending,Paid
ORD-00008578,CUST-001498,2026-05-06,2026-05-06,Distributor,Cancelled,Pending
ORD-00008579,CUST-003068,2025-08-17,2025-08-17,Distributor,Pending,Paid
ORD-00008580,CUST-001583,2025-12-09,2025-12-09,Direct,Completed,Pending
ORD-00008581,CUST-000088,2025-09-02,2025-09-02,Online,Completed,Pending
ORD-00008582,CUST-002059,2025-06-16,2025-06-16,Retail,Completed,Pending
ORD-00008583,CUST-001631,2024-10-06,2024-10-06,Retail,Pending,Paid
ORD-00008584,CUST-004293,2025-11-28,2025-11-28,Direct,Completed,Partial
ORD-00008585,CUST-002100,2026-05-18,2026-05-18,Retail,Completed,Paid
ORD-00008586,CUST-004704,2025-03-15,2025-03-15,Online,Pending,Paid
ORD-00008587,CUST-003207,2024-12-14,2024-12-14,Distributor,Cancelled,Partial
ORD-00008588,CUST-000495,2026-04-01,2026-04-01,Distributor,Cancelled,Paid
ORD-00008589,CUST-004647,2026-07-12,2026-07-12,Distributor,Completed,Partial
ORD-00008590,CUST-004511,2026-08-10,2026-08-10,Online,Completed,Partial
ORD-00008591,CUST-002177,2024-10-20,2024-10-20,Distributor,Completed,Paid
ORD-00008592,CUST-003872,2026-07-17,2026-07-17,Retail,Completed,Paid
ORD-00008593,CUST-004487,2025-07-27,2025-07-27,Retail,Pending,Partial
ORD-00008594,CUST-003742,2026-02-12,2026-02-12,Distributor,Cancelled,Paid
ORD-00008595,CUST-004245,2024-09-14,2024-09-14,Direct,Completed,Partial
ORD-00008596,CUST-001820,2025-04-08,2025-04-08,Online,Cancelled,Paid
ORD-00008597,CUST-004725,2026-08-24,2026-08-24,Distributor,Completed,Paid
ORD-00008598,CUST-003488,2026-07-24,2026-07-24,Distributor,Completed,Paid
ORD-00008599,CUST-000313,2025-10-11,2025-10-11,Distributor,Completed,Pending
ORD-00008600,CUST-004074,2025-04-14,2025-04-14,Distributor,Cancelled,Paid
ORD-00008601,CUST-001555,2025-04-14,2025-04-14,Retail,Cancelled,Paid
ORD-00008602,CUST-002421,2025-08-02,2025-08-02,Online,Pending,Paid
ORD-00008603,CUST-003205,2025-08-14,2025-08-14,Retail,Completed,Paid
ORD-00008604,CUST-001193,2024-11-21,2024-11-21,Distributor,Pending,Pending
ORD-00008605,CUST-001744,2025-11-22,2025-11-22,Online,Completed,Pending
ORD-00008606,CUST-002721,2025-12-22,2025-12-22,Direct,Completed,Paid
ORD-00008607,CUST-003728,2025-06-01,2025-06-01,Retail,Completed,Partial
ORD-00008608,CUST-004362,2025-08-01,2025-08-01,Direct,Completed,Pending
ORD-00008609,CUST-002036,2025-05-19,2025-05-19,Online,Pending,Pending
ORD-00008610,CUST-000431,2026-05-31,2026-05-31,Direct,Pending,Pending
ORD-00008611,CUST-004531,2025-01-04,2025-01-04,Direct,Completed,Partial
ORD-00008612,CUST-003278,2026-08-08,2026-08-08,Retail,Cancelled,Partial
ORD-00008613,CUST-002199,2026-05-31,2026-05-31,Direct,Pending,Paid
ORD-00008614,CUST-004204,2025-12-15,2025-12-15,Retail,Completed,Paid
ORD-00008615,CUST-003151,2026-05-29,2026-05-29,Distributor,Cancelled,Partial
ORD-00008616,CUST-003488,2025-04-05,2025-04-05,Retail,Completed,Paid
ORD-00008617,CUST-002241,2025-10-04,2025-10-04,Retail,Completed,Paid
ORD-00008618,CUST-003705,2025-04-15,2025-04-15,Distributor,Completed,Pending
ORD-00008619,CUST-003554,2024-09-10,2024-09-10,Retail,Completed,Pending
ORD-00008620,CUST-000451,2025-06-15,2025-06-15,Direct,Completed,Pending
ORD-00008621,CUST-002169,2025-01-30,2025-01-30,Distributor,Cancelled,Pending
ORD-00008622,CUST-002670,2026-06-09,2026-06-09,Distributor,Cancelled,Paid
ORD-00008623,CUST-002674,2026-05-25,2026-05-25,Online,Completed,Paid
ORD-00008624,CUST-001864,2026-07-25,2026-07-25,Retail,Completed,Paid
ORD-00008625,CUST-000060,2026-08-04,2026-08-04,Distributor,Completed,Paid
ORD-00008626,CUST-002953,2025-06-28,2025-06-28,Direct,Completed,Pending
ORD-00008627,CUST-000682,2025-11-24,2025-11-24,Online,Completed,Pending
ORD-00008628,CUST-001527,2024-10-13,2024-10-13,Online,Completed,Partial
ORD-00008629,CUST-003550,2025-03-26,2025-03-26,Distributor,Completed,Pending
ORD-00008630,CUST-001380,2025-06-02,2025-06-02,Online,Completed,Partial
ORD-00008631,CUST-004991,2025-05-30,2025-05-30,Distributor,Completed,Paid
ORD-00008632,CUST-004008,2025-01-01,2025-01-01,Online,Cancelled,Partial
ORD-00008633,CUST-002439,2026-06-26,2026-06-26,Retail,Completed,Pending
ORD-00008634,CUST-003760,2025-05-17,2025-05-17,Retail,Completed,Partial
ORD-00008635,CUST-003876,2025-10-04,2025-10-04,Retail,Cancelled,Paid
ORD-00008636,CUST-001070,2024-11-15,2024-11-15,Online,Pending,Pending
ORD-00008637,CUST-000536,2026-04-07,2026-04-07,Distributor,Completed,Paid
ORD-00008638,CUST-003528,2026-06-24,2026-06-24,Direct,Cancelled,Pending
ORD-00008639,CUST-000224,2025-08-28,2025-08-28,Distributor,Completed,Paid
ORD-00008640,CUST-003524,2026-02-07,2026-02-07,Direct,Completed,Pending
ORD-00008641,CUST-000441,2024-11-22,2024-11-22,Direct,Completed,Paid
ORD-00008642,CUST-001293,2025-06-09,2025-06-09,Online,Cancelled,Partial
ORD-00008643,CUST-001508,2025-04-12,2025-04-12,Online,Completed,Paid
ORD-00008644,CUST-004298,2026-04-12,2026-04-12,Distributor,Pending,Pending
ORD-00008645,CUST-002303,2025-06-25,2025-06-25,Distributor,Completed,Partial
ORD-00008646,CUST-000784,2025-12-31,2025-12-31,Direct,Completed,Paid
ORD-00008647,CUST-003058,2026-03-31,2026-03-31,Retail,Completed,Paid
ORD-00008648,CUST-001726,2025-09-11,2025-09-11,Direct,Completed,Pending
ORD-00008649,CUST-001815,2025-02-22,2025-02-22,Direct,Completed,Paid
