quality_check_id,production_id,inspection_date,inspector_id,units_inspected,defective_units,defect_type,result
QC-00001136,PROD-00157868,2024-12-02,EMP-00174,2403,67,None,Passed
QC-00001137,PROD-00257481,2026-03-20,EMP-00475,2986,225,None,Failed
QC-00001138,PROD-00291385,2026-06-25,EMP-00462,2005,50,Surface,Passed
QC-00001139,PROD-00079377,2026-02-28,EMP-00208,1243,88,Assembly,Failed
QC-00001140,PROD-00192532,2025-10-29,EMP-00012,1361,55,Assembly,Passed
QC-00001141,PROD-00276912,2026-04-17,EMP-00157,1308,21,Surface,Passed
QC-00001142,PROD-00065627,2026-05-31,EMP-00180,766,68,Surface,Failed
QC-00001143,PROD-00147106,2026-03-07,EMP-00164,1619,143,Assembly,Failed
QC-00001144,PROD-00033699,2025-05-29,EMP-00255,2775,30,None,Passed
QC-00001145,PROD-00208786,2025-05-02,EMP-00259,1658,33,Dimensional,Passed
QC-00001146,PROD-00070616,2025-12-28,EMP-00138,2992,20,Assembly,Passed
QC-00001147,PROD-00168624,2026-02-17,EMP-00364,2261,15,Dimensional,Passed
QC-00001148,PROD-00102027,2026-01-06,EMP-00218,1804,54,None,Passed
QC-00001149,PROD-00016306,2025-07-15,EMP-00252,1020,7,Material,Passed
QC-00001150,PROD-00041491,2026-06-19,EMP-00061,1675,133,Dimensional,Failed
QC-00001151,PROD-00172656,2025-05-26,EMP-00202,1201,47,None,Passed
QC-00001152,PROD-00228374,2026-02-23,EMP-00447,2924,94,Dimensional,Passed
QC-00001153,PROD-00016850,2024-12-07,EMP-00382,1964,87,Dimensional,Passed
QC-00001154,PROD-00087833,2025-12-23,EMP-00276,1045,4,None,Passed
QC-00001155,PROD-00080388,2024-12-25,EMP-00318,1658,99,None,Failed
QC-00001156,PROD-00068274,2025-10-18,EMP-00195,1910,178,Assembly,Failed
QC-00001157,PROD-00000846,2025-07-10,EMP-00440,2924,228,Material,Failed
QC-00001158,PROD-00293422,2024-12-08,EMP-00413,1612,67,Material,Passed
QC-00001159,PROD-00089536,2025-09-07,EMP-00341,1504,118,Dimensional,Failed
QC-00001160,PROD-00256516,2025-12-21,EMP-00014,2180,55,Material,Passed
QC-00001161,PROD-00151715,2024-10-11,EMP-00268,1709,145,None,Failed
QC-00001162,PROD-00102537,2025-10-31,EMP-00041,2221,54,Dimensional,Passed
QC-00001163,PROD-00244515,2026-05-30,EMP-00422,1359,132,Dimensional,Failed
QC-00001164,PROD-00027987,2026-07-10,EMP-00012,2907,236,Dimensional,Failed
QC-00001165,PROD-00195225,2024-08-26,EMP-00278,802,3,Assembly,Passed
QC-00001166,PROD-00024588,2026-07-07,EMP-00208,940,30,Dimensional,Passed
QC-00001167,PROD-00285987,2026-06-10,EMP-00343,2484,32,Dimensional,Passed
QC-00001168,PROD-00123081,2025-02-19,EMP-00281,948,74,Material,Failed
QC-00001169,PROD-00146757,2024-09-14,EMP-00236,1589,101,Dimensional,Failed
QC-00001170,PROD-00012690,2026-08-03,EMP-00035,1414,21,Surface,Passed
QC-00001171,PROD-00036398,2024-09-11,EMP-00493,2936,114,Surface,Passed
QC-00001172,PROD-00137039,2025-09-25,EMP-00073,960,1,Assembly,Passed
QC-00001173,PROD-00069962,2024-11-29,EMP-00232,2435,161,Dimensional,Failed
QC-00001174,PROD-00116484,2024-11-25,EMP-00054,1478,48,Surface,Passed
QC-00001175,PROD-00230420,2024-11-04,EMP-00241,2491,25,Surface,Passed
QC-00001176,PROD-00200182,2026-02-27,EMP-00298,2300,187,None,Failed
QC-00001177,PROD-00209236,2025-07-31,EMP-00180,1952,186,Material,Failed
QC-00001178,PROD-00044200,2025-07-09,EMP-00108,1426,138,Surface,Failed
QC-00001179,PROD-00205248,2024-10-13,EMP-00226,2309,218,Material,Failed
QC-00001180,PROD-00120403,2024-10-21,EMP-00216,1545,109,None,Failed
QC-00001181,PROD-00276916,2026-08-18,EMP-00068,508,15,Surface,Passed
QC-00001182,PROD-00168390,2025-09-25,EMP-00038,1031,68,Dimensional,Failed
QC-00001183,PROD-00013091,2026-04-15,EMP-00455,544,8,Assembly,Passed
QC-00001184,PROD-00221546,2026-05-31,EMP-00278,2230,14,Dimensional,Passed
QC-00001185,PROD-00025739,2024-10-22,EMP-00325,1157,50,None,Passed
QC-00001186,PROD-00014791,2026-05-27,EMP-00406,1212,112,Assembly,Failed
QC-00001187,PROD-00180034,2026-07-14,EMP-00017,1369,6,Assembly,Passed
QC-00001188,PROD-00105878,2026-02-27,EMP-00467,2487,171,None,Failed
QC-00001189,PROD-00062015,2025-12-01,EMP-00221,584,32,None,Failed
QC-00001190,PROD-00130998,2025-02-17,EMP-00278,688,42,Dimensional,Failed
QC-00001191,PROD-00224630,2025-02-04,EMP-00182,2866,58,None,Passed
QC-00001192,PROD-00282264,2026-02-08,EMP-00350,1077,99,Surface,Failed
QC-00001193,PROD-00024935,2025-07-22,EMP-00447,2438,112,Surface,Passed
QC-00001194,PROD-00284850,2026-04-11,EMP-00386,2735,225,None,Failed
QC-00001195,PROD-00118270,2024-10-24,EMP-00104,2009,132,Dimensional,Failed
QC-00001196,PROD-00077097,2026-08-09,EMP-00199,957,93,None,Failed
QC-00001197,PROD-00230326,2024-09-24,EMP-00178,1358,39,Surface,Passed
QC-00001198,PROD-00114412,2026-03-10,EMP-00046,2751,264,Material,Failed
QC-00001199,PROD-00189426,2026-05-25,EMP-00179,1916,125,Surface,Failed
QC-00001200,PROD-00052901,2025-05-20,EMP-00245,2138,45,Assembly,Passed
QC-00001201,PROD-00012181,2024-11-24,EMP-00456,2761,130,Surface,Passed
QC-00001202,PROD-00115484,2026-06-28,EMP-00248,2883,29,Surface,Passed
QC-00001203,PROD-00196447,2026-03-24,EMP-00089,564,29,Surface,Failed
QC-00001204,PROD-00157017,2025-06-27,EMP-00063,2062,129,Surface,Failed
QC-00001205,PROD-00152849,2025-02-10,EMP-00149,2099,4,Assembly,Passed
QC-00001206,PROD-00213965,2025-04-27,EMP-00356,1319,54,Surface,Passed
QC-00001207,PROD-00022413,2025-04-16,EMP-00276,1200,64,None,Failed
QC-00001208,PROD-00110040,2024-09-11,EMP-00196,644,64,Material,Failed
QC-00001209,PROD-00227633,2024-11-25,EMP-00348,1269,30,Assembly,Passed
QC-00001210,PROD-00069243,2025-10-21,EMP-00219,2877,217,None,Failed
QC-00001211,PROD-00183380,2025-03-16,EMP-00278,1279,55,None,Passed
QC-00001212,PROD-00141086,2025-02-25,EMP-00346,1131,48,Surface,Passed
QC-00001213,PROD-00055491,2025-05-09,EMP-00068,2288,84,Material,Passed
QC-00001214,PROD-00233563,2025-03-14,EMP-00460,1506,21,None,Passed
QC-00001215,PROD-00295273,2026-02-10,EMP-00323,2465,7,Assembly,Passed
QC-00001216,PROD-00218373,2026-07-10,EMP-00083,656,36,Surface,Failed
QC-00001217,PROD-00274017,2026-03-22,EMP-00490,1315,25,Assembly,Passed
QC-00001218,PROD-00020670,2025-11-12,EMP-00466,2105,74,Dimensional,Passed
QC-00001219,PROD-00084891,2025-02-12,EMP-00337,1562,58,Dimensional,Passed
QC-00001220,PROD-00211693,2025-10-31,EMP-00180,2136,58,Dimensional,Passed
QC-00001221,PROD-00041480,2026-07-01,EMP-00334,1715,51,Assembly,Passed
QC-00001222,PROD-00059374,2025-10-04,EMP-00360,2315,47,None,Passed
QC-00001223,PROD-00090865,2025-06-08,EMP-00222,1542,30,Dimensional,Passed
QC-00001224,PROD-00132480,2024-12-02,EMP-00297,1725,160,Assembly,Failed
QC-00001225,PROD-00078489,2024-09-14,EMP-00236,2989,240,Dimensional,Failed
QC-00001226,PROD-00101782,2026-07-11,EMP-00355,1940,16,None,Passed
QC-00001227,PROD-00230466,2026-04-18,EMP-00302,2476,243,Surface,Failed
QC-00001228,PROD-00243184,2026-02-10,EMP-00377,1588,59,None,Passed
QC-00001229,PROD-00183812,2025-10-18,EMP-00332,1383,74,Material,Failed
QC-00001230,PROD-00033203,2026-03-08,EMP-00082,1640,148,Surface,Failed
QC-00001231,PROD-00216386,2025-10-15,EMP-00126,851,38,Assembly,Passed
QC-00001232,PROD-00204562,2025-05-03,EMP-00232,2219,169,Dimensional,Failed
QC-00001233,PROD-00101565,2025-11-04,EMP-00345,2764,158,Dimensional,Failed
QC-00001234,PROD-00032739,2025-12-31,EMP-00497,1709,71,Material,Passed
QC-00001235,PROD-00166894,2024-11-17,EMP-00209,2550,15,None,Passed
QC-00001236,PROD-00165665,2025-07-20,EMP-00387,2312,207,Dimensional,Failed
QC-00001237,PROD-00091178,2026-08-05,EMP-00142,711,70,Surface,Failed
QC-00001238,PROD-00046433,2026-08-10,EMP-00216,1138,41,Surface,Passed
QC-00001239,PROD-00089213,2026-03-08,EMP-00236,1045,83,None,Failed
QC-00001240,PROD-00061790,2025-06-17,EMP-00164,2033,156,Assembly,Failed
QC-00001241,PROD-00280348,2024-09-30,EMP-00138,2251,188,Assembly,Failed
QC-00001242,PROD-00136243,2026-07-06,EMP-00437,981,25,Assembly,Passed
QC-00001243,PROD-00039897,2025-09-28,EMP-00236,853,17,Surface,Passed
QC-00001244,PROD-00248324,2026-05-15,EMP-00330,1409,74,Dimensional,Failed
QC-00001245,PROD-00026329,2026-05-01,EMP-00411,1948,194,Material,Failed
QC-00001246,PROD-00083078,2026-05-03,EMP-00150,2452,13,Assembly,Passed
QC-00001247,PROD-00221475,2025-12-01,EMP-00404,1517,47,None,Passed
QC-00001248,PROD-00213743,2025-11-17,EMP-00153,862,17,None,Passed
QC-00001249,PROD-00278131,2026-02-21,EMP-00030,1029,64,None,Failed
QC-00001250,PROD-00188098,2026-06-06,EMP-00036,566,2,Material,Passed
QC-00001251,PROD-00228554,2025-10-26,EMP-00166,1680,127,None,Failed
QC-00001252,PROD-00170821,2026-05-02,EMP-00004,888,15,Dimensional,Passed
QC-00001253,PROD-00083383,2026-04-06,EMP-00033,1304,17,Dimensional,Passed
QC-00001254,PROD-00268707,2025-01-17,EMP-00165,2127,140,Material,Failed
QC-00001255,PROD-00095923,2025-01-04,EMP-00202,2227,31,None,Passed
QC-00001256,PROD-00194731,2026-02-26,EMP-00405,2471,183,Material,Failed
QC-00001257,PROD-00123122,2025-12-08,EMP-00019,963,17,Assembly,Passed
QC-00001258,PROD-00120365,2025-12-22,EMP-00144,1188,117,Dimensional,Failed
QC-00001259,PROD-00187191,2025-04-06,EMP-00349,2413,41,Material,Passed
QC-00001260,PROD-00234883,2026-04-13,EMP-00152,1842,49,Dimensional,Passed
QC-00001261,PROD-00015089,2025-06-22,EMP-00311,567,5,Surface,Passed
QC-00001262,PROD-00185155,2024-10-14,EMP-00323,2931,12,Dimensional,Passed
QC-00001263,PROD-00092519,2024-09-28,EMP-00079,1143,65,Assembly,Failed
QC-00001264,PROD-00016643,2026-02-23,EMP-00050,1695,62,None,Passed
QC-00001265,PROD-00283518,2025-03-19,EMP-00213,1200,49,Surface,Passed
QC-00001266,PROD-00163996,2025-05-23,EMP-00342,2825,230,Material,Failed
QC-00001267,PROD-00070084,2025-08-02,EMP-00426,2035,179,Surface,Failed
QC-00001268,PROD-00059711,2026-04-09,EMP-00229,2310,184,Material,Failed
QC-00001269,PROD-00205681,2025-12-15,EMP-00069,1379,0,Surface,Passed
QC-00001270,PROD-00247036,2025-07-24,EMP-00393,986,60,Assembly,Failed
QC-00001271,PROD-00150977,2026-05-10,EMP-00349,2295,103,Material,Passed
QC-00001272,PROD-00248362,2025-09-22,EMP-00374,841,52,None,Failed
QC-00001273,PROD-00003785,2025-10-24,EMP-00317,2923,184,Surface,Failed
QC-00001274,PROD-00181407,2026-01-15,EMP-00319,2076,174,Surface,Failed
QC-00001275,PROD-00265954,2026-02-21,EMP-00322,2955,101,Surface,Passed
QC-00001276,PROD-00174289,2025-06-11,EMP-00359,1293,100,Material,Failed
QC-00001277,PROD-00179466,2025-08-12,EMP-00054,2019,36,Assembly,Passed
QC-00001278,PROD-00162670,2026-05-13,EMP-00220,538,12,Dimensional,Passed
QC-00001279,PROD-00143605,2025-10-05,EMP-00280,1462,143,Dimensional,Failed
QC-00001280,PROD-00287751,2026-07-22,EMP-00474,1266,74,Assembly,Failed
QC-00001281,PROD-00202819,2026-01-18,EMP-00291,504,34,Dimensional,Failed
QC-00001282,PROD-00023134,2025-11-01,EMP-00352,1782,101,Assembly,Failed
QC-00001283,PROD-00201926,2025-12-09,EMP-00397,1882,74,Dimensional,Passed
QC-00001284,PROD-00244311,2025-02-17,EMP-00130,2038,0,Dimensional,Passed
QC-00001285,PROD-00124148,2024-09-27,EMP-00188,1529,99,Dimensional,Failed
QC-00001286,PROD-00297575,2025-04-23,EMP-00467,1173,108,Surface,Failed
QC-00001287,PROD-00020849,2026-01-09,EMP-00180,2623,130,Surface,Passed
QC-00001288,PROD-00222565,2026-01-04,EMP-00094,713,15,Material,Passed
QC-00001289,PROD-00252678,2025-12-28,EMP-00450,2411,58,None,Passed
QC-00001290,PROD-00169297,2026-06-08,EMP-00380,2126,118,Dimensional,Failed
QC-00001291,PROD-00071188,2025-03-22,EMP-00020,1908,142,None,Failed
QC-00001292,PROD-00084197,2024-09-12,EMP-00250,2092,93,Material,Passed
QC-00001293,PROD-00171259,2025-12-03,EMP-00030,1293,99,Assembly,Failed
QC-00001294,PROD-00287374,2025-01-26,EMP-00414,2974,205,Material,Failed
QC-00001295,PROD-00191499,2026-04-29,EMP-00110,699,51,Material,Failed
QC-00001296,PROD-00120382,2026-04-25,EMP-00274,2222,20,Surface,Passed
QC-00001297,PROD-00030524,2024-11-14,EMP-00234,773,52,Surface,Failed
QC-00001298,PROD-00069443,2026-04-15,EMP-00387,1945,48,Material,Passed
QC-00001299,PROD-00168494,2026-04-01,EMP-00439,1467,59,Assembly,Passed
QC-00001300,PROD-00048621,2026-08-04,EMP-00331,2514,248,Assembly,Failed
QC-00001301,PROD-00022713,2024-12-13,EMP-00245,699,21,None,Passed
QC-00001302,PROD-00139203,2026-04-27,EMP-00068,2446,83,Material,Passed
QC-00001303,PROD-00226709,2025-07-08,EMP-00371,1309,41,Dimensional,Passed
QC-00001304,PROD-00085445,2024-11-06,EMP-00001,1445,114,Material,Failed
QC-00001305,PROD-00237534,2026-05-06,EMP-00094,691,41,Dimensional,Failed
QC-00001306,PROD-00297486,2026-06-20,EMP-00499,2041,138,Dimensional,Failed
QC-00001307,PROD-00247825,2024-11-07,EMP-00159,2965,114,Surface,Passed
QC-00001308,PROD-00030542,2025-04-02,EMP-00252,1978,58,Dimensional,Passed
QC-00001309,PROD-00183935,2026-04-13,EMP-00390,1228,15,Surface,Passed
QC-00001310,PROD-00274408,2024-10-31,EMP-00121,2579,140,Surface,Failed
QC-00001311,PROD-00244184,2026-04-24,EMP-00428,2012,189,Dimensional,Failed
QC-00001312,PROD-00202758,2025-05-31,EMP-00384,2350,139,Surface,Failed
QC-00001313,PROD-00001137,2024-10-10,EMP-00493,1436,137,Assembly,Failed
QC-00001314,PROD-00209016,2024-09-12,EMP-00318,2628,98,Dimensional,Passed
QC-00001315,PROD-00037420,2025-11-06,EMP-00434,1011,89,Dimensional,Failed
QC-00001316,PROD-00118109,2024-11-20,EMP-00132,1422,87,Surface,Failed
QC-00001317,PROD-00001510,2025-12-22,EMP-00473,1438,132,Surface,Failed
QC-00001318,PROD-00117230,2026-08-01,EMP-00462,1674,102,Material,Failed
QC-00001319,PROD-00112204,2026-08-24,EMP-00046,2796,241,None,Failed
QC-00001320,PROD-00158413,2025-09-15,EMP-00192,2254,93,Dimensional,Passed
QC-00001321,PROD-00293551,2026-07-20,EMP-00202,562,42,Material,Failed
QC-00001322,PROD-00280781,2026-07-31,EMP-00337,695,68,Assembly,Failed
QC-00001323,PROD-00144240,2025-03-05,EMP-00374,721,44,Assembly,Failed
QC-00001324,PROD-00177185,2025-12-04,EMP-00038,2205,72,Assembly,Passed
QC-00001325,PROD-00287510,2024-12-03,EMP-00020,2333,11,Assembly,Passed
QC-00001326,PROD-00120400,2025-02-16,EMP-00350,2701,120,Material,Passed
QC-00001327,PROD-00093591,2025-05-06,EMP-00446,2550,140,Assembly,Failed
QC-00001328,PROD-00083822,2026-07-18,EMP-00121,1769,147,Material,Failed
QC-00001329,PROD-00185591,2025-04-07,EMP-00120,557,1,Surface,Passed
QC-00001330,PROD-00078700,2024-10-03,EMP-00391,2109,127,None,Failed
QC-00001331,PROD-00211224,2025-02-13,EMP-00328,2846,188,Surface,Failed
QC-00001332,PROD-00263718,2025-08-13,EMP-00290,1368,123,Assembly,Failed
QC-00001333,PROD-00057391,2025-01-28,EMP-00412,1287,92,None,Failed
QC-00001334,PROD-00170658,2026-01-26,EMP-00296,2662,128,Dimensional,Passed
QC-00001335,PROD-00054083,2024-11-28,EMP-00487,2009,177,Dimensional,Failed
QC-00001336,PROD-00238828,2025-08-18,EMP-00454,500,37,Assembly,Failed
QC-00001337,PROD-00163516,2026-02-01,EMP-00438,1373,17,None,Passed
QC-00001338,PROD-00015716,2026-08-02,EMP-00083,2344,79,Dimensional,Passed
QC-00001339,PROD-00282598,2025-11-06,EMP-00298,1854,103,Dimensional,Failed
QC-00001340,PROD-00000683,2025-09-10,EMP-00357,635,61,None,Failed
QC-00001341,PROD-00277640,2026-04-21,EMP-00233,1349,52,Material,Passed
QC-00001342,PROD-00251600,2025-04-21,EMP-00186,1540,62,Material,Passed
QC-00001343,PROD-00178147,2026-07-10,EMP-00227,1420,54,Material,Passed
QC-00001344,PROD-00254380,2024-10-03,EMP-00055,2875,54,Dimensional,Passed
QC-00001345,PROD-00090079,2025-06-06,EMP-00359,1636,155,Dimensional,Failed
QC-00001346,PROD-00249119,2026-03-03,EMP-00267,1640,74,Surface,Passed
QC-00001347,PROD-00220436,2024-09-28,EMP-00041,1118,23,Dimensional,Passed
QC-00001348,PROD-00044281,2025-01-23,EMP-00327,1122,57,Dimensional,Failed
QC-00001349,PROD-00106905,2025-10-06,EMP-00217,2378,186,Material,Failed
QC-00001350,PROD-00263881,2025-08-25,EMP-00434,2516,241,Dimensional,Failed
QC-00001351,PROD-00177194,2025-03-20,EMP-00020,1579,5,Dimensional,Passed
QC-00001352,PROD-00247545,2026-02-15,EMP-00013,1858,149,Dimensional,Failed
QC-00001353,PROD-00247331,2026-01-16,EMP-00374,1350,129,Material,Failed
QC-00001354,PROD-00095901,2025-10-10,EMP-00438,2613,244,Assembly,Failed
QC-00001355,PROD-00109903,2026-06-03,EMP-00355,2485,215,None,Failed
QC-00001356,PROD-00188939,2025-12-28,EMP-00319,2144,109,Surface,Failed
QC-00001357,PROD-00080693,2024-12-08,EMP-00271,860,83,None,Failed
QC-00001358,PROD-00065302,2026-05-11,EMP-00212,2205,48,Material,Passed
QC-00001359,PROD-00124914,2026-01-15,EMP-00128,813,78,Dimensional,Failed
QC-00001360,PROD-00084898,2024-09-15,EMP-00041,2648,77,Dimensional,Passed
QC-00001361,PROD-00064114,2025-10-22,EMP-00220,799,45,Material,Failed
QC-00001362,PROD-00085438,2025-03-30,EMP-00477,1084,18,Assembly,Passed
QC-00001363,PROD-00207728,2026-01-26,EMP-00270,2657,249,Dimensional,Failed
QC-00001364,PROD-00129945,2024-09-21,EMP-00010,2667,63,Dimensional,Passed
QC-00001365,PROD-00179598,2026-03-20,EMP-00133,1858,153,None,Failed
QC-00001366,PROD-00272826,2024-12-31,EMP-00350,2970,93,Surface,Passed
QC-00001367,PROD-00007834,2026-04-19,EMP-00220,2820,79,Surface,Passed
QC-00001368,PROD-00071244,2025-05-05,EMP-00428,1345,83,Surface,Failed
QC-00001369,PROD-00036711,2026-07-10,EMP-00234,1438,7,Surface,Passed
QC-00001370,PROD-00288599,2025-02-06,EMP-00222,2319,35,Assembly,Passed
QC-00001371,PROD-00279252,2025-09-08,EMP-00432,1076,3,None,Passed
QC-00001372,PROD-00250319,2026-07-09,EMP-00133,2854,54,Surface,Passed
QC-00001373,PROD-00100240,2026-06-24,EMP-00112,1940,89,Surface,Passed
QC-00001374,PROD-00077030,2026-04-16,EMP-00399,1870,39,Material,Passed
QC-00001375,PROD-00062731,2025-12-01,EMP-00219,1980,17,Material,Passed
QC-00001376,PROD-00096335,2025-05-19,EMP-00314,664,41,Assembly,Failed
QC-00001377,PROD-00001454,2024-10-03,EMP-00129,560,54,None,Failed
QC-00001378,PROD-00039268,2024-12-22,EMP-00090,840,18,None,Passed
QC-00001379,PROD-00255023,2025-12-08,EMP-00387,1501,95,None,Failed
QC-00001380,PROD-00064182,2026-04-28,EMP-00101,1455,142,Surface,Failed
QC-00001381,PROD-00100433,2025-11-22,EMP-00061,1738,155,Surface,Failed
QC-00001382,PROD-00075520,2025-10-03,EMP-00015,2634,37,Material,Passed
QC-00001383,PROD-00003592,2026-05-17,EMP-00252,1827,181,None,Failed
QC-00001384,PROD-00005752,2026-05-28,EMP-00022,1043,79,Assembly,Failed
QC-00001385,PROD-00159058,2025-07-22,EMP-00240,1861,80,Dimensional,Passed
QC-00001386,PROD-00261743,2026-08-11,EMP-00497,1752,124,None,Failed
QC-00001387,PROD-00095296,2025-11-24,EMP-00361,712,19,Assembly,Passed
QC-00001388,PROD-00070530,2025-09-10,EMP-00153,1260,70,None,Failed
QC-00001389,PROD-00059508,2025-01-05,EMP-00380,1675,36,Material,Passed
QC-00001390,PROD-00120127,2024-10-08,EMP-00430,1236,21,Material,Passed
QC-00001391,PROD-00139431,2025-09-04,EMP-00355,2583,30,Surface,Passed
QC-00001392,PROD-00043593,2024-12-27,EMP-00064,1422,59,None,Passed
QC-00001393,PROD-00298087,2026-05-15,EMP-00233,2935,157,Dimensional,Failed
QC-00001394,PROD-00247688,2026-03-29,EMP-00029,1407,61,Surface,Passed
QC-00001395,PROD-00032657,2025-05-06,EMP-00218,2306,14,None,Passed
QC-00001396,PROD-00210497,2024-10-03,EMP-00147,2905,240,Assembly,Failed
QC-00001397,PROD-00012280,2026-02-12,EMP-00284,2802,137,Surface,Passed
QC-00001398,PROD-00085704,2025-11-24,EMP-00318,1523,113,Assembly,Failed
QC-00001399,PROD-00296534,2026-08-25,EMP-00373,2273,71,None,Passed
QC-00001400,PROD-00231379,2025-07-08,EMP-00204,765,1,Material,Passed
QC-00001401,PROD-00046083,2025-02-01,EMP-00137,1250,94,Dimensional,Failed
QC-00001402,PROD-00037201,2026-01-05,EMP-00139,2759,16,Material,Passed
QC-00001403,PROD-00097907,2025-03-08,EMP-00105,2954,30,Assembly,Passed
QC-00001404,PROD-00067287,2026-03-14,EMP-00171,2701,179,Surface,Failed
QC-00001405,PROD-00099129,2025-06-05,EMP-00195,2613,72,Surface,Passed
QC-00001406,PROD-00129783,2025-09-09,EMP-00472,1709,51,Material,Passed
QC-00001407,PROD-00275820,2024-11-05,EMP-00154,2945,55,Material,Passed
QC-00001408,PROD-00246857,2026-01-23,EMP-00489,2055,25,Material,Passed
QC-00001409,PROD-00107695,2026-04-16,EMP-00330,1973,93,Material,Passed
QC-00001410,PROD-00022636,2024-11-04,EMP-00418,899,49,Dimensional,Failed
QC-00001411,PROD-00072381,2024-10-09,EMP-00424,1660,43,Surface,Passed
QC-00001412,PROD-00272604,2025-09-14,EMP-00220,659,23,Material,Passed
QC-00001413,PROD-00118173,2025-02-22,EMP-00468,2169,119,Surface,Failed
QC-00001414,PROD-00295447,2025-01-25,EMP-00424,1985,87,Assembly,Passed
QC-00001415,PROD-00200556,2024-11-26,EMP-00408,2055,112,Material,Failed
QC-00001416,PROD-00088326,2026-04-28,EMP-00385,1351,122,Dimensional,Failed
QC-00001417,PROD-00156977,2025-12-01,EMP-00241,1166,95,None,Failed
QC-00001418,PROD-00239419,2026-01-27,EMP-00442,771,75,Surface,Failed
QC-00001419,PROD-00265985,2026-05-22,EMP-00293,1604,7,None,Passed
QC-00001420,PROD-00000974,2025-04-06,EMP-00265,957,38,Material,Passed
QC-00001421,PROD-00180186,2026-07-10,EMP-00076,1017,17,Assembly,Passed
QC-00001422,PROD-00171357,2025-06-06,EMP-00120,1394,18,Assembly,Passed
QC-00001423,PROD-00107994,2025-11-10,EMP-00365,2340,98,None,Passed
QC-00001424,PROD-00094477,2026-07-20,EMP-00398,614,2,Surface,Passed
QC-00001425,PROD-00077239,2026-08-22,EMP-00301,1857,52,Assembly,Passed
QC-00001426,PROD-00210106,2026-06-13,EMP-00390,2196,141,None,Failed
QC-00001427,PROD-00002472,2024-11-17,EMP-00012,2814,200,Assembly,Failed
QC-00001428,PROD-00155833,2026-08-21,EMP-00341,1677,91,None,Failed
QC-00001429,PROD-00131440,2025-10-28,EMP-00359,1464,63,Surface,Passed
QC-00001430,PROD-00231267,2026-03-25,EMP-00350,2213,137,Assembly,Failed
QC-00001431,PROD-00095080,2025-06-18,EMP-00323,2780,238,Surface,Failed
QC-00001432,PROD-00280653,2024-09-25,EMP-00151,2088,87,Dimensional,Passed
QC-00001433,PROD-00157727,2025-11-10,EMP-00028,2123,93,Dimensional,Passed
QC-00001434,PROD-00283177,2025-11-23,EMP-00090,1539,31,Surface,Passed
QC-00001435,PROD-00145725,2025-03-26,EMP-00253,875,15,Dimensional,Passed
QC-00001436,PROD-00249040,2024-09-23,EMP-00264,2187,139,Surface,Failed
QC-00001437,PROD-00058886,2026-04-12,EMP-00052,603,60,Assembly,Failed
QC-00001438,PROD-00154877,2025-01-02,EMP-00214,2971,94,Material,Passed
QC-00001439,PROD-00266340,2025-06-13,EMP-00408,1220,10,Assembly,Passed
QC-00001440,PROD-00075524,2024-10-09,EMP-00004,1754,96,None,Failed
QC-00001441,PROD-00067521,2025-12-29,EMP-00244,1967,55,Dimensional,Passed
QC-00001442,PROD-00158522,2025-04-23,EMP-00081,2442,66,Assembly,Passed
QC-00001443,PROD-00016403,2024-12-08,EMP-00391,851,5,Surface,Passed
QC-00001444,PROD-00136003,2026-06-23,EMP-00384,2324,190,Assembly,Failed
QC-00001445,PROD-00199974,2026-01-28,EMP-00491,1331,16,Surface,Passed
QC-00001446,PROD-00025591,2025-01-23,EMP-00173,751,72,Assembly,Failed
QC-00001447,PROD-00027545,2026-02-21,EMP-00060,981,88,Dimensional,Failed
QC-00001448,PROD-00061515,2024-10-03,EMP-00404,1412,115,Material,Failed
QC-00001449,PROD-00208644,2025-11-04,EMP-00392,598,42,Surface,Failed
QC-00001450,PROD-00135665,2026-04-21,EMP-00220,820,32,Material,Passed
QC-00001451,PROD-00114063,2025-05-09,EMP-00368,1295,12,None,Passed
QC-00001452,PROD-00257147,2025-06-21,EMP-00440,1920,4,None,Passed
QC-00001453,PROD-00122487,2026-06-19,EMP-00047,1836,143,Material,Failed
QC-00001454,PROD-00048134,2024-11-08,EMP-00183,1197,31,Dimensional,Passed
QC-00001455,PROD-00224847,2024-11-22,EMP-00496,783,23,None,Passed
QC-00001456,PROD-00228851,2026-05-20,EMP-00119,1484,126,Material,Failed
QC-00001457,PROD-00182073,2024-09-09,EMP-00220,1071,96,Material,Failed
QC-00001458,PROD-00235509,2025-11-22,EMP-00430,663,19,Dimensional,Passed
QC-00001459,PROD-00253663,2024-11-07,EMP-00327,2042,34,Surface,Passed
QC-00001460,PROD-00124899,2024-12-02,EMP-00135,1640,18,Dimensional,Passed
QC-00001461,PROD-00103684,2026-06-14,EMP-00438,2975,109,Material,Passed
QC-00001462,PROD-00109668,2025-09-17,EMP-00496,1802,59,Material,Passed
QC-00001463,PROD-00102148,2026-01-02,EMP-00108,821,58,Surface,Failed
QC-00001464,PROD-00221607,2025-01-28,EMP-00374,1505,3,None,Passed
QC-00001465,PROD-00208726,2026-01-18,EMP-00459,632,56,None,Failed
QC-00001466,PROD-00227105,2026-04-10,EMP-00119,2202,115,Material,Failed
QC-00001467,PROD-00086666,2026-07-04,EMP-00353,1676,161,Assembly,Failed
QC-00001468,PROD-00095765,2025-02-01,EMP-00221,1110,37,Dimensional,Passed
