quality_check_id,production_id,inspection_date,inspector_id,units_inspected,defective_units,defect_type,result
QC-00014568,PROD-00074908,2025-04-08,EMP-00203,2955,103,Surface,Passed
QC-00014569,PROD-00060811,2025-08-24,EMP-00106,2125,99,Surface,Passed
QC-00014570,PROD-00229115,2026-03-27,EMP-00271,2356,78,Dimensional,Passed
QC-00014571,PROD-00119975,2025-09-05,EMP-00426,2272,201,None,Failed
QC-00014572,PROD-00267310,2025-01-16,EMP-00236,2813,133,Assembly,Passed
QC-00014573,PROD-00070445,2025-12-11,EMP-00228,562,37,Material,Failed
QC-00014574,PROD-00105158,2024-11-03,EMP-00295,1549,145,Assembly,Failed
QC-00014575,PROD-00106927,2025-02-27,EMP-00053,1511,101,Dimensional,Failed
QC-00014576,PROD-00054577,2026-07-23,EMP-00442,680,26,Dimensional,Passed
QC-00014577,PROD-00105623,2024-10-27,EMP-00315,1321,52,None,Passed
QC-00014578,PROD-00178295,2025-10-03,EMP-00020,1810,117,Material,Failed
QC-00014579,PROD-00076894,2024-09-29,EMP-00011,832,2,Dimensional,Passed
QC-00014580,PROD-00037076,2025-04-07,EMP-00433,2779,59,Dimensional,Passed
QC-00014581,PROD-00178298,2024-09-07,EMP-00382,2598,87,Assembly,Passed
QC-00014582,PROD-00208037,2026-03-24,EMP-00030,1092,34,None,Passed
QC-00014583,PROD-00283798,2026-06-11,EMP-00273,1398,18,Material,Passed
QC-00014584,PROD-00223107,2025-08-15,EMP-00035,2007,131,Assembly,Failed
QC-00014585,PROD-00198727,2024-11-22,EMP-00103,1023,59,Dimensional,Failed
QC-00014586,PROD-00019375,2025-02-12,EMP-00098,1494,34,Assembly,Passed
QC-00014587,PROD-00001429,2025-12-11,EMP-00227,2663,172,Assembly,Failed
QC-00014588,PROD-00273113,2025-11-27,EMP-00346,731,11,Assembly,Passed
QC-00014589,PROD-00279084,2026-02-03,EMP-00429,880,29,None,Passed
QC-00014590,PROD-00261170,2025-06-29,EMP-00171,2092,114,None,Failed
QC-00014591,PROD-00067970,2025-11-23,EMP-00228,2065,101,Material,Passed
QC-00014592,PROD-00020607,2024-09-28,EMP-00435,1587,128,Dimensional,Failed
QC-00014593,PROD-00238492,2025-07-10,EMP-00086,1944,98,Assembly,Failed
QC-00014594,PROD-00048770,2024-11-01,EMP-00074,2951,163,Material,Failed
QC-00014595,PROD-00057321,2025-03-23,EMP-00280,815,34,Assembly,Passed
QC-00014596,PROD-00199145,2025-01-26,EMP-00334,2405,154,Dimensional,Failed
QC-00014597,PROD-00265873,2026-01-23,EMP-00033,2733,135,Surface,Passed
QC-00014598,PROD-00032112,2026-05-09,EMP-00365,1322,87,Dimensional,Failed
QC-00014599,PROD-00072797,2024-12-13,EMP-00414,2131,49,None,Passed
QC-00014600,PROD-00152112,2024-11-27,EMP-00497,2768,35,Dimensional,Passed
QC-00014601,PROD-00108738,2025-09-26,EMP-00313,1819,11,Material,Passed
QC-00014602,PROD-00127569,2024-10-13,EMP-00076,2639,74,Surface,Passed
QC-00014603,PROD-00284744,2024-09-27,EMP-00436,2374,149,Assembly,Failed
QC-00014604,PROD-00185704,2024-09-12,EMP-00108,1854,7,None,Passed
QC-00014605,PROD-00074191,2026-02-24,EMP-00177,2647,81,Dimensional,Passed
QC-00014606,PROD-00297870,2026-01-31,EMP-00222,817,47,Surface,Failed
QC-00014607,PROD-00064112,2026-06-16,EMP-00104,760,1,Material,Passed
QC-00014608,PROD-00291978,2025-12-08,EMP-00286,2920,280,Material,Failed
QC-00014609,PROD-00003461,2026-05-21,EMP-00296,2242,38,None,Passed
QC-00014610,PROD-00020644,2025-08-23,EMP-00309,669,28,Assembly,Passed
QC-00014611,PROD-00053869,2024-11-29,EMP-00012,668,4,None,Passed
QC-00014612,PROD-00225979,2026-02-15,EMP-00486,521,21,Dimensional,Passed
QC-00014613,PROD-00279738,2025-10-16,EMP-00387,2848,143,None,Failed
QC-00014614,PROD-00034465,2025-09-27,EMP-00345,1223,81,Material,Failed
QC-00014615,PROD-00094590,2025-12-22,EMP-00209,1668,89,Material,Failed
QC-00014616,PROD-00244310,2025-01-18,EMP-00213,800,44,Surface,Failed
QC-00014617,PROD-00046329,2024-11-26,EMP-00205,1533,106,Surface,Failed
QC-00014618,PROD-00178276,2026-08-18,EMP-00247,1302,122,Assembly,Failed
QC-00014619,PROD-00084423,2026-01-12,EMP-00266,2541,32,Material,Passed
QC-00014620,PROD-00201134,2025-11-19,EMP-00298,1935,49,Assembly,Passed
QC-00014621,PROD-00261030,2026-01-28,EMP-00202,656,37,Assembly,Failed
QC-00014622,PROD-00013363,2025-02-12,EMP-00300,2881,236,Surface,Failed
QC-00014623,PROD-00196200,2025-04-12,EMP-00366,1961,85,Material,Passed
QC-00014624,PROD-00171298,2024-09-23,EMP-00413,1676,24,Material,Passed
QC-00014625,PROD-00100457,2026-07-04,EMP-00119,1107,28,Assembly,Passed
QC-00014626,PROD-00039715,2026-06-11,EMP-00439,1816,95,None,Failed
QC-00014627,PROD-00147940,2025-08-31,EMP-00203,2650,65,Dimensional,Passed
QC-00014628,PROD-00081446,2024-12-19,EMP-00022,2302,71,Assembly,Passed
QC-00014629,PROD-00196843,2025-11-24,EMP-00305,1626,155,Assembly,Failed
QC-00014630,PROD-00165608,2026-03-01,EMP-00058,2138,206,Assembly,Failed
QC-00014631,PROD-00241084,2025-04-22,EMP-00431,2514,122,Surface,Passed
QC-00014632,PROD-00093903,2026-08-19,EMP-00045,1222,56,None,Passed
QC-00014633,PROD-00074795,2025-06-12,EMP-00092,1611,15,Assembly,Passed
QC-00014634,PROD-00030395,2024-11-15,EMP-00352,2263,35,None,Passed
QC-00014635,PROD-00128920,2025-12-21,EMP-00157,2832,268,Dimensional,Failed
QC-00014636,PROD-00139350,2025-12-09,EMP-00448,616,3,Surface,Passed
QC-00014637,PROD-00021722,2025-08-09,EMP-00266,2502,240,None,Failed
QC-00014638,PROD-00045105,2024-09-24,EMP-00419,1065,52,Dimensional,Passed
QC-00014639,PROD-00044364,2025-03-20,EMP-00117,1686,144,Surface,Failed
QC-00014640,PROD-00126764,2025-02-15,EMP-00241,1564,129,None,Failed
QC-00014641,PROD-00194129,2025-02-18,EMP-00294,2458,219,Dimensional,Failed
QC-00014642,PROD-00067902,2024-10-12,EMP-00334,1344,80,Assembly,Failed
QC-00014643,PROD-00243969,2026-03-19,EMP-00385,1351,100,Dimensional,Failed
QC-00014644,PROD-00233679,2024-08-31,EMP-00059,2090,121,Material,Failed
QC-00014645,PROD-00000720,2026-03-27,EMP-00183,2934,150,Material,Failed
QC-00014646,PROD-00126155,2026-05-02,EMP-00135,2988,229,Dimensional,Failed
QC-00014647,PROD-00256947,2025-06-07,EMP-00424,888,25,Assembly,Passed
QC-00014648,PROD-00294411,2024-09-08,EMP-00091,1901,105,Assembly,Failed
QC-00014649,PROD-00004723,2025-08-26,EMP-00265,820,63,Material,Failed
QC-00014650,PROD-00208294,2026-02-26,EMP-00405,578,8,Assembly,Passed
QC-00014651,PROD-00068894,2025-08-26,EMP-00261,637,56,Surface,Failed
QC-00014652,PROD-00079866,2024-10-20,EMP-00246,1401,16,Material,Passed
QC-00014653,PROD-00080322,2025-07-28,EMP-00322,2069,91,Material,Passed
QC-00014654,PROD-00227999,2026-08-06,EMP-00453,2419,122,Material,Failed
QC-00014655,PROD-00248886,2025-11-10,EMP-00276,1576,105,Assembly,Failed
QC-00014656,PROD-00279600,2025-09-29,EMP-00278,1732,17,Assembly,Passed
QC-00014657,PROD-00298153,2025-08-02,EMP-00143,2939,14,None,Passed
QC-00014658,PROD-00202315,2025-12-18,EMP-00140,615,40,Assembly,Failed
QC-00014659,PROD-00081449,2024-10-20,EMP-00213,2740,34,Material,Passed
QC-00014660,PROD-00189695,2026-05-04,EMP-00351,892,63,Dimensional,Failed
QC-00014661,PROD-00025140,2025-11-10,EMP-00288,938,60,Dimensional,Failed
QC-00014662,PROD-00006058,2024-09-29,EMP-00204,636,40,Material,Failed
QC-00014663,PROD-00263755,2026-05-05,EMP-00147,815,12,None,Passed
QC-00014664,PROD-00294276,2025-05-26,EMP-00110,884,76,Assembly,Failed
QC-00014665,PROD-00209102,2026-06-22,EMP-00247,1317,22,None,Passed
QC-00014666,PROD-00276041,2025-03-12,EMP-00217,794,57,Dimensional,Failed
QC-00014667,PROD-00170011,2025-04-17,EMP-00029,520,25,None,Passed
QC-00014668,PROD-00057714,2025-10-14,EMP-00211,1201,97,None,Failed
QC-00014669,PROD-00001206,2026-05-19,EMP-00435,540,41,Dimensional,Failed
QC-00014670,PROD-00109191,2025-09-06,EMP-00220,1382,56,Material,Passed
QC-00014671,PROD-00157020,2024-09-12,EMP-00389,2036,55,Assembly,Passed
QC-00014672,PROD-00042335,2024-10-25,EMP-00407,1351,32,Material,Passed
QC-00014673,PROD-00296663,2024-10-19,EMP-00135,2488,235,Assembly,Failed
QC-00014674,PROD-00051940,2024-09-03,EMP-00086,2094,123,Assembly,Failed
QC-00014675,PROD-00000034,2025-05-28,EMP-00081,996,75,None,Failed
QC-00014676,PROD-00037530,2026-05-02,EMP-00443,1465,36,Assembly,Passed
QC-00014677,PROD-00253054,2026-06-19,EMP-00447,1794,114,Assembly,Failed
QC-00014678,PROD-00141947,2025-06-10,EMP-00146,984,7,None,Passed
QC-00014679,PROD-00295188,2025-02-12,EMP-00305,1223,26,Dimensional,Passed
QC-00014680,PROD-00023781,2025-07-27,EMP-00470,2215,31,Assembly,Passed
QC-00014681,PROD-00271277,2024-12-07,EMP-00110,1092,15,Material,Passed
QC-00014682,PROD-00286486,2025-02-13,EMP-00309,2010,48,Surface,Passed
QC-00014683,PROD-00010320,2025-06-21,EMP-00252,787,46,Surface,Failed
QC-00014684,PROD-00185471,2025-09-20,EMP-00315,2115,8,Surface,Passed
QC-00014685,PROD-00166464,2025-06-13,EMP-00002,2746,130,Surface,Passed
QC-00014686,PROD-00269439,2025-07-23,EMP-00414,1130,49,Material,Passed
QC-00014687,PROD-00176927,2026-05-17,EMP-00303,2859,154,Material,Failed
QC-00014688,PROD-00098563,2025-02-14,EMP-00143,1697,106,Dimensional,Failed
QC-00014689,PROD-00143360,2025-01-25,EMP-00175,958,11,Dimensional,Passed
QC-00014690,PROD-00132812,2025-06-17,EMP-00433,511,32,Surface,Failed
QC-00014691,PROD-00074957,2026-02-08,EMP-00052,678,41,Dimensional,Failed
QC-00014692,PROD-00152645,2024-10-27,EMP-00427,1742,31,Assembly,Passed
QC-00014693,PROD-00206794,2025-01-17,EMP-00139,748,64,Dimensional,Failed
QC-00014694,PROD-00104980,2026-01-23,EMP-00379,687,11,None,Passed
QC-00014695,PROD-00243027,2025-03-06,EMP-00359,648,55,None,Failed
QC-00014696,PROD-00049307,2026-08-05,EMP-00409,993,60,Dimensional,Failed
QC-00014697,PROD-00245064,2025-11-16,EMP-00365,2381,75,Dimensional,Passed
QC-00014698,PROD-00087389,2025-02-19,EMP-00493,1639,83,Assembly,Failed
QC-00014699,PROD-00026144,2024-10-15,EMP-00347,1645,67,Assembly,Passed
QC-00014700,PROD-00206238,2024-11-21,EMP-00099,1225,26,Surface,Passed
QC-00014701,PROD-00077045,2025-06-15,EMP-00407,2999,292,None,Failed
QC-00014702,PROD-00008780,2026-02-13,EMP-00180,1009,100,Material,Failed
QC-00014703,PROD-00188268,2026-01-08,EMP-00223,1658,60,Dimensional,Passed
QC-00014704,PROD-00008674,2026-03-14,EMP-00493,1471,23,Assembly,Passed
QC-00014705,PROD-00065927,2025-06-18,EMP-00251,2375,40,Assembly,Passed
QC-00014706,PROD-00261231,2026-03-13,EMP-00401,2245,178,Dimensional,Failed
QC-00014707,PROD-00053697,2025-02-03,EMP-00404,2299,188,Dimensional,Failed
QC-00014708,PROD-00153106,2026-03-13,EMP-00323,770,68,None,Failed
QC-00014709,PROD-00242754,2025-10-29,EMP-00334,1819,76,Material,Passed
QC-00014710,PROD-00116690,2025-07-22,EMP-00483,2441,5,None,Passed
QC-00014711,PROD-00271716,2026-04-10,EMP-00325,1499,122,Material,Failed
QC-00014712,PROD-00008384,2025-09-15,EMP-00206,982,34,None,Passed
QC-00014713,PROD-00098567,2025-10-09,EMP-00128,2877,244,None,Failed
QC-00014714,PROD-00029225,2025-10-31,EMP-00332,778,0,Assembly,Passed
QC-00014715,PROD-00258577,2026-05-18,EMP-00013,2790,116,Material,Passed
QC-00014716,PROD-00077509,2024-11-15,EMP-00280,675,40,Surface,Failed
QC-00014717,PROD-00151844,2025-05-30,EMP-00221,2077,94,Surface,Passed
QC-00014718,PROD-00034017,2025-12-19,EMP-00493,1491,23,Surface,Passed
QC-00014719,PROD-00166616,2025-08-11,EMP-00107,1745,123,Dimensional,Failed
QC-00014720,PROD-00223425,2025-05-07,EMP-00131,1489,99,Dimensional,Failed
QC-00014721,PROD-00186971,2025-10-15,EMP-00421,1299,58,Surface,Passed
QC-00014722,PROD-00160758,2025-07-17,EMP-00059,1948,76,None,Passed
QC-00014723,PROD-00064249,2026-03-25,EMP-00222,1370,80,None,Failed
QC-00014724,PROD-00216140,2024-12-28,EMP-00116,1983,49,Surface,Passed
QC-00014725,PROD-00029228,2024-10-16,EMP-00046,1151,3,Dimensional,Passed
QC-00014726,PROD-00132651,2025-02-28,EMP-00321,1113,16,Dimensional,Passed
QC-00014727,PROD-00112640,2024-10-27,EMP-00074,2097,189,Dimensional,Failed
QC-00014728,PROD-00143371,2026-02-28,EMP-00073,1373,91,Material,Failed
QC-00014729,PROD-00197101,2025-11-12,EMP-00079,864,35,None,Passed
QC-00014730,PROD-00240170,2026-07-11,EMP-00228,2402,57,Assembly,Passed
QC-00014731,PROD-00208072,2025-12-28,EMP-00184,1091,56,Material,Failed
QC-00014732,PROD-00162752,2024-10-09,EMP-00302,1192,36,None,Passed
QC-00014733,PROD-00087203,2025-10-29,EMP-00119,2389,196,Surface,Failed
QC-00014734,PROD-00084236,2024-11-25,EMP-00233,658,14,Assembly,Passed
QC-00014735,PROD-00120407,2024-08-26,EMP-00488,1548,107,Assembly,Failed
QC-00014736,PROD-00032407,2025-11-20,EMP-00081,2522,24,Dimensional,Passed
QC-00014737,PROD-00280551,2024-09-20,EMP-00046,1982,105,None,Failed
QC-00014738,PROD-00018648,2026-05-02,EMP-00327,1538,92,Assembly,Failed
QC-00014739,PROD-00205358,2025-03-31,EMP-00032,2765,242,Assembly,Failed
QC-00014740,PROD-00154089,2026-05-24,EMP-00424,897,46,Assembly,Failed
QC-00014741,PROD-00241230,2025-10-30,EMP-00103,2066,49,Material,Passed
QC-00014742,PROD-00144018,2025-10-22,EMP-00113,813,33,Assembly,Passed
QC-00014743,PROD-00173834,2024-12-16,EMP-00450,1819,156,None,Failed
QC-00014744,PROD-00092674,2025-02-01,EMP-00333,1557,31,Surface,Passed
QC-00014745,PROD-00187133,2026-03-13,EMP-00386,2184,75,Dimensional,Passed
QC-00014746,PROD-00297231,2025-07-12,EMP-00207,881,43,None,Passed
QC-00014747,PROD-00124236,2024-11-11,EMP-00337,1391,89,Surface,Failed
QC-00014748,PROD-00252194,2026-06-21,EMP-00250,2737,43,Material,Passed
QC-00014749,PROD-00133066,2025-11-13,EMP-00118,1506,12,Material,Passed
QC-00014750,PROD-00024897,2025-06-10,EMP-00082,1136,1,Dimensional,Passed
QC-00014751,PROD-00175905,2025-11-13,EMP-00077,1670,60,Dimensional,Passed
QC-00014752,PROD-00103926,2024-12-19,EMP-00297,559,9,Dimensional,Passed
QC-00014753,PROD-00255560,2024-10-21,EMP-00074,1313,111,Surface,Failed
QC-00014754,PROD-00168353,2026-01-07,EMP-00220,927,20,None,Passed
QC-00014755,PROD-00081038,2025-01-15,EMP-00237,1493,16,Assembly,Passed
QC-00014756,PROD-00080474,2026-03-15,EMP-00051,1944,109,Assembly,Failed
QC-00014757,PROD-00280499,2026-06-21,EMP-00352,1683,73,Surface,Passed
QC-00014758,PROD-00226893,2025-11-28,EMP-00329,2798,121,None,Passed
QC-00014759,PROD-00113910,2024-12-10,EMP-00235,2271,94,Assembly,Passed
QC-00014760,PROD-00243158,2025-10-05,EMP-00139,1528,120,Dimensional,Failed
QC-00014761,PROD-00215784,2026-04-03,EMP-00336,1359,65,Surface,Passed
QC-00014762,PROD-00009703,2024-09-17,EMP-00133,2626,5,Surface,Passed
QC-00014763,PROD-00065018,2026-05-24,EMP-00283,1427,30,Assembly,Passed
QC-00014764,PROD-00010322,2026-06-22,EMP-00415,1458,127,Surface,Failed
QC-00014765,PROD-00228702,2026-04-26,EMP-00160,753,18,Dimensional,Passed
QC-00014766,PROD-00070483,2024-11-06,EMP-00104,2718,120,Dimensional,Passed
QC-00014767,PROD-00236287,2025-09-08,EMP-00480,2249,73,None,Passed
QC-00014768,PROD-00189488,2025-04-16,EMP-00316,1121,64,Material,Failed
QC-00014769,PROD-00273774,2024-09-16,EMP-00475,2925,165,Surface,Failed
QC-00014770,PROD-00051960,2026-03-22,EMP-00245,773,53,Material,Failed
QC-00014771,PROD-00004604,2026-08-19,EMP-00086,2899,12,Surface,Passed
QC-00014772,PROD-00184075,2025-12-29,EMP-00263,1644,38,Surface,Passed
QC-00014773,PROD-00043790,2025-12-06,EMP-00158,1275,51,Material,Passed
QC-00014774,PROD-00229100,2025-08-31,EMP-00196,1508,104,Surface,Failed
QC-00014775,PROD-00000329,2026-03-08,EMP-00112,2582,136,Dimensional,Failed
QC-00014776,PROD-00088523,2026-08-15,EMP-00042,851,56,Dimensional,Failed
QC-00014777,PROD-00057139,2025-02-27,EMP-00152,858,37,Material,Passed
QC-00014778,PROD-00055810,2025-09-18,EMP-00077,2421,80,Surface,Passed
QC-00014779,PROD-00062260,2024-11-29,EMP-00238,2288,117,Material,Failed
QC-00014780,PROD-00095061,2026-01-26,EMP-00372,2776,66,Assembly,Passed
QC-00014781,PROD-00231876,2025-08-15,EMP-00264,906,28,Assembly,Passed
QC-00014782,PROD-00119106,2024-11-03,EMP-00223,2315,27,Material,Passed
QC-00014783,PROD-00207529,2025-04-07,EMP-00255,2112,122,Dimensional,Failed
QC-00014784,PROD-00289736,2026-08-01,EMP-00492,2160,11,Dimensional,Passed
QC-00014785,PROD-00004105,2025-12-15,EMP-00326,2761,74,None,Passed
QC-00014786,PROD-00199041,2024-11-16,EMP-00283,1189,37,Material,Passed
QC-00014787,PROD-00200095,2025-03-07,EMP-00464,1007,84,Dimensional,Failed
QC-00014788,PROD-00023194,2026-05-05,EMP-00484,2502,48,None,Passed
QC-00014789,PROD-00069438,2026-01-14,EMP-00458,2901,247,None,Failed
QC-00014790,PROD-00239481,2025-11-14,EMP-00482,2312,95,Dimensional,Passed
QC-00014791,PROD-00286072,2025-06-01,EMP-00031,1954,95,None,Passed
QC-00014792,PROD-00226208,2025-09-13,EMP-00156,1360,58,Surface,Passed
QC-00014793,PROD-00204787,2026-05-12,EMP-00085,2857,256,Surface,Failed
QC-00014794,PROD-00259483,2026-01-29,EMP-00409,2235,73,Material,Passed
QC-00014795,PROD-00136927,2025-08-16,EMP-00054,939,89,Assembly,Failed
QC-00014796,PROD-00277467,2025-11-15,EMP-00115,892,81,Dimensional,Failed
QC-00014797,PROD-00126559,2025-07-03,EMP-00184,1721,92,Dimensional,Failed
QC-00014798,PROD-00148992,2025-03-18,EMP-00197,2031,60,Dimensional,Passed
QC-00014799,PROD-00087636,2025-07-25,EMP-00337,2858,114,Material,Passed
QC-00014800,PROD-00034479,2025-02-05,EMP-00442,650,49,Material,Failed
QC-00014801,PROD-00133601,2026-03-02,EMP-00432,640,47,Material,Failed
QC-00014802,PROD-00147965,2026-02-04,EMP-00317,2203,170,Material,Failed
QC-00014803,PROD-00047465,2025-06-14,EMP-00128,1298,64,Material,Passed
QC-00014804,PROD-00275698,2025-06-24,EMP-00355,1630,52,None,Passed
QC-00014805,PROD-00201003,2025-11-10,EMP-00287,1446,76,Surface,Failed
QC-00014806,PROD-00160580,2025-01-17,EMP-00049,1184,22,None,Passed
QC-00014807,PROD-00171445,2025-12-18,EMP-00425,1740,1,Assembly,Passed
QC-00014808,PROD-00298444,2024-11-23,EMP-00019,2740,230,Dimensional,Failed
QC-00014809,PROD-00054153,2026-02-03,EMP-00007,2318,164,Assembly,Failed
QC-00014810,PROD-00253098,2026-04-18,EMP-00150,1000,14,Surface,Passed
QC-00014811,PROD-00193099,2025-09-27,EMP-00416,1785,83,None,Passed
QC-00014812,PROD-00096798,2026-07-14,EMP-00472,2005,120,Material,Failed
QC-00014813,PROD-00265728,2026-01-05,EMP-00133,1655,109,None,Failed
QC-00014814,PROD-00191830,2026-03-15,EMP-00255,880,3,Assembly,Passed
QC-00014815,PROD-00191595,2026-04-29,EMP-00301,1016,27,Surface,Passed
QC-00014816,PROD-00158270,2026-05-07,EMP-00199,620,28,None,Passed
QC-00014817,PROD-00240000,2025-04-11,EMP-00070,1979,12,Material,Passed
QC-00014818,PROD-00140951,2025-02-15,EMP-00011,2197,173,Surface,Failed
QC-00014819,PROD-00253772,2024-09-22,EMP-00140,2158,100,Material,Passed
QC-00014820,PROD-00170704,2025-01-26,EMP-00402,2630,209,Material,Failed
QC-00014821,PROD-00218280,2024-10-06,EMP-00219,764,63,Dimensional,Failed
QC-00014822,PROD-00106004,2025-01-08,EMP-00023,2267,11,Material,Passed
QC-00014823,PROD-00035776,2024-09-16,EMP-00432,1894,115,None,Failed
QC-00014824,PROD-00181723,2025-12-30,EMP-00035,1749,44,Surface,Passed
QC-00014825,PROD-00088081,2026-04-14,EMP-00114,2414,160,Surface,Failed
QC-00014826,PROD-00156600,2026-06-21,EMP-00155,2982,118,None,Passed
QC-00014827,PROD-00114477,2025-09-19,EMP-00397,853,15,Assembly,Passed
QC-00014828,PROD-00033838,2025-03-10,EMP-00308,2924,18,Dimensional,Passed
QC-00014829,PROD-00239061,2026-03-20,EMP-00406,1072,24,Surface,Passed
QC-00014830,PROD-00013776,2025-01-16,EMP-00405,2903,283,Surface,Failed
QC-00014831,PROD-00035912,2025-12-10,EMP-00174,1772,41,Surface,Passed
QC-00014832,PROD-00210434,2024-10-12,EMP-00093,2211,219,Assembly,Failed
QC-00014833,PROD-00265371,2026-06-03,EMP-00071,1903,75,Dimensional,Passed
QC-00014834,PROD-00294163,2024-11-18,EMP-00470,2588,26,Material,Passed
QC-00014835,PROD-00296734,2025-03-24,EMP-00114,1899,11,Dimensional,Passed
QC-00014836,PROD-00017769,2024-09-22,EMP-00247,2952,227,Dimensional,Failed
QC-00014837,PROD-00020730,2025-07-11,EMP-00071,624,2,Material,Passed
QC-00014838,PROD-00277305,2025-08-18,EMP-00230,1682,90,Assembly,Failed
QC-00014839,PROD-00062132,2026-02-11,EMP-00140,2245,53,None,Passed
QC-00014840,PROD-00259787,2025-05-09,EMP-00257,2169,22,Assembly,Passed
QC-00014841,PROD-00169880,2025-06-06,EMP-00444,568,9,Surface,Passed
QC-00014842,PROD-00000513,2025-10-25,EMP-00160,1851,64,Material,Passed
QC-00014843,PROD-00201749,2024-12-18,EMP-00036,2827,178,Dimensional,Failed
QC-00014844,PROD-00230911,2026-03-29,EMP-00337,893,57,Surface,Failed
QC-00014845,PROD-00199637,2025-10-29,EMP-00414,2515,129,Surface,Failed
QC-00014846,PROD-00173515,2026-05-23,EMP-00234,1713,162,Material,Failed
QC-00014847,PROD-00245292,2026-05-22,EMP-00496,1802,95,Assembly,Failed
QC-00014848,PROD-00176572,2025-02-19,EMP-00072,1934,84,Material,Passed
QC-00014849,PROD-00040922,2025-04-02,EMP-00421,948,15,Material,Passed
QC-00014850,PROD-00100113,2026-02-02,EMP-00412,563,49,Surface,Failed
QC-00014851,PROD-00075454,2026-05-14,EMP-00012,769,65,Surface,Failed
QC-00014852,PROD-00175372,2026-04-23,EMP-00304,2239,93,None,Passed
QC-00014853,PROD-00230316,2026-08-02,EMP-00485,524,42,None,Failed
QC-00014854,PROD-00178763,2026-04-06,EMP-00412,2220,124,Surface,Failed
QC-00014855,PROD-00246574,2026-01-14,EMP-00268,1742,8,Material,Passed
QC-00014856,PROD-00117462,2026-07-13,EMP-00271,1629,112,None,Failed
QC-00014857,PROD-00045764,2026-08-06,EMP-00270,2443,21,Material,Passed
QC-00014858,PROD-00078979,2026-05-02,EMP-00326,2896,124,None,Passed
QC-00014859,PROD-00243581,2026-08-06,EMP-00010,2349,77,Material,Passed
QC-00014860,PROD-00271990,2025-08-28,EMP-00036,2410,125,Dimensional,Failed
QC-00014861,PROD-00020957,2026-06-21,EMP-00325,1539,46,Surface,Passed
QC-00014862,PROD-00246903,2025-07-27,EMP-00328,1707,73,Assembly,Passed
QC-00014863,PROD-00153597,2024-11-15,EMP-00055,1680,163,Assembly,Failed
QC-00014864,PROD-00092512,2025-07-18,EMP-00274,2928,239,None,Failed
QC-00014865,PROD-00232774,2025-06-22,EMP-00076,1708,125,None,Failed
QC-00014866,PROD-00219617,2024-10-03,EMP-00082,2253,155,None,Failed
QC-00014867,PROD-00175454,2026-08-13,EMP-00018,895,32,Surface,Passed
QC-00014868,PROD-00173230,2026-01-12,EMP-00275,1547,101,Assembly,Failed
QC-00014869,PROD-00194671,2026-06-29,EMP-00083,873,40,Assembly,Passed
QC-00014870,PROD-00297855,2026-06-26,EMP-00304,888,87,Surface,Failed
QC-00014871,PROD-00036300,2025-05-06,EMP-00250,1316,26,None,Passed
QC-00014872,PROD-00217035,2026-08-25,EMP-00358,2715,270,Surface,Failed
QC-00014873,PROD-00149749,2025-04-19,EMP-00470,2708,207,Material,Failed
QC-00014874,PROD-00100042,2025-06-09,EMP-00293,1418,16,Assembly,Passed
QC-00014875,PROD-00112094,2025-04-24,EMP-00034,2481,202,Assembly,Failed
QC-00014876,PROD-00025585,2025-09-13,EMP-00222,1044,92,Material,Failed
QC-00014877,PROD-00162238,2025-03-18,EMP-00143,2097,100,Dimensional,Passed
QC-00014878,PROD-00039680,2026-02-16,EMP-00239,948,57,Assembly,Failed
QC-00014879,PROD-00159486,2025-03-20,EMP-00303,1869,17,Material,Passed
QC-00014880,PROD-00165761,2025-10-30,EMP-00392,2274,133,Material,Failed
QC-00014881,PROD-00193842,2026-04-04,EMP-00306,2144,19,Assembly,Passed
QC-00014882,PROD-00232389,2025-12-27,EMP-00232,1556,119,Surface,Failed
QC-00014883,PROD-00177547,2026-04-27,EMP-00158,2113,130,None,Failed
QC-00014884,PROD-00065630,2026-04-01,EMP-00249,1508,76,Dimensional,Failed
QC-00014885,PROD-00067337,2025-09-08,EMP-00492,1942,80,Assembly,Passed
QC-00014886,PROD-00212152,2025-10-02,EMP-00396,2242,172,Dimensional,Failed
QC-00014887,PROD-00210578,2026-07-29,EMP-00129,2293,220,Material,Failed
QC-00014888,PROD-00253293,2026-03-15,EMP-00370,980,47,Surface,Passed
QC-00014889,PROD-00043652,2025-04-29,EMP-00455,2114,169,Assembly,Failed
QC-00014890,PROD-00008009,2025-01-02,EMP-00190,2069,40,Surface,Passed
QC-00014891,PROD-00271641,2025-12-26,EMP-00117,2648,33,Material,Passed
QC-00014892,PROD-00198311,2026-03-28,EMP-00036,2902,25,Surface,Passed
QC-00014893,PROD-00113362,2026-01-26,EMP-00404,967,27,Dimensional,Passed
QC-00014894,PROD-00105064,2025-02-09,EMP-00135,2303,226,None,Failed
QC-00014895,PROD-00045209,2025-06-20,EMP-00037,1373,107,Surface,Failed
QC-00014896,PROD-00004417,2025-07-28,EMP-00179,2299,180,Surface,Failed
QC-00014897,PROD-00058678,2026-04-26,EMP-00295,2914,265,Surface,Failed
QC-00014898,PROD-00165440,2026-06-19,EMP-00268,2251,103,Material,Passed
QC-00014899,PROD-00227364,2026-08-04,EMP-00326,2751,218,None,Failed
QC-00014900,PROD-00184849,2025-04-18,EMP-00306,2708,26,Assembly,Passed
