movement_id,movement_date,material_id,warehouse,movement_type,quantity
INV-00011578,2026-02-17,MAT-010,WH-003,Purchase,1408
INV-00011579,2026-08-11,MAT-006,WH-003,Purchase,2905
INV-00011580,2026-05-26,MAT-007,WH-001,Return,3278
INV-00011581,2025-12-13,MAT-001,WH-002,Production Consumption,2975
INV-00011582,2024-10-09,MAT-001,WH-001,Adjustment,2498
INV-00011583,2025-12-21,MAT-010,WH-003,Sales,394
INV-00011584,2026-01-27,MAT-007,WH-003,Sales,3262
INV-00011585,2025-01-22,MAT-001,WH-001,Production Consumption,2454
INV-00011586,2025-09-06,MAT-002,WH-002,Sales,4268
INV-00011587,2025-07-06,MAT-004,WH-002,Adjustment,1271
INV-00011588,2024-09-10,MAT-006,WH-003,Adjustment,2112
INV-00011589,2025-01-06,MAT-008,WH-002,Purchase,2457
INV-00011590,2026-08-14,MAT-003,WH-002,Purchase,3357
INV-00011591,2026-04-17,MAT-001,WH-001,Sales,1586
INV-00011592,2025-04-11,MAT-002,WH-001,Sales,4172
INV-00011593,2024-10-12,MAT-003,WH-003,Sales,200
INV-00011594,2024-11-20,MAT-006,WH-001,Adjustment,3665
INV-00011595,2025-09-06,MAT-005,WH-001,Adjustment,2997
INV-00011596,2025-02-14,MAT-001,WH-002,Purchase,4498
INV-00011597,2026-01-16,MAT-008,WH-001,Production Consumption,2610
INV-00011598,2025-12-18,MAT-006,WH-003,Production Consumption,679
INV-00011599,2025-07-04,MAT-004,WH-002,Adjustment,1864
INV-00011600,2026-04-23,MAT-009,WH-002,Production Consumption,1093
INV-00011601,2026-06-08,MAT-004,WH-003,Return,430
INV-00011602,2026-02-11,MAT-004,WH-003,Sales,4915
INV-00011603,2026-01-26,MAT-008,WH-003,Adjustment,4117
INV-00011604,2025-09-20,MAT-004,WH-001,Production Consumption,2006
INV-00011605,2026-08-25,MAT-002,WH-003,Production Consumption,768
INV-00011606,2026-05-15,MAT-004,WH-001,Sales,4831
INV-00011607,2025-06-15,MAT-002,WH-002,Production Consumption,3424
INV-00011608,2025-02-18,MAT-006,WH-003,Purchase,3601
INV-00011609,2025-09-18,MAT-001,WH-003,Return,3384
INV-00011610,2026-03-19,MAT-006,WH-003,Return,3585
INV-00011611,2026-01-24,MAT-006,WH-001,Production Consumption,1902
INV-00011612,2026-05-14,MAT-002,WH-003,Production Consumption,3931
INV-00011613,2025-10-17,MAT-001,WH-001,Production Consumption,1851
INV-00011614,2024-12-03,MAT-001,WH-002,Return,4462
INV-00011615,2024-10-15,MAT-010,WH-003,Return,1808
INV-00011616,2025-12-11,MAT-004,WH-002,Sales,2272
INV-00011617,2025-06-20,MAT-005,WH-001,Purchase,4188
INV-00011618,2025-05-25,MAT-005,WH-003,Purchase,24
INV-00011619,2025-12-13,MAT-004,WH-001,Production Consumption,4445
INV-00011620,2026-03-28,MAT-006,WH-002,Sales,904
INV-00011621,2026-01-11,MAT-001,WH-003,Purchase,1763
INV-00011622,2025-09-03,MAT-003,WH-002,Return,1663
INV-00011623,2025-01-19,MAT-008,WH-002,Adjustment,1488
INV-00011624,2026-03-24,MAT-004,WH-001,Purchase,3946
INV-00011625,2025-01-27,MAT-009,WH-003,Sales,4747
INV-00011626,2025-07-06,MAT-005,WH-003,Production Consumption,839
INV-00011627,2025-04-22,MAT-006,WH-001,Production Consumption,4828
INV-00011628,2025-08-11,MAT-004,WH-001,Return,2666
INV-00011629,2025-10-15,MAT-002,WH-002,Production Consumption,4163
INV-00011630,2024-09-14,MAT-005,WH-003,Adjustment,3861
INV-00011631,2025-06-26,MAT-004,WH-001,Return,3400
INV-00011632,2026-02-04,MAT-005,WH-003,Return,816
INV-00011633,2025-08-11,MAT-003,WH-001,Sales,2491
INV-00011634,2024-12-25,MAT-007,WH-001,Return,4192
INV-00011635,2025-07-16,MAT-001,WH-003,Return,1835
INV-00011636,2025-05-23,MAT-007,WH-001,Adjustment,2143
INV-00011637,2024-11-09,MAT-004,WH-001,Adjustment,2902
INV-00011638,2025-06-24,MAT-005,WH-001,Sales,3042
INV-00011639,2025-02-23,MAT-004,WH-003,Return,3932
INV-00011640,2025-07-24,MAT-003,WH-003,Purchase,2952
INV-00011641,2024-10-29,MAT-009,WH-002,Sales,173
INV-00011642,2024-10-17,MAT-009,WH-002,Production Consumption,3464
INV-00011643,2025-03-25,MAT-009,WH-003,Adjustment,2664
INV-00011644,2026-02-11,MAT-001,WH-002,Purchase,3363
INV-00011645,2025-02-09,MAT-008,WH-003,Return,2442
INV-00011646,2025-08-09,MAT-002,WH-003,Return,4063
INV-00011647,2026-06-11,MAT-001,WH-001,Return,351
INV-00011648,2026-06-13,MAT-003,WH-002,Purchase,4660
INV-00011649,2026-06-13,MAT-009,WH-001,Purchase,4212
INV-00011650,2025-01-24,MAT-010,WH-001,Adjustment,759
INV-00011651,2026-02-07,MAT-006,WH-001,Adjustment,1415
INV-00011652,2024-08-30,MAT-007,WH-001,Purchase,1982
INV-00011653,2026-05-24,MAT-006,WH-002,Purchase,2382
INV-00011654,2024-10-01,MAT-002,WH-003,Return,3018
INV-00011655,2026-08-20,MAT-004,WH-002,Production Consumption,1128
INV-00011656,2024-12-01,MAT-005,WH-003,Sales,1022
INV-00011657,2026-03-10,MAT-009,WH-001,Sales,2261
INV-00011658,2026-04-06,MAT-007,WH-001,Production Consumption,4242
INV-00011659,2025-03-06,MAT-001,WH-001,Production Consumption,3893
INV-00011660,2026-07-04,MAT-004,WH-001,Production Consumption,3381
INV-00011661,2026-08-07,MAT-005,WH-002,Production Consumption,2086
INV-00011662,2026-06-29,MAT-004,WH-002,Production Consumption,1438
INV-00011663,2026-07-22,MAT-003,WH-002,Adjustment,1563
INV-00011664,2026-04-09,MAT-008,WH-001,Production Consumption,4953
INV-00011665,2025-09-22,MAT-008,WH-003,Adjustment,1562
INV-00011666,2025-03-11,MAT-005,WH-002,Sales,1034
INV-00011667,2026-07-06,MAT-009,WH-002,Adjustment,47
INV-00011668,2025-01-16,MAT-009,WH-003,Purchase,2056
INV-00011669,2026-06-29,MAT-009,WH-003,Purchase,4142
INV-00011670,2026-08-19,MAT-006,WH-002,Purchase,2058
INV-00011671,2024-12-21,MAT-008,WH-001,Sales,2334
INV-00011672,2025-12-20,MAT-007,WH-003,Adjustment,3705
INV-00011673,2024-09-07,MAT-002,WH-002,Sales,4293
INV-00011674,2025-07-15,MAT-001,WH-002,Sales,3264
INV-00011675,2025-04-17,MAT-006,WH-001,Return,868
INV-00011676,2024-10-21,MAT-010,WH-003,Return,769
INV-00011677,2026-01-23,MAT-008,WH-002,Purchase,3329
INV-00011678,2024-09-16,MAT-005,WH-002,Sales,3879
INV-00011679,2026-05-12,MAT-008,WH-001,Return,3292
INV-00011680,2025-10-09,MAT-001,WH-003,Adjustment,1848
INV-00011681,2024-11-18,MAT-006,WH-001,Adjustment,232
INV-00011682,2025-09-08,MAT-001,WH-001,Purchase,4140
INV-00011683,2025-08-04,MAT-010,WH-001,Purchase,1343
INV-00011684,2025-04-08,MAT-002,WH-002,Adjustment,4273
INV-00011685,2026-03-10,MAT-001,WH-002,Adjustment,664
INV-00011686,2024-11-30,MAT-010,WH-003,Return,531
INV-00011687,2025-08-20,MAT-003,WH-001,Return,3653
INV-00011688,2025-08-11,MAT-008,WH-003,Purchase,4415
INV-00011689,2026-04-09,MAT-010,WH-003,Production Consumption,2104
INV-00011690,2025-12-10,MAT-008,WH-001,Sales,1550
INV-00011691,2024-08-28,MAT-007,WH-002,Sales,261
INV-00011692,2026-04-11,MAT-008,WH-002,Adjustment,3782
INV-00011693,2025-02-07,MAT-001,WH-001,Sales,433
INV-00011694,2026-07-25,MAT-002,WH-001,Adjustment,4107
INV-00011695,2026-08-18,MAT-002,WH-002,Return,972
INV-00011696,2026-04-03,MAT-006,WH-001,Production Consumption,1056
INV-00011697,2025-07-18,MAT-008,WH-002,Sales,4923
INV-00011698,2025-03-23,MAT-009,WH-003,Production Consumption,3575
INV-00011699,2025-12-04,MAT-009,WH-001,Production Consumption,2802
INV-00011700,2026-02-21,MAT-009,WH-003,Adjustment,519
INV-00011701,2026-07-19,MAT-003,WH-001,Sales,1234
INV-00011702,2025-11-05,MAT-002,WH-003,Adjustment,2202
INV-00011703,2024-11-14,MAT-006,WH-002,Sales,2540
INV-00011704,2025-12-06,MAT-004,WH-003,Purchase,1131
INV-00011705,2025-05-11,MAT-008,WH-003,Sales,4573
INV-00011706,2026-03-03,MAT-008,WH-001,Adjustment,2245
INV-00011707,2025-04-28,MAT-003,WH-001,Adjustment,4229
INV-00011708,2026-04-18,MAT-008,WH-003,Production Consumption,1395
INV-00011709,2024-11-02,MAT-003,WH-002,Sales,4952
INV-00011710,2026-04-24,MAT-009,WH-002,Return,3819
INV-00011711,2026-01-08,MAT-006,WH-003,Adjustment,285
INV-00011712,2025-01-13,MAT-004,WH-003,Return,1480
INV-00011713,2025-04-10,MAT-010,WH-002,Return,2760
INV-00011714,2025-05-30,MAT-002,WH-001,Adjustment,2715
INV-00011715,2025-11-13,MAT-003,WH-003,Sales,340
INV-00011716,2025-05-04,MAT-008,WH-001,Production Consumption,4678
INV-00011717,2026-05-10,MAT-010,WH-002,Production Consumption,4722
INV-00011718,2025-02-08,MAT-006,WH-002,Production Consumption,3638
INV-00011719,2026-04-11,MAT-006,WH-002,Production Consumption,839
INV-00011720,2024-12-11,MAT-004,WH-003,Production Consumption,436
INV-00011721,2026-05-23,MAT-003,WH-001,Sales,311
INV-00011722,2026-06-23,MAT-007,WH-003,Purchase,3167
INV-00011723,2025-01-29,MAT-001,WH-002,Sales,1158
INV-00011724,2024-12-01,MAT-006,WH-003,Production Consumption,1521
INV-00011725,2025-11-24,MAT-006,WH-002,Purchase,2791
INV-00011726,2025-06-04,MAT-002,WH-002,Purchase,3905
INV-00011727,2025-05-24,MAT-001,WH-002,Sales,4477
INV-00011728,2025-05-21,MAT-001,WH-003,Adjustment,4233
INV-00011729,2024-09-15,MAT-008,WH-001,Sales,3671
INV-00011730,2024-11-27,MAT-003,WH-001,Sales,3456
INV-00011731,2024-09-02,MAT-008,WH-002,Purchase,275
INV-00011732,2024-12-13,MAT-003,WH-003,Production Consumption,4498
INV-00011733,2024-09-05,MAT-003,WH-003,Production Consumption,2712
INV-00011734,2025-04-21,MAT-001,WH-002,Production Consumption,4639
INV-00011735,2026-08-02,MAT-004,WH-003,Production Consumption,1320
INV-00011736,2025-04-06,MAT-004,WH-002,Sales,456
INV-00011737,2025-07-09,MAT-010,WH-003,Sales,2349
INV-00011738,2026-04-29,MAT-005,WH-001,Return,2274
INV-00011739,2025-10-06,MAT-009,WH-002,Production Consumption,4911
INV-00011740,2025-04-29,MAT-006,WH-002,Adjustment,322
INV-00011741,2026-06-27,MAT-006,WH-003,Sales,4636
INV-00011742,2026-06-06,MAT-004,WH-002,Sales,1989
INV-00011743,2025-07-01,MAT-001,WH-001,Production Consumption,306
INV-00011744,2024-09-01,MAT-007,WH-003,Return,3728
INV-00011745,2026-03-20,MAT-004,WH-001,Sales,4130
INV-00011746,2026-03-29,MAT-006,WH-003,Sales,2422
INV-00011747,2025-05-24,MAT-006,WH-001,Purchase,1988
INV-00011748,2026-03-09,MAT-010,WH-003,Sales,3725
INV-00011749,2025-05-06,MAT-005,WH-001,Production Consumption,4075
INV-00011750,2025-04-19,MAT-004,WH-001,Adjustment,3858
INV-00011751,2025-11-12,MAT-008,WH-003,Production Consumption,1342
INV-00011752,2025-06-21,MAT-002,WH-003,Purchase,2882
INV-00011753,2026-03-03,MAT-010,WH-003,Production Consumption,3785
INV-00011754,2025-04-23,MAT-008,WH-003,Return,1968
INV-00011755,2024-10-24,MAT-009,WH-001,Adjustment,2585
INV-00011756,2025-08-23,MAT-002,WH-003,Return,4845
INV-00011757,2026-04-29,MAT-008,WH-001,Adjustment,253
INV-00011758,2025-01-23,MAT-008,WH-001,Purchase,2756
INV-00011759,2025-05-10,MAT-002,WH-001,Return,1040
INV-00011760,2025-08-21,MAT-006,WH-001,Purchase,2383
INV-00011761,2026-03-10,MAT-005,WH-003,Sales,190
INV-00011762,2026-03-31,MAT-009,WH-003,Purchase,4339
INV-00011763,2025-04-16,MAT-004,WH-001,Return,2058
INV-00011764,2025-05-31,MAT-005,WH-003,Production Consumption,2220
INV-00011765,2026-02-18,MAT-009,WH-002,Purchase,2523
INV-00011766,2025-12-26,MAT-002,WH-003,Adjustment,3715
INV-00011767,2025-01-13,MAT-004,WH-003,Production Consumption,271
INV-00011768,2026-01-22,MAT-003,WH-003,Production Consumption,1019
INV-00011769,2025-11-20,MAT-008,WH-003,Adjustment,3261
INV-00011770,2025-11-13,MAT-001,WH-002,Production Consumption,211
INV-00011771,2025-08-17,MAT-008,WH-003,Return,3188
INV-00011772,2025-05-02,MAT-007,WH-003,Return,1698
INV-00011773,2025-10-18,MAT-001,WH-001,Sales,4020
INV-00011774,2025-06-13,MAT-006,WH-001,Sales,3145
INV-00011775,2024-11-01,MAT-006,WH-002,Purchase,4665
INV-00011776,2026-04-03,MAT-005,WH-001,Return,4676
INV-00011777,2024-09-28,MAT-002,WH-002,Adjustment,3614
INV-00011778,2025-05-14,MAT-007,WH-003,Sales,3288
INV-00011779,2025-11-20,MAT-008,WH-003,Return,435
INV-00011780,2026-04-10,MAT-008,WH-001,Sales,151
INV-00011781,2025-08-16,MAT-006,WH-001,Production Consumption,370
INV-00011782,2024-12-22,MAT-006,WH-003,Purchase,4314
INV-00011783,2026-08-15,MAT-010,WH-003,Adjustment,2587
INV-00011784,2025-11-04,MAT-005,WH-001,Purchase,3020
INV-00011785,2025-04-16,MAT-006,WH-003,Adjustment,3163
INV-00011786,2025-12-20,MAT-010,WH-003,Purchase,1575
INV-00011787,2026-07-18,MAT-001,WH-001,Adjustment,1095
INV-00011788,2025-03-28,MAT-001,WH-002,Adjustment,3816
INV-00011789,2025-08-20,MAT-008,WH-002,Adjustment,4082
INV-00011790,2025-01-08,MAT-004,WH-002,Return,4256
INV-00011791,2025-01-31,MAT-004,WH-002,Production Consumption,2804
INV-00011792,2024-12-07,MAT-010,WH-001,Sales,3986
INV-00011793,2025-09-11,MAT-003,WH-003,Adjustment,2323
INV-00011794,2025-02-15,MAT-004,WH-002,Adjustment,2591
INV-00011795,2025-02-18,MAT-003,WH-002,Purchase,2706
INV-00011796,2025-08-22,MAT-007,WH-001,Purchase,2800
INV-00011797,2026-07-11,MAT-005,WH-003,Purchase,3020
INV-00011798,2025-10-11,MAT-004,WH-001,Adjustment,617
INV-00011799,2026-01-05,MAT-007,WH-002,Purchase,2661
INV-00011800,2025-01-05,MAT-009,WH-002,Purchase,1799
INV-00011801,2025-06-03,MAT-009,WH-001,Adjustment,1071
INV-00011802,2025-07-26,MAT-005,WH-002,Production Consumption,2152
INV-00011803,2024-11-01,MAT-002,WH-001,Sales,4665
INV-00011804,2025-07-15,MAT-007,WH-001,Return,4453
INV-00011805,2026-07-11,MAT-006,WH-002,Adjustment,3760
INV-00011806,2026-04-09,MAT-006,WH-003,Purchase,3511
INV-00011807,2025-07-04,MAT-004,WH-001,Adjustment,2129
INV-00011808,2025-08-28,MAT-006,WH-003,Return,4318
INV-00011809,2024-12-24,MAT-010,WH-002,Return,190
INV-00011810,2024-10-20,MAT-001,WH-001,Sales,2078
INV-00011811,2025-04-09,MAT-002,WH-003,Adjustment,1410
INV-00011812,2025-10-02,MAT-008,WH-001,Purchase,3774
INV-00011813,2026-08-21,MAT-006,WH-002,Adjustment,3646
INV-00011814,2025-02-20,MAT-004,WH-002,Purchase,3993
INV-00011815,2026-04-16,MAT-009,WH-001,Adjustment,4679
INV-00011816,2024-10-20,MAT-006,WH-001,Adjustment,598
INV-00011817,2025-01-02,MAT-002,WH-002,Production Consumption,752
INV-00011818,2025-07-14,MAT-009,WH-001,Sales,1929
INV-00011819,2025-04-19,MAT-003,WH-002,Production Consumption,1361
INV-00011820,2025-03-05,MAT-003,WH-002,Adjustment,4014
INV-00011821,2024-11-23,MAT-004,WH-002,Adjustment,2437
INV-00011822,2025-12-23,MAT-009,WH-003,Sales,648
INV-00011823,2025-03-15,MAT-006,WH-003,Purchase,31
INV-00011824,2025-10-06,MAT-002,WH-001,Production Consumption,4825
INV-00011825,2025-09-01,MAT-002,WH-003,Purchase,1682
INV-00011826,2025-08-12,MAT-005,WH-003,Purchase,2114
INV-00011827,2025-02-09,MAT-009,WH-003,Return,2423
INV-00011828,2025-07-10,MAT-003,WH-001,Production Consumption,2894
INV-00011829,2026-02-09,MAT-001,WH-001,Adjustment,4525
INV-00011830,2026-08-01,MAT-005,WH-002,Return,2187
INV-00011831,2025-08-12,MAT-007,WH-003,Adjustment,54
INV-00011832,2024-08-29,MAT-010,WH-003,Sales,4207
INV-00011833,2025-08-18,MAT-008,WH-001,Adjustment,3375
INV-00011834,2025-06-02,MAT-005,WH-001,Return,2470
INV-00011835,2024-10-16,MAT-002,WH-001,Adjustment,4308
INV-00011836,2026-03-17,MAT-002,WH-003,Return,2408
INV-00011837,2026-03-28,MAT-008,WH-001,Purchase,596
INV-00011838,2026-07-21,MAT-002,WH-003,Production Consumption,2191
INV-00011839,2024-11-19,MAT-002,WH-003,Return,114
INV-00011840,2025-01-24,MAT-001,WH-002,Production Consumption,4815
INV-00011841,2026-02-20,MAT-005,WH-001,Production Consumption,793
INV-00011842,2025-09-03,MAT-010,WH-003,Adjustment,57
INV-00011843,2025-10-23,MAT-006,WH-002,Sales,4693
INV-00011844,2024-12-12,MAT-006,WH-001,Sales,4340
INV-00011845,2026-05-20,MAT-007,WH-002,Purchase,2312
INV-00011846,2025-08-20,MAT-002,WH-001,Sales,192
INV-00011847,2025-11-01,MAT-001,WH-003,Production Consumption,4614
INV-00011848,2025-06-15,MAT-006,WH-001,Production Consumption,4818
INV-00011849,2025-06-13,MAT-009,WH-003,Purchase,4076
INV-00011850,2025-07-20,MAT-002,WH-003,Adjustment,4216
INV-00011851,2024-10-18,MAT-003,WH-003,Production Consumption,3143
INV-00011852,2026-04-12,MAT-001,WH-002,Purchase,2690
INV-00011853,2025-07-11,MAT-006,WH-003,Sales,3000
INV-00011854,2025-12-03,MAT-009,WH-003,Purchase,1476
INV-00011855,2024-11-29,MAT-001,WH-001,Production Consumption,4538
INV-00011856,2025-12-01,MAT-003,WH-001,Purchase,320
INV-00011857,2025-06-02,MAT-007,WH-001,Sales,1066
INV-00011858,2024-10-29,MAT-003,WH-002,Production Consumption,1030
INV-00011859,2025-01-07,MAT-003,WH-001,Return,1511
INV-00011860,2025-08-06,MAT-001,WH-003,Production Consumption,53
INV-00011861,2025-03-29,MAT-008,WH-001,Sales,3591
INV-00011862,2024-11-10,MAT-007,WH-002,Production Consumption,3241
INV-00011863,2025-05-08,MAT-008,WH-001,Sales,4263
INV-00011864,2025-03-10,MAT-003,WH-003,Adjustment,342
INV-00011865,2026-04-11,MAT-001,WH-001,Production Consumption,1744
INV-00011866,2026-01-10,MAT-001,WH-002,Adjustment,4530
INV-00011867,2025-10-31,MAT-001,WH-002,Return,17
INV-00011868,2026-04-21,MAT-010,WH-002,Purchase,1755
INV-00011869,2025-01-12,MAT-008,WH-001,Adjustment,3948
INV-00011870,2025-09-14,MAT-004,WH-001,Adjustment,4235
INV-00011871,2026-03-09,MAT-010,WH-001,Adjustment,2524
INV-00011872,2025-11-10,MAT-004,WH-001,Purchase,2619
INV-00011873,2025-05-26,MAT-003,WH-002,Production Consumption,2523
INV-00011874,2024-08-31,MAT-003,WH-001,Purchase,3505
INV-00011875,2026-07-26,MAT-010,WH-003,Production Consumption,1049
INV-00011876,2024-09-16,MAT-001,WH-002,Sales,514
INV-00011877,2024-12-03,MAT-001,WH-003,Return,3490
INV-00011878,2025-03-20,MAT-009,WH-002,Adjustment,4987
INV-00011879,2025-12-22,MAT-003,WH-003,Sales,2829
INV-00011880,2025-03-25,MAT-006,WH-001,Purchase,1801
INV-00011881,2026-04-30,MAT-006,WH-003,Sales,1966
INV-00011882,2026-07-18,MAT-002,WH-002,Return,1598
INV-00011883,2024-12-03,MAT-008,WH-001,Sales,2522
INV-00011884,2025-03-28,MAT-005,WH-002,Production Consumption,1078
INV-00011885,2026-02-03,MAT-006,WH-001,Sales,1190
INV-00011886,2026-01-25,MAT-003,WH-002,Return,924
INV-00011887,2025-11-14,MAT-010,WH-001,Return,2934
INV-00011888,2024-12-27,MAT-002,WH-002,Production Consumption,2058
INV-00011889,2025-07-15,MAT-006,WH-003,Purchase,3258
INV-00011890,2025-12-05,MAT-009,WH-002,Purchase,3820
INV-00011891,2024-11-03,MAT-001,WH-001,Purchase,4845
INV-00011892,2025-11-24,MAT-004,WH-001,Return,1592
INV-00011893,2025-10-07,MAT-002,WH-001,Return,4420
INV-00011894,2025-04-13,MAT-005,WH-002,Return,3143
INV-00011895,2025-05-19,MAT-008,WH-002,Adjustment,3696
INV-00011896,2025-07-08,MAT-004,WH-001,Purchase,2642
INV-00011897,2024-10-06,MAT-003,WH-003,Adjustment,978
INV-00011898,2026-08-15,MAT-007,WH-003,Purchase,4709
INV-00011899,2026-04-18,MAT-001,WH-001,Purchase,4893
INV-00011900,2025-04-16,MAT-005,WH-002,Adjustment,70
INV-00011901,2024-09-18,MAT-004,WH-002,Adjustment,1314
INV-00011902,2025-10-27,MAT-009,WH-003,Return,2366
INV-00011903,2024-08-31,MAT-003,WH-003,Return,2461
INV-00011904,2024-10-29,MAT-002,WH-003,Purchase,1936
INV-00011905,2024-09-04,MAT-008,WH-001,Production Consumption,1942
INV-00011906,2025-03-31,MAT-004,WH-003,Return,4053
INV-00011907,2025-02-08,MAT-004,WH-002,Adjustment,918
INV-00011908,2025-06-08,MAT-008,WH-002,Return,2933
INV-00011909,2025-09-24,MAT-009,WH-001,Production Consumption,4920
INV-00011910,2026-04-25,MAT-009,WH-003,Adjustment,1515
INV-00011911,2026-05-22,MAT-007,WH-001,Purchase,671
INV-00011912,2025-10-11,MAT-008,WH-002,Sales,2071
INV-00011913,2024-08-26,MAT-009,WH-003,Production Consumption,3346
INV-00011914,2025-10-13,MAT-001,WH-002,Purchase,3459
INV-00011915,2024-10-10,MAT-010,WH-002,Return,2829
INV-00011916,2025-06-05,MAT-003,WH-002,Purchase,4578
INV-00011917,2025-03-06,MAT-005,WH-001,Purchase,131
INV-00011918,2026-04-24,MAT-006,WH-003,Production Consumption,265
INV-00011919,2025-08-26,MAT-005,WH-001,Adjustment,152
INV-00011920,2025-07-04,MAT-001,WH-002,Production Consumption,61
INV-00011921,2026-04-11,MAT-002,WH-003,Production Consumption,3828
INV-00011922,2025-09-30,MAT-001,WH-001,Adjustment,3401
INV-00011923,2024-12-20,MAT-001,WH-002,Purchase,1393
INV-00011924,2026-08-16,MAT-004,WH-001,Purchase,2856
INV-00011925,2025-10-18,MAT-006,WH-001,Sales,2742
INV-00011926,2025-08-16,MAT-001,WH-003,Sales,123
INV-00011927,2025-01-17,MAT-007,WH-003,Return,2577
INV-00011928,2026-06-13,MAT-001,WH-003,Purchase,864
INV-00011929,2025-11-03,MAT-009,WH-001,Purchase,84
INV-00011930,2024-09-21,MAT-002,WH-003,Purchase,895
INV-00011931,2026-05-08,MAT-010,WH-001,Adjustment,4493
INV-00011932,2026-04-05,MAT-001,WH-001,Purchase,1279
INV-00011933,2026-08-10,MAT-008,WH-001,Purchase,3651
INV-00011934,2026-06-11,MAT-007,WH-001,Return,4921
INV-00011935,2024-08-28,MAT-003,WH-003,Purchase,56
INV-00011936,2025-02-15,MAT-001,WH-001,Adjustment,918
INV-00011937,2024-10-29,MAT-008,WH-003,Adjustment,48
INV-00011938,2025-03-24,MAT-006,WH-002,Production Consumption,1786
INV-00011939,2025-02-10,MAT-009,WH-003,Sales,4887
INV-00011940,2025-08-30,MAT-002,WH-002,Purchase,3428
INV-00011941,2025-11-07,MAT-003,WH-001,Adjustment,4820
INV-00011942,2026-07-27,MAT-003,WH-002,Adjustment,2075
INV-00011943,2025-07-24,MAT-008,WH-002,Return,2730
INV-00011944,2024-09-03,MAT-006,WH-001,Adjustment,4714
INV-00011945,2025-09-09,MAT-010,WH-001,Return,2830
INV-00011946,2025-02-16,MAT-003,WH-002,Purchase,2282
INV-00011947,2026-08-15,MAT-010,WH-001,Sales,1734
INV-00011948,2026-07-16,MAT-008,WH-001,Purchase,1826
INV-00011949,2025-09-29,MAT-005,WH-002,Sales,199
INV-00011950,2024-11-30,MAT-006,WH-002,Production Consumption,2019
INV-00011951,2025-06-09,MAT-006,WH-002,Return,4494
INV-00011952,2025-08-02,MAT-003,WH-002,Return,1612
INV-00011953,2025-06-21,MAT-005,WH-003,Adjustment,1674
INV-00011954,2026-03-02,MAT-003,WH-002,Purchase,3911
INV-00011955,2025-01-06,MAT-009,WH-001,Sales,350
INV-00011956,2026-04-01,MAT-002,WH-002,Purchase,3462
INV-00011957,2025-06-04,MAT-007,WH-003,Return,3694
INV-00011958,2025-10-29,MAT-001,WH-003,Adjustment,889
INV-00011959,2025-01-04,MAT-007,WH-001,Return,2506
INV-00011960,2025-06-18,MAT-003,WH-003,Sales,1587
INV-00011961,2025-04-18,MAT-004,WH-003,Adjustment,4951
INV-00011962,2025-06-14,MAT-003,WH-002,Return,3594
INV-00011963,2024-09-14,MAT-005,WH-002,Production Consumption,2279
INV-00011964,2025-02-28,MAT-003,WH-002,Sales,2030
INV-00011965,2026-02-05,MAT-007,WH-001,Return,4267
INV-00011966,2026-04-19,MAT-007,WH-002,Purchase,3889
INV-00011967,2025-07-25,MAT-010,WH-003,Adjustment,1519
INV-00011968,2025-08-31,MAT-010,WH-003,Production Consumption,1473
INV-00011969,2025-11-11,MAT-004,WH-003,Adjustment,4014
INV-00011970,2024-11-15,MAT-001,WH-002,Production Consumption,43
INV-00011971,2025-08-12,MAT-003,WH-003,Purchase,838
INV-00011972,2026-04-08,MAT-007,WH-003,Production Consumption,3674
INV-00011973,2026-04-19,MAT-001,WH-001,Return,1015
INV-00011974,2026-02-07,MAT-001,WH-002,Purchase,1534
INV-00011975,2025-09-25,MAT-010,WH-001,Production Consumption,3362
INV-00011976,2026-02-23,MAT-002,WH-001,Purchase,3826
INV-00011977,2026-01-07,MAT-007,WH-002,Adjustment,3296
INV-00011978,2024-11-23,MAT-009,WH-002,Sales,1194
INV-00011979,2024-10-26,MAT-007,WH-002,Adjustment,3607
INV-00011980,2025-11-20,MAT-006,WH-002,Sales,3740
INV-00011981,2024-10-21,MAT-006,WH-002,Adjustment,209
INV-00011982,2025-09-13,MAT-001,WH-002,Return,677
INV-00011983,2025-10-17,MAT-005,WH-002,Return,211
INV-00011984,2024-11-18,MAT-004,WH-001,Return,3965
INV-00011985,2024-12-21,MAT-008,WH-002,Adjustment,406
INV-00011986,2026-05-06,MAT-008,WH-001,Purchase,2904
INV-00011987,2025-07-08,MAT-004,WH-003,Adjustment,2707
INV-00011988,2026-05-07,MAT-004,WH-001,Sales,1803
INV-00011989,2025-02-05,MAT-002,WH-003,Adjustment,3115
INV-00011990,2026-07-26,MAT-005,WH-001,Purchase,4894
INV-00011991,2024-10-22,MAT-002,WH-003,Sales,3382
INV-00011992,2026-06-17,MAT-001,WH-002,Purchase,822
INV-00011993,2025-08-18,MAT-005,WH-002,Purchase,2508
INV-00011994,2025-04-12,MAT-008,WH-002,Return,2414
INV-00011995,2025-01-25,MAT-001,WH-001,Purchase,2428
INV-00011996,2025-10-23,MAT-002,WH-003,Sales,1917
INV-00011997,2026-05-03,MAT-008,WH-003,Sales,2804
INV-00011998,2025-10-08,MAT-009,WH-001,Adjustment,2173
INV-00011999,2025-03-29,MAT-001,WH-001,Adjustment,1784
INV-00012000,2025-10-23,MAT-002,WH-001,Sales,4993
INV-00012001,2025-05-01,MAT-006,WH-002,Return,4618
INV-00012002,2026-03-12,MAT-004,WH-001,Sales,1664
