usage_id,production_id,material_id,quantity_used,unit_cost,usage_date
USE-00007281,PROD-00158525,MAT-001,50.16,456.13,2025-10-16
USE-00007282,PROD-00201116,MAT-005,271.92,138.51,2026-05-06
USE-00007283,PROD-00023276,MAT-004,690.47,236.23,2026-07-31
USE-00007284,PROD-00022242,MAT-006,450.52,254.3,2026-06-06
USE-00007285,PROD-00108866,MAT-005,400.88,364.47,2025-12-20
USE-00007286,PROD-00014294,MAT-002,499.74,329.33,2025-08-30
USE-00007287,PROD-00013309,MAT-006,954.47,266.67,2024-11-06
USE-00007288,PROD-00007009,MAT-009,575.69,176.07,2025-08-03
USE-00007289,PROD-00231248,MAT-009,58.09,273.6,2024-11-21
USE-00007290,PROD-00207655,MAT-004,765.69,217.74,2025-04-30
USE-00007291,PROD-00009088,MAT-009,134.59,116.42,2024-12-09
USE-00007292,PROD-00210950,MAT-004,382.25,331.08,2025-02-13
USE-00007293,PROD-00169749,MAT-008,116.17,33.22,2026-03-31
USE-00007294,PROD-00046877,MAT-001,410.88,371.36,2026-04-24
USE-00007295,PROD-00132225,MAT-001,983.94,108.7,2025-05-30
USE-00007296,PROD-00131304,MAT-002,623.02,147.07,2026-07-17
USE-00007297,PROD-00184940,MAT-004,942.55,230.54,2026-08-19
USE-00007298,PROD-00210837,MAT-003,328.54,385.53,2025-11-10
USE-00007299,PROD-00163711,MAT-009,489.56,297.85,2026-03-29
USE-00007300,PROD-00010181,MAT-007,670.11,277.33,2025-07-30
USE-00007301,PROD-00151917,MAT-004,960.72,417.44,2025-03-28
USE-00007302,PROD-00099328,MAT-009,27.43,67.64,2025-08-22
USE-00007303,PROD-00201719,MAT-002,190.83,208.79,2025-04-08
USE-00007304,PROD-00162247,MAT-009,300.09,104.23,2026-06-13
USE-00007305,PROD-00255752,MAT-008,695.54,419.55,2025-03-25
USE-00007306,PROD-00194415,MAT-002,632.91,498.21,2024-09-02
USE-00007307,PROD-00090839,MAT-010,745.31,354.07,2025-06-11
USE-00007308,PROD-00009529,MAT-001,19.83,380.59,2025-07-16
USE-00007309,PROD-00009818,MAT-004,900.96,421.91,2026-04-21
USE-00007310,PROD-00164200,MAT-004,75.55,210.54,2026-02-24
USE-00007311,PROD-00035485,MAT-001,664.12,194.96,2024-09-08
USE-00007312,PROD-00108625,MAT-009,823.73,156.61,2025-05-12
USE-00007313,PROD-00008332,MAT-009,346.64,117.2,2026-05-03
USE-00007314,PROD-00003270,MAT-007,937.24,468.3,2026-01-27
USE-00007315,PROD-00236126,MAT-007,343.55,238.13,2025-12-09
USE-00007316,PROD-00114848,MAT-002,47.5,337.49,2025-12-24
USE-00007317,PROD-00230057,MAT-006,388.48,50.6,2025-04-22
USE-00007318,PROD-00260554,MAT-008,639.97,185.26,2024-11-24
USE-00007319,PROD-00015656,MAT-001,665.33,295.23,2026-05-05
USE-00007320,PROD-00024594,MAT-008,260.94,288.07,2026-03-16
USE-00007321,PROD-00284057,MAT-010,47.99,49.01,2026-04-23
USE-00007322,PROD-00217580,MAT-003,643.02,459.0,2026-02-14
USE-00007323,PROD-00007845,MAT-010,938.85,463.28,2024-08-28
USE-00007324,PROD-00186262,MAT-001,866.88,73.17,2025-12-23
USE-00007325,PROD-00233456,MAT-005,130.25,240.9,2026-04-21
USE-00007326,PROD-00175477,MAT-005,241.7,395.22,2024-12-06
USE-00007327,PROD-00091785,MAT-003,136.14,268.63,2026-08-19
USE-00007328,PROD-00126044,MAT-002,29.28,53.24,2026-08-11
USE-00007329,PROD-00131273,MAT-004,494.69,254.63,2026-03-16
USE-00007330,PROD-00283225,MAT-003,995.14,187.46,2025-03-14
USE-00007331,PROD-00074498,MAT-009,84.25,328.77,2026-07-28
USE-00007332,PROD-00126378,MAT-006,176.69,417.24,2025-02-12
USE-00007333,PROD-00036038,MAT-005,692.13,219.5,2026-01-15
USE-00007334,PROD-00160883,MAT-010,214.95,14.28,2025-09-11
USE-00007335,PROD-00147576,MAT-002,282.48,131.34,2025-06-15
USE-00007336,PROD-00102081,MAT-010,922.63,50.66,2024-08-31
USE-00007337,PROD-00025347,MAT-003,255.9,342.07,2026-03-29
USE-00007338,PROD-00293428,MAT-007,722.61,143.75,2025-07-12
USE-00007339,PROD-00044040,MAT-004,582.54,24.88,2026-08-12
USE-00007340,PROD-00117882,MAT-008,813.28,458.26,2024-09-11
USE-00007341,PROD-00229585,MAT-007,691.72,358.99,2025-08-24
USE-00007342,PROD-00219342,MAT-007,691.97,274.36,2025-12-31
USE-00007343,PROD-00298855,MAT-001,375.69,343.48,2025-02-23
USE-00007344,PROD-00283929,MAT-001,788.53,325.55,2025-12-05
USE-00007345,PROD-00283757,MAT-004,434.22,308.3,2025-03-12
USE-00007346,PROD-00072113,MAT-002,864.07,466.05,2026-07-16
USE-00007347,PROD-00126173,MAT-003,459.01,301.99,2026-02-16
USE-00007348,PROD-00204970,MAT-002,874.44,19.51,2026-08-24
USE-00007349,PROD-00269779,MAT-006,209.57,293.89,2026-04-12
USE-00007350,PROD-00035548,MAT-001,665.89,67.09,2025-07-24
USE-00007351,PROD-00133569,MAT-003,615.71,36.65,2024-10-20
USE-00007352,PROD-00010808,MAT-001,251.4,405.31,2025-11-17
USE-00007353,PROD-00276983,MAT-003,462.72,392.73,2025-11-14
USE-00007354,PROD-00065013,MAT-005,309.85,481.68,2026-06-11
USE-00007355,PROD-00211202,MAT-006,83.99,52.69,2024-10-20
USE-00007356,PROD-00135696,MAT-007,599.32,18.68,2024-11-23
USE-00007357,PROD-00138990,MAT-010,384.18,193.24,2026-05-17
USE-00007358,PROD-00150429,MAT-005,603.13,73.03,2024-09-27
USE-00007359,PROD-00151186,MAT-007,677.15,128.17,2025-05-12
USE-00007360,PROD-00144554,MAT-008,789.2,402.69,2026-04-17
USE-00007361,PROD-00278619,MAT-002,14.23,291.27,2025-10-26
USE-00007362,PROD-00200026,MAT-009,146.48,188.15,2025-01-25
USE-00007363,PROD-00239731,MAT-007,866.84,78.3,2025-10-24
USE-00007364,PROD-00239175,MAT-001,974.16,129.07,2026-01-12
USE-00007365,PROD-00097917,MAT-007,43.29,173.56,2026-02-12
USE-00007366,PROD-00247738,MAT-004,666.36,263.52,2025-02-01
USE-00007367,PROD-00238482,MAT-009,787.03,250.01,2025-07-02
USE-00007368,PROD-00234479,MAT-009,703.65,265.27,2024-09-07
USE-00007369,PROD-00086282,MAT-008,764.27,47.11,2025-10-21
USE-00007370,PROD-00136817,MAT-008,733.74,380.22,2025-09-25
USE-00007371,PROD-00215769,MAT-002,939.58,71.28,2025-04-04
USE-00007372,PROD-00048229,MAT-009,479.89,67.97,2026-01-26
USE-00007373,PROD-00252751,MAT-005,288.39,59.39,2025-07-22
USE-00007374,PROD-00172496,MAT-004,463.52,246.34,2024-09-08
USE-00007375,PROD-00199547,MAT-008,204.59,466.73,2026-03-31
USE-00007376,PROD-00216082,MAT-010,154.69,18.64,2025-10-11
USE-00007377,PROD-00115443,MAT-010,470.77,35.96,2026-01-16
USE-00007378,PROD-00017982,MAT-007,25.09,160.83,2024-12-14
USE-00007379,PROD-00152436,MAT-010,827.04,128.9,2025-04-29
USE-00007380,PROD-00262177,MAT-008,634.77,131.3,2026-06-22
USE-00007381,PROD-00067404,MAT-001,591.05,128.28,2025-09-02
USE-00007382,PROD-00007595,MAT-010,627.22,396.56,2025-01-05
USE-00007383,PROD-00065417,MAT-010,259.33,251.99,2024-10-14
USE-00007384,PROD-00014160,MAT-010,103.3,302.38,2025-04-22
USE-00007385,PROD-00104395,MAT-004,216.2,496.76,2024-12-09
USE-00007386,PROD-00157946,MAT-006,577.69,130.96,2025-01-09
USE-00007387,PROD-00035674,MAT-001,307.69,129.11,2026-02-07
USE-00007388,PROD-00292405,MAT-008,169.02,392.41,2026-05-29
USE-00007389,PROD-00138871,MAT-008,577.66,457.59,2026-04-02
USE-00007390,PROD-00108515,MAT-001,564.16,360.73,2024-09-01
USE-00007391,PROD-00100300,MAT-006,816.74,50.69,2026-05-17
USE-00007392,PROD-00029730,MAT-008,350.75,193.08,2026-06-13
USE-00007393,PROD-00088025,MAT-009,289.31,73.4,2024-11-14
USE-00007394,PROD-00011277,MAT-006,43.11,112.28,2024-10-09
USE-00007395,PROD-00000770,MAT-004,829.7,354.37,2025-10-26
USE-00007396,PROD-00231463,MAT-003,145.39,314.9,2025-08-03
USE-00007397,PROD-00006403,MAT-010,873.52,77.4,2024-11-06
USE-00007398,PROD-00082417,MAT-010,35.56,241.25,2026-07-10
USE-00007399,PROD-00240612,MAT-002,460.32,313.6,2025-03-27
USE-00007400,PROD-00018438,MAT-003,212.24,416.42,2025-11-03
USE-00007401,PROD-00188463,MAT-006,714.9,185.88,2026-06-08
USE-00007402,PROD-00222273,MAT-010,875.69,303.53,2024-12-31
USE-00007403,PROD-00186024,MAT-010,379.82,242.23,2025-11-09
USE-00007404,PROD-00299165,MAT-009,779.12,157.29,2025-02-02
USE-00007405,PROD-00112638,MAT-008,660.05,94.56,2025-02-17
USE-00007406,PROD-00166189,MAT-003,406.74,191.46,2026-02-23
USE-00007407,PROD-00033739,MAT-001,423.0,430.39,2025-01-23
USE-00007408,PROD-00212282,MAT-007,297.83,481.57,2025-09-21
USE-00007409,PROD-00132028,MAT-004,350.62,168.65,2026-05-17
USE-00007410,PROD-00082448,MAT-001,937.62,245.92,2026-06-30
USE-00007411,PROD-00101433,MAT-005,41.43,30.24,2025-04-09
USE-00007412,PROD-00030474,MAT-006,957.6,234.32,2025-03-15
USE-00007413,PROD-00102183,MAT-009,999.0,77.49,2024-12-16
USE-00007414,PROD-00177448,MAT-010,10.32,372.97,2025-01-01
USE-00007415,PROD-00280815,MAT-001,301.83,422.06,2024-12-18
USE-00007416,PROD-00170892,MAT-003,613.48,133.2,2025-09-07
USE-00007417,PROD-00182262,MAT-001,663.73,195.29,2026-08-11
USE-00007418,PROD-00079077,MAT-001,236.74,150.36,2025-03-15
USE-00007419,PROD-00061132,MAT-005,634.2,349.31,2026-03-31
USE-00007420,PROD-00206022,MAT-004,257.18,202.99,2025-05-06
USE-00007421,PROD-00036371,MAT-002,11.74,215.98,2025-12-31
USE-00007422,PROD-00106780,MAT-005,884.77,35.24,2025-09-06
USE-00007423,PROD-00212885,MAT-008,926.53,142.67,2026-07-20
USE-00007424,PROD-00265228,MAT-009,524.58,442.06,2025-02-06
USE-00007425,PROD-00085215,MAT-007,917.75,420.59,2025-10-01
USE-00007426,PROD-00242805,MAT-010,432.08,27.02,2025-10-29
USE-00007427,PROD-00178864,MAT-004,568.56,274.31,2025-11-21
USE-00007428,PROD-00024216,MAT-009,690.5,249.99,2026-08-02
USE-00007429,PROD-00125299,MAT-008,979.68,294.28,2026-06-17
USE-00007430,PROD-00214257,MAT-009,148.59,53.69,2025-05-29
USE-00007431,PROD-00164760,MAT-003,938.38,221.78,2024-12-02
USE-00007432,PROD-00035816,MAT-003,144.7,481.54,2026-06-16
USE-00007433,PROD-00047674,MAT-010,986.28,191.54,2026-01-24
USE-00007434,PROD-00184779,MAT-001,622.41,337.24,2024-12-16
USE-00007435,PROD-00052705,MAT-007,810.91,213.02,2026-03-23
USE-00007436,PROD-00140939,MAT-008,313.19,201.39,2026-07-08
USE-00007437,PROD-00035675,MAT-005,931.24,132.71,2026-08-08
USE-00007438,PROD-00054683,MAT-006,788.86,459.42,2024-11-05
USE-00007439,PROD-00246191,MAT-004,961.66,191.35,2025-03-25
USE-00007440,PROD-00019770,MAT-009,742.8,315.92,2025-03-06
USE-00007441,PROD-00000663,MAT-007,865.18,57.26,2025-07-03
USE-00007442,PROD-00127809,MAT-001,336.57,188.61,2025-07-20
USE-00007443,PROD-00189845,MAT-004,729.17,15.11,2025-10-29
USE-00007444,PROD-00082869,MAT-005,571.78,337.0,2026-08-18
USE-00007445,PROD-00197235,MAT-007,904.73,149.89,2024-09-13
USE-00007446,PROD-00031665,MAT-002,482.63,311.13,2025-11-13
USE-00007447,PROD-00003618,MAT-009,790.07,142.57,2026-03-06
USE-00007448,PROD-00274933,MAT-002,42.48,32.66,2024-09-13
USE-00007449,PROD-00277587,MAT-004,962.95,304.19,2024-10-01
USE-00007450,PROD-00209789,MAT-010,312.14,49.55,2025-07-28
USE-00007451,PROD-00196793,MAT-009,819.01,53.0,2026-04-29
USE-00007452,PROD-00187052,MAT-003,373.5,464.22,2026-08-10
USE-00007453,PROD-00063817,MAT-008,604.46,303.41,2025-04-29
USE-00007454,PROD-00292242,MAT-003,317.31,279.59,2025-10-17
USE-00007455,PROD-00238386,MAT-007,950.75,91.09,2025-07-30
USE-00007456,PROD-00028116,MAT-001,347.17,301.98,2024-08-31
USE-00007457,PROD-00013857,MAT-001,947.64,273.7,2025-12-26
USE-00007458,PROD-00263375,MAT-004,626.45,261.5,2026-07-31
USE-00007459,PROD-00087140,MAT-002,197.3,346.62,2024-12-19
USE-00007460,PROD-00147985,MAT-009,340.56,472.31,2026-02-03
USE-00007461,PROD-00167698,MAT-009,219.39,315.68,2025-02-18
USE-00007462,PROD-00199897,MAT-009,235.07,271.59,2024-11-02
USE-00007463,PROD-00147269,MAT-007,786.43,163.5,2024-11-17
USE-00007464,PROD-00035019,MAT-008,48.95,270.45,2025-12-16
USE-00007465,PROD-00078566,MAT-006,621.91,229.78,2026-04-28
USE-00007466,PROD-00204743,MAT-004,509.78,185.83,2024-10-09
USE-00007467,PROD-00030295,MAT-001,61.11,297.68,2025-12-14
USE-00007468,PROD-00206816,MAT-005,444.54,419.92,2025-12-15
USE-00007469,PROD-00110746,MAT-004,321.36,68.32,2026-08-07
USE-00007470,PROD-00156577,MAT-009,122.5,427.05,2026-01-15
USE-00007471,PROD-00178090,MAT-001,917.99,17.42,2025-11-17
USE-00007472,PROD-00154896,MAT-004,111.17,30.02,2026-05-06
USE-00007473,PROD-00032834,MAT-002,588.91,155.78,2025-05-28
USE-00007474,PROD-00048572,MAT-001,808.61,206.17,2025-11-22
USE-00007475,PROD-00040403,MAT-004,579.18,228.96,2025-09-03
USE-00007476,PROD-00182363,MAT-006,222.1,166.16,2025-02-27
USE-00007477,PROD-00289979,MAT-002,509.8,468.91,2025-09-22
USE-00007478,PROD-00000474,MAT-002,714.72,359.34,2026-07-29
USE-00007479,PROD-00030977,MAT-003,18.4,96.34,2025-08-27
USE-00007480,PROD-00183497,MAT-003,744.87,194.53,2026-03-15
USE-00007481,PROD-00131061,MAT-009,416.29,332.58,2025-12-26
USE-00007482,PROD-00152737,MAT-008,136.26,229.24,2026-02-21
USE-00007483,PROD-00190842,MAT-006,609.16,96.01,2026-04-03
USE-00007484,PROD-00054722,MAT-005,106.97,471.8,2025-06-21
USE-00007485,PROD-00112507,MAT-002,61.97,361.89,2025-01-24
USE-00007486,PROD-00164756,MAT-010,125.04,212.29,2026-04-30
USE-00007487,PROD-00253820,MAT-009,668.13,136.35,2025-05-27
USE-00007488,PROD-00104486,MAT-005,795.4,396.37,2025-08-09
USE-00007489,PROD-00238685,MAT-009,934.18,107.67,2025-06-18
USE-00007490,PROD-00272062,MAT-001,988.35,491.11,2025-02-24
USE-00007491,PROD-00014820,MAT-006,661.62,292.19,2025-11-13
USE-00007492,PROD-00150650,MAT-009,869.26,170.39,2025-10-12
USE-00007493,PROD-00084827,MAT-006,540.39,217.67,2024-11-29
USE-00007494,PROD-00127358,MAT-004,59.01,266.23,2025-07-12
USE-00007495,PROD-00038030,MAT-010,34.76,491.14,2026-04-24
USE-00007496,PROD-00217342,MAT-003,463.84,379.7,2026-05-14
USE-00007497,PROD-00219333,MAT-009,80.81,247.5,2024-09-27
USE-00007498,PROD-00156814,MAT-003,262.88,195.21,2025-10-24
USE-00007499,PROD-00222927,MAT-009,840.41,352.46,2025-09-23
USE-00007500,PROD-00158967,MAT-003,749.82,192.79,2026-04-08
USE-00007501,PROD-00093829,MAT-005,448.02,415.93,2024-10-26
USE-00007502,PROD-00036189,MAT-007,940.79,418.02,2024-12-19
USE-00007503,PROD-00088330,MAT-003,994.12,45.64,2025-09-06
USE-00007504,PROD-00163888,MAT-007,288.61,278.58,2026-04-23
USE-00007505,PROD-00002186,MAT-007,131.39,26.8,2025-12-20
USE-00007506,PROD-00113316,MAT-007,238.8,219.01,2025-10-21
USE-00007507,PROD-00160828,MAT-003,587.44,360.43,2025-11-10
USE-00007508,PROD-00151035,MAT-008,43.97,351.91,2026-01-27
USE-00007509,PROD-00207804,MAT-006,852.37,191.49,2025-04-14
USE-00007510,PROD-00034740,MAT-004,220.8,385.64,2026-08-23
USE-00007511,PROD-00068876,MAT-008,606.79,322.6,2025-03-04
USE-00007512,PROD-00041717,MAT-002,912.44,321.66,2024-09-21
USE-00007513,PROD-00198110,MAT-004,450.8,83.73,2025-04-06
USE-00007514,PROD-00226599,MAT-004,401.06,155.5,2026-01-28
USE-00007515,PROD-00050445,MAT-004,184.19,408.24,2026-08-10
USE-00007516,PROD-00279254,MAT-008,96.31,463.32,2025-12-06
USE-00007517,PROD-00228293,MAT-008,215.71,394.08,2025-12-29
USE-00007518,PROD-00053343,MAT-003,754.15,476.24,2024-09-12
USE-00007519,PROD-00213452,MAT-003,381.82,468.78,2025-02-08
USE-00007520,PROD-00208068,MAT-005,62.56,490.79,2026-04-18
USE-00007521,PROD-00062531,MAT-005,872.12,61.48,2024-11-02
USE-00007522,PROD-00075238,MAT-009,524.89,241.9,2025-04-26
USE-00007523,PROD-00065449,MAT-007,930.27,164.92,2025-10-11
USE-00007524,PROD-00022126,MAT-007,999.25,26.69,2024-12-08
USE-00007525,PROD-00165568,MAT-009,230.68,483.52,2026-05-23
USE-00007526,PROD-00070654,MAT-007,184.63,29.21,2024-12-07
USE-00007527,PROD-00273232,MAT-006,614.12,349.79,2026-06-05
USE-00007528,PROD-00101847,MAT-005,998.6,277.51,2025-05-31
USE-00007529,PROD-00193653,MAT-007,729.32,124.25,2026-04-29
USE-00007530,PROD-00162310,MAT-006,808.81,457.4,2025-11-30
USE-00007531,PROD-00227480,MAT-007,590.34,297.49,2026-04-04
USE-00007532,PROD-00100166,MAT-004,360.77,97.09,2025-01-05
USE-00007533,PROD-00292376,MAT-006,580.79,173.31,2026-04-11
USE-00007534,PROD-00025180,MAT-005,355.9,314.67,2025-10-31
USE-00007535,PROD-00195660,MAT-010,944.66,463.52,2026-04-20
USE-00007536,PROD-00028159,MAT-001,447.8,35.49,2026-07-16
USE-00007537,PROD-00223514,MAT-006,217.45,390.35,2026-05-04
USE-00007538,PROD-00088979,MAT-004,359.87,248.59,2024-09-17
USE-00007539,PROD-00096477,MAT-003,979.23,257.59,2025-10-08
USE-00007540,PROD-00139680,MAT-004,724.49,118.83,2025-12-06
USE-00007541,PROD-00245501,MAT-001,949.25,124.87,2026-03-18
USE-00007542,PROD-00264858,MAT-004,711.5,198.29,2026-07-08
USE-00007543,PROD-00211551,MAT-007,909.61,63.2,2025-01-07
USE-00007544,PROD-00006856,MAT-006,874.95,175.65,2025-11-07
USE-00007545,PROD-00227561,MAT-009,970.51,267.87,2025-11-15
USE-00007546,PROD-00166408,MAT-006,183.6,274.39,2025-06-29
USE-00007547,PROD-00035768,MAT-006,391.71,388.28,2026-05-05
USE-00007548,PROD-00230315,MAT-003,883.87,43.52,2025-03-06
USE-00007549,PROD-00033065,MAT-003,567.58,53.52,2026-04-12
USE-00007550,PROD-00270806,MAT-006,92.38,76.67,2026-06-11
USE-00007551,PROD-00281594,MAT-010,566.65,444.06,2026-02-22
USE-00007552,PROD-00123900,MAT-003,406.49,449.04,2024-12-10
USE-00007553,PROD-00292914,MAT-006,541.39,67.11,2026-08-03
USE-00007554,PROD-00080023,MAT-005,609.74,405.78,2024-08-28
USE-00007555,PROD-00187418,MAT-005,442.32,27.4,2024-09-18
USE-00007556,PROD-00191243,MAT-002,357.0,152.95,2025-02-04
USE-00007557,PROD-00118886,MAT-002,532.7,270.71,2025-10-10
USE-00007558,PROD-00182251,MAT-003,62.08,52.69,2024-10-26
USE-00007559,PROD-00130234,MAT-006,519.18,175.01,2025-01-04
USE-00007560,PROD-00167837,MAT-009,327.19,78.64,2026-03-25
USE-00007561,PROD-00127771,MAT-005,675.91,312.25,2025-03-06
USE-00007562,PROD-00253947,MAT-008,767.31,110.33,2025-12-29
USE-00007563,PROD-00049228,MAT-008,152.14,236.18,2025-09-12
USE-00007564,PROD-00213839,MAT-001,500.29,269.35,2024-10-10
USE-00007565,PROD-00278858,MAT-003,749.26,74.94,2024-12-11
USE-00007566,PROD-00254853,MAT-008,439.01,130.47,2025-08-30
USE-00007567,PROD-00063558,MAT-002,915.79,186.35,2025-03-15
USE-00007568,PROD-00032171,MAT-009,70.61,274.63,2026-04-29
USE-00007569,PROD-00043447,MAT-005,572.37,69.75,2024-10-22
USE-00007570,PROD-00285099,MAT-007,827.39,486.71,2025-07-22
USE-00007571,PROD-00127609,MAT-004,185.28,452.36,2025-07-13
USE-00007572,PROD-00099266,MAT-004,772.33,157.41,2025-11-27
USE-00007573,PROD-00193115,MAT-010,62.07,359.15,2025-05-10
USE-00007574,PROD-00214389,MAT-004,948.64,27.49,2025-02-06
USE-00007575,PROD-00079268,MAT-010,787.36,462.22,2026-01-12
USE-00007576,PROD-00269357,MAT-006,504.77,314.38,2025-05-16
USE-00007577,PROD-00278407,MAT-006,542.49,414.3,2025-02-18
USE-00007578,PROD-00205829,MAT-010,360.63,41.29,2024-11-27
USE-00007579,PROD-00027154,MAT-004,744.29,164.64,2024-10-07
USE-00007580,PROD-00052806,MAT-008,965.26,368.8,2026-08-09
USE-00007581,PROD-00177136,MAT-002,592.42,30.52,2025-09-09
USE-00007582,PROD-00282272,MAT-002,906.39,85.69,2025-11-15
USE-00007583,PROD-00233341,MAT-006,241.64,27.7,2025-04-25
USE-00007584,PROD-00293342,MAT-010,849.36,460.68,2025-03-21
USE-00007585,PROD-00222645,MAT-007,648.31,67.42,2026-02-11
USE-00007586,PROD-00125607,MAT-003,729.27,496.64,2025-12-20
USE-00007587,PROD-00152587,MAT-004,357.81,324.9,2026-07-05
USE-00007588,PROD-00105205,MAT-001,851.52,88.51,2025-07-19
USE-00007589,PROD-00236348,MAT-001,420.11,271.32,2024-12-21
USE-00007590,PROD-00231595,MAT-007,368.13,410.63,2024-11-09
USE-00007591,PROD-00024428,MAT-008,684.06,394.78,2024-10-17
USE-00007592,PROD-00037110,MAT-003,880.25,90.32,2026-01-15
USE-00007593,PROD-00168554,MAT-009,566.92,202.43,2025-02-09
USE-00007594,PROD-00101269,MAT-008,378.51,321.28,2025-11-14
USE-00007595,PROD-00227003,MAT-008,81.25,475.0,2025-11-04
USE-00007596,PROD-00021035,MAT-007,713.18,94.75,2025-12-30
USE-00007597,PROD-00146788,MAT-009,895.44,267.57,2024-09-14
USE-00007598,PROD-00107004,MAT-010,924.58,334.85,2025-06-13
USE-00007599,PROD-00024322,MAT-001,856.96,258.38,2025-09-12
USE-00007600,PROD-00017129,MAT-010,240.66,138.85,2025-08-29
USE-00007601,PROD-00148306,MAT-001,250.4,199.21,2026-03-11
USE-00007602,PROD-00275020,MAT-002,442.71,302.28,2024-10-16
USE-00007603,PROD-00214930,MAT-007,777.43,493.1,2025-09-27
USE-00007604,PROD-00035281,MAT-009,873.35,464.77,2026-04-25
USE-00007605,PROD-00126911,MAT-004,301.16,112.83,2025-03-21
USE-00007606,PROD-00186841,MAT-007,249.76,220.57,2024-09-28
USE-00007607,PROD-00236782,MAT-008,860.63,130.57,2025-10-04
USE-00007608,PROD-00113229,MAT-002,137.25,334.71,2024-09-16
USE-00007609,PROD-00107120,MAT-006,838.23,81.13,2025-09-09
USE-00007610,PROD-00247600,MAT-010,706.27,334.39,2025-08-11
USE-00007611,PROD-00203872,MAT-004,281.66,291.82,2024-10-19
USE-00007612,PROD-00159126,MAT-009,632.03,129.64,2025-02-17
USE-00007613,PROD-00225878,MAT-004,227.85,169.44,2025-11-12
USE-00007614,PROD-00220086,MAT-002,788.85,26.7,2025-05-09
USE-00007615,PROD-00034707,MAT-002,342.58,455.25,2026-07-14
USE-00007616,PROD-00049095,MAT-003,587.56,375.97,2025-08-10
USE-00007617,PROD-00151024,MAT-003,927.82,33.14,2025-09-09
USE-00007618,PROD-00187698,MAT-005,348.89,255.76,2025-10-23
USE-00007619,PROD-00070462,MAT-003,900.24,247.0,2025-08-06
USE-00007620,PROD-00100120,MAT-005,509.91,314.42,2024-11-06
USE-00007621,PROD-00042020,MAT-005,946.64,240.54,2026-06-28
USE-00007622,PROD-00240666,MAT-002,205.15,403.19,2025-12-15
USE-00007623,PROD-00010930,MAT-008,208.57,428.48,2025-06-29
USE-00007624,PROD-00104861,MAT-009,788.26,443.35,2025-03-01
USE-00007625,PROD-00024428,MAT-006,581.39,420.79,2024-12-20
USE-00007626,PROD-00120312,MAT-001,459.83,323.73,2026-03-29
USE-00007627,PROD-00206926,MAT-006,970.3,386.92,2024-11-07
USE-00007628,PROD-00043141,MAT-008,360.09,432.77,2025-06-06
USE-00007629,PROD-00107478,MAT-003,568.59,375.41,2025-04-30
USE-00007630,PROD-00104640,MAT-007,697.24,167.78,2026-05-31
USE-00007631,PROD-00148627,MAT-001,749.69,256.54,2025-04-03
USE-00007632,PROD-00198600,MAT-003,787.1,286.83,2025-08-23
USE-00007633,PROD-00144087,MAT-009,354.24,426.66,2025-01-08
USE-00007634,PROD-00043336,MAT-009,745.15,494.62,2025-01-02
USE-00007635,PROD-00011965,MAT-003,708.59,178.05,2026-06-25
USE-00007636,PROD-00260052,MAT-001,318.36,73.52,2026-05-28
USE-00007637,PROD-00298702,MAT-007,119.51,424.91,2025-08-02
USE-00007638,PROD-00293023,MAT-009,581.72,448.0,2025-01-26
USE-00007639,PROD-00080772,MAT-005,393.1,129.81,2025-12-14
USE-00007640,PROD-00194112,MAT-010,270.56,325.46,2025-01-22
USE-00007641,PROD-00121874,MAT-003,86.68,20.07,2025-10-27
USE-00007642,PROD-00193998,MAT-010,639.94,163.37,2026-05-11
USE-00007643,PROD-00084938,MAT-006,889.44,320.65,2025-04-18
USE-00007644,PROD-00298123,MAT-001,808.44,292.24,2026-05-16
USE-00007645,PROD-00221578,MAT-002,667.12,409.9,2025-09-26
USE-00007646,PROD-00298713,MAT-003,184.52,272.75,2026-06-26
USE-00007647,PROD-00284126,MAT-008,677.79,427.25,2025-12-06
USE-00007648,PROD-00267538,MAT-003,444.91,339.39,2025-11-01
USE-00007649,PROD-00221427,MAT-010,172.88,440.33,2026-04-30
USE-00007650,PROD-00217208,MAT-009,933.02,493.89,2025-02-19
USE-00007651,PROD-00298534,MAT-006,275.39,244.13,2026-03-15
USE-00007652,PROD-00141847,MAT-009,701.86,24.2,2024-09-12
USE-00007653,PROD-00101926,MAT-010,33.62,211.8,2025-02-20
USE-00007654,PROD-00068051,MAT-004,37.55,188.01,2025-08-05
USE-00007655,PROD-00026138,MAT-009,360.55,411.35,2025-08-16
USE-00007656,PROD-00144530,MAT-006,543.53,330.71,2025-07-17
USE-00007657,PROD-00064042,MAT-003,981.87,361.61,2026-01-02
USE-00007658,PROD-00270224,MAT-003,631.61,197.47,2024-08-29
USE-00007659,PROD-00223025,MAT-005,109.49,464.61,2026-01-22
USE-00007660,PROD-00199434,MAT-002,723.99,363.83,2026-04-24
USE-00007661,PROD-00103713,MAT-005,942.61,229.05,2025-08-28
USE-00007662,PROD-00233088,MAT-006,164.44,399.13,2026-08-03
USE-00007663,PROD-00114348,MAT-005,113.9,267.51,2025-03-21
USE-00007664,PROD-00153481,MAT-004,605.07,425.45,2026-05-24
USE-00007665,PROD-00236663,MAT-006,475.81,153.0,2026-01-20
USE-00007666,PROD-00110499,MAT-001,578.48,244.25,2026-01-25
USE-00007667,PROD-00209631,MAT-002,538.78,218.17,2024-09-01
USE-00007668,PROD-00030962,MAT-006,297.82,448.14,2025-12-06
