usage_id,production_id,material_id,quantity_used,unit_cost,usage_date
USE-00008811,PROD-00178615,MAT-009,513.09,255.61,2024-11-25
USE-00008812,PROD-00283614,MAT-005,513.33,79.47,2026-01-21
USE-00008813,PROD-00065681,MAT-006,262.22,89.22,2025-05-19
USE-00008814,PROD-00021187,MAT-004,986.55,467.11,2024-08-28
USE-00008815,PROD-00184724,MAT-010,607.25,416.0,2025-02-09
USE-00008816,PROD-00002686,MAT-001,268.24,21.69,2026-06-07
USE-00008817,PROD-00066627,MAT-003,633.0,230.71,2024-09-03
USE-00008818,PROD-00273435,MAT-007,440.77,351.34,2026-02-04
USE-00008819,PROD-00067807,MAT-005,610.34,142.73,2024-09-12
USE-00008820,PROD-00137450,MAT-004,519.34,102.61,2025-07-30
USE-00008821,PROD-00198241,MAT-005,855.2,422.82,2024-10-12
USE-00008822,PROD-00119806,MAT-003,79.08,262.21,2026-06-20
USE-00008823,PROD-00014816,MAT-010,639.51,426.09,2025-10-24
USE-00008824,PROD-00171000,MAT-006,604.95,124.54,2025-10-27
USE-00008825,PROD-00116077,MAT-006,240.8,359.19,2026-01-28
USE-00008826,PROD-00021229,MAT-006,280.87,71.65,2026-04-04
USE-00008827,PROD-00298679,MAT-001,615.27,461.93,2025-10-05
USE-00008828,PROD-00134084,MAT-009,886.69,401.77,2024-11-12
USE-00008829,PROD-00193164,MAT-009,298.41,308.84,2026-08-20
USE-00008830,PROD-00160058,MAT-007,778.63,490.46,2026-06-15
USE-00008831,PROD-00032539,MAT-010,813.12,129.67,2024-10-10
USE-00008832,PROD-00242222,MAT-003,584.46,383.57,2026-08-14
USE-00008833,PROD-00170810,MAT-001,485.49,168.03,2025-09-28
USE-00008834,PROD-00201827,MAT-003,400.46,375.0,2026-07-14
USE-00008835,PROD-00278956,MAT-002,944.76,133.97,2026-02-16
USE-00008836,PROD-00028804,MAT-002,265.9,41.71,2025-07-17
USE-00008837,PROD-00291368,MAT-001,974.46,208.17,2025-09-29
USE-00008838,PROD-00233714,MAT-003,245.15,81.24,2025-06-02
USE-00008839,PROD-00164859,MAT-009,550.39,245.98,2025-12-30
USE-00008840,PROD-00160971,MAT-003,268.26,129.41,2026-03-24
USE-00008841,PROD-00299118,MAT-007,503.08,23.48,2025-06-29
USE-00008842,PROD-00145390,MAT-005,122.51,243.8,2025-03-13
USE-00008843,PROD-00171585,MAT-010,527.89,106.83,2025-12-10
USE-00008844,PROD-00002280,MAT-008,924.04,245.94,2024-09-06
USE-00008845,PROD-00140528,MAT-002,798.76,400.33,2025-06-02
USE-00008846,PROD-00284047,MAT-005,972.77,496.8,2024-09-06
USE-00008847,PROD-00204894,MAT-005,801.49,103.16,2026-08-09
USE-00008848,PROD-00197497,MAT-009,968.37,336.08,2026-05-31
USE-00008849,PROD-00190393,MAT-007,466.3,21.08,2025-01-14
USE-00008850,PROD-00081093,MAT-002,914.31,337.6,2024-08-30
USE-00008851,PROD-00223623,MAT-004,437.14,97.28,2025-05-01
USE-00008852,PROD-00291207,MAT-005,771.28,359.82,2025-11-22
USE-00008853,PROD-00211363,MAT-006,213.99,241.14,2025-01-30
USE-00008854,PROD-00107517,MAT-007,594.16,396.37,2025-02-24
USE-00008855,PROD-00079820,MAT-009,305.13,184.17,2025-01-15
USE-00008856,PROD-00201125,MAT-001,235.92,221.52,2024-08-28
USE-00008857,PROD-00101109,MAT-005,145.11,29.65,2025-04-16
USE-00008858,PROD-00041579,MAT-003,20.02,191.41,2025-09-11
USE-00008859,PROD-00087407,MAT-010,933.49,266.86,2025-05-02
USE-00008860,PROD-00027987,MAT-010,122.93,443.64,2026-04-29
USE-00008861,PROD-00003316,MAT-006,745.16,431.76,2026-07-24
USE-00008862,PROD-00283214,MAT-002,652.11,81.87,2025-10-27
USE-00008863,PROD-00130989,MAT-003,167.09,462.05,2026-03-31
USE-00008864,PROD-00055336,MAT-007,97.22,490.54,2025-05-04
USE-00008865,PROD-00020308,MAT-001,234.17,158.43,2026-04-24
USE-00008866,PROD-00110115,MAT-010,969.85,494.81,2024-10-17
USE-00008867,PROD-00028951,MAT-005,182.88,303.41,2025-11-20
USE-00008868,PROD-00021058,MAT-008,974.6,63.71,2024-10-28
USE-00008869,PROD-00001034,MAT-003,839.27,439.35,2025-12-24
USE-00008870,PROD-00222755,MAT-010,398.84,159.67,2025-12-18
USE-00008871,PROD-00206611,MAT-010,614.19,141.44,2026-08-17
USE-00008872,PROD-00186351,MAT-010,731.35,82.76,2025-09-27
USE-00008873,PROD-00165451,MAT-006,668.44,426.67,2025-03-30
USE-00008874,PROD-00157614,MAT-005,554.46,495.58,2026-01-26
USE-00008875,PROD-00101552,MAT-006,35.04,249.55,2025-07-26
USE-00008876,PROD-00272001,MAT-008,838.41,202.6,2025-01-12
USE-00008877,PROD-00094485,MAT-007,244.93,449.13,2024-10-20
USE-00008878,PROD-00221754,MAT-006,102.13,33.34,2025-03-10
USE-00008879,PROD-00159605,MAT-002,557.07,315.14,2025-01-08
USE-00008880,PROD-00181230,MAT-004,446.91,464.17,2026-02-03
USE-00008881,PROD-00085580,MAT-007,399.81,122.84,2025-10-21
USE-00008882,PROD-00024907,MAT-005,982.03,110.53,2026-03-10
USE-00008883,PROD-00097696,MAT-002,514.45,161.87,2025-06-29
USE-00008884,PROD-00225120,MAT-004,148.82,400.92,2024-10-31
USE-00008885,PROD-00055328,MAT-004,896.24,230.3,2024-09-03
USE-00008886,PROD-00008610,MAT-002,377.18,240.56,2026-07-22
USE-00008887,PROD-00180541,MAT-009,337.08,12.75,2026-02-22
USE-00008888,PROD-00133285,MAT-002,26.64,21.7,2025-07-17
USE-00008889,PROD-00053846,MAT-005,105.64,336.4,2025-02-04
USE-00008890,PROD-00214260,MAT-006,610.95,410.08,2024-09-27
USE-00008891,PROD-00097848,MAT-004,196.54,353.87,2026-04-23
USE-00008892,PROD-00118447,MAT-005,544.33,406.8,2024-12-11
USE-00008893,PROD-00087606,MAT-005,64.24,239.52,2025-11-17
USE-00008894,PROD-00008137,MAT-004,377.81,273.56,2025-06-14
USE-00008895,PROD-00297330,MAT-005,713.83,441.0,2025-03-22
USE-00008896,PROD-00223174,MAT-009,615.66,292.18,2026-07-31
USE-00008897,PROD-00231121,MAT-010,747.46,167.91,2024-09-30
USE-00008898,PROD-00258366,MAT-001,151.88,285.14,2025-10-12
USE-00008899,PROD-00044293,MAT-005,20.39,406.26,2026-01-10
USE-00008900,PROD-00124152,MAT-008,305.89,18.52,2024-10-16
USE-00008901,PROD-00231058,MAT-008,205.99,152.35,2026-01-25
USE-00008902,PROD-00287309,MAT-004,91.89,181.04,2024-12-02
USE-00008903,PROD-00268729,MAT-009,260.86,267.54,2026-01-10
USE-00008904,PROD-00087308,MAT-010,837.87,400.53,2025-11-19
USE-00008905,PROD-00167516,MAT-004,834.4,398.15,2026-05-04
USE-00008906,PROD-00041231,MAT-008,310.06,223.25,2026-04-05
USE-00008907,PROD-00232557,MAT-008,481.81,297.91,2025-10-22
USE-00008908,PROD-00288637,MAT-002,887.39,455.13,2026-01-01
USE-00008909,PROD-00065723,MAT-006,188.82,197.69,2026-06-10
USE-00008910,PROD-00292309,MAT-009,20.36,367.51,2024-10-26
USE-00008911,PROD-00187933,MAT-009,255.4,249.99,2025-02-22
USE-00008912,PROD-00004526,MAT-008,929.63,37.21,2026-04-30
USE-00008913,PROD-00262697,MAT-004,94.3,169.81,2024-10-31
USE-00008914,PROD-00049632,MAT-005,795.5,130.63,2026-05-04
USE-00008915,PROD-00199282,MAT-010,746.97,158.1,2026-08-15
USE-00008916,PROD-00268269,MAT-002,969.24,319.28,2026-02-28
USE-00008917,PROD-00127107,MAT-010,458.11,166.87,2025-01-12
USE-00008918,PROD-00060567,MAT-002,602.21,352.03,2025-03-08
USE-00008919,PROD-00004063,MAT-010,276.76,359.7,2025-12-01
USE-00008920,PROD-00185566,MAT-001,494.14,210.13,2025-06-06
USE-00008921,PROD-00184555,MAT-001,548.99,460.54,2025-11-12
USE-00008922,PROD-00264567,MAT-007,102.93,42.76,2025-04-28
USE-00008923,PROD-00228199,MAT-002,907.33,456.07,2025-06-15
USE-00008924,PROD-00179217,MAT-005,395.97,70.17,2025-11-15
USE-00008925,PROD-00134004,MAT-005,525.25,256.62,2024-08-28
USE-00008926,PROD-00111468,MAT-009,913.88,264.53,2025-11-06
USE-00008927,PROD-00090249,MAT-010,760.73,493.45,2025-12-17
USE-00008928,PROD-00227668,MAT-007,98.92,216.27,2025-08-01
USE-00008929,PROD-00132016,MAT-003,795.14,217.63,2026-07-10
USE-00008930,PROD-00148675,MAT-010,40.02,471.79,2025-12-30
USE-00008931,PROD-00022918,MAT-001,98.53,39.75,2025-09-14
USE-00008932,PROD-00285371,MAT-002,190.71,211.4,2025-05-11
USE-00008933,PROD-00031190,MAT-010,291.36,280.77,2025-05-01
USE-00008934,PROD-00261773,MAT-009,49.89,232.02,2025-07-16
USE-00008935,PROD-00096856,MAT-009,220.68,59.41,2026-02-13
USE-00008936,PROD-00106784,MAT-004,257.91,246.68,2024-12-29
USE-00008937,PROD-00112969,MAT-008,509.8,439.97,2025-03-27
USE-00008938,PROD-00299731,MAT-007,85.48,426.85,2026-03-26
USE-00008939,PROD-00223071,MAT-006,608.04,224.85,2025-12-31
USE-00008940,PROD-00073407,MAT-003,345.29,494.25,2026-07-22
USE-00008941,PROD-00102991,MAT-002,463.49,106.61,2026-08-18
USE-00008942,PROD-00289796,MAT-010,22.38,79.04,2025-08-01
USE-00008943,PROD-00112979,MAT-002,429.12,362.74,2026-03-11
USE-00008944,PROD-00207883,MAT-006,348.57,83.98,2025-07-25
USE-00008945,PROD-00158882,MAT-004,302.74,393.9,2026-01-04
USE-00008946,PROD-00161478,MAT-008,241.54,280.05,2024-12-28
USE-00008947,PROD-00089908,MAT-010,971.68,255.19,2025-04-17
USE-00008948,PROD-00067743,MAT-001,310.19,21.23,2026-06-16
USE-00008949,PROD-00202971,MAT-002,530.98,286.36,2026-07-21
USE-00008950,PROD-00227120,MAT-002,177.55,250.31,2025-11-25
USE-00008951,PROD-00149633,MAT-001,972.04,452.61,2026-03-01
USE-00008952,PROD-00038637,MAT-003,592.38,290.05,2025-02-10
USE-00008953,PROD-00280782,MAT-009,552.96,211.81,2024-11-29
USE-00008954,PROD-00232477,MAT-005,878.75,293.22,2025-07-23
USE-00008955,PROD-00082298,MAT-008,948.61,178.33,2026-04-17
USE-00008956,PROD-00009395,MAT-008,343.46,110.34,2024-08-27
USE-00008957,PROD-00174340,MAT-004,260.66,219.32,2025-03-14
USE-00008958,PROD-00236064,MAT-008,187.93,296.35,2025-08-04
USE-00008959,PROD-00066922,MAT-007,550.07,163.84,2025-12-01
USE-00008960,PROD-00212596,MAT-009,740.68,390.47,2025-12-02
USE-00008961,PROD-00085380,MAT-003,509.94,218.76,2026-08-21
USE-00008962,PROD-00127510,MAT-005,283.13,479.11,2025-12-19
USE-00008963,PROD-00114577,MAT-005,90.06,345.34,2026-01-22
USE-00008964,PROD-00044014,MAT-007,967.9,442.71,2026-07-02
USE-00008965,PROD-00133446,MAT-005,953.23,49.29,2026-05-07
USE-00008966,PROD-00175192,MAT-004,923.78,322.64,2025-10-08
USE-00008967,PROD-00052374,MAT-009,191.99,323.38,2025-03-17
USE-00008968,PROD-00152475,MAT-002,760.0,135.08,2025-08-23
USE-00008969,PROD-00058223,MAT-007,999.87,161.17,2025-07-04
USE-00008970,PROD-00263025,MAT-002,771.71,118.95,2024-12-16
USE-00008971,PROD-00008524,MAT-002,870.13,478.94,2025-03-22
USE-00008972,PROD-00078012,MAT-007,732.0,92.25,2026-06-10
USE-00008973,PROD-00110718,MAT-004,39.06,273.3,2025-09-28
USE-00008974,PROD-00083269,MAT-008,788.62,407.96,2025-06-26
USE-00008975,PROD-00077806,MAT-005,660.09,381.68,2025-04-05
USE-00008976,PROD-00184369,MAT-007,118.48,279.37,2025-03-07
USE-00008977,PROD-00198594,MAT-005,369.69,348.78,2024-08-30
USE-00008978,PROD-00100821,MAT-002,470.43,94.91,2025-10-13
USE-00008979,PROD-00235074,MAT-002,119.37,119.09,2026-02-02
USE-00008980,PROD-00144269,MAT-004,836.81,245.46,2026-02-11
USE-00008981,PROD-00221341,MAT-010,838.53,453.03,2024-10-24
USE-00008982,PROD-00194841,MAT-008,716.81,123.06,2025-06-09
USE-00008983,PROD-00143505,MAT-009,963.88,203.95,2025-01-09
USE-00008984,PROD-00104516,MAT-006,577.37,441.91,2025-09-13
USE-00008985,PROD-00049112,MAT-003,562.15,206.21,2025-07-28
USE-00008986,PROD-00074615,MAT-010,561.18,121.81,2025-04-17
USE-00008987,PROD-00165214,MAT-003,784.38,375.15,2026-01-26
USE-00008988,PROD-00013695,MAT-009,699.0,460.01,2025-06-29
USE-00008989,PROD-00258996,MAT-004,480.63,288.21,2025-03-01
USE-00008990,PROD-00214371,MAT-008,733.92,409.57,2025-04-04
USE-00008991,PROD-00202166,MAT-006,913.67,207.72,2025-04-06
USE-00008992,PROD-00079340,MAT-001,931.21,69.79,2025-10-05
USE-00008993,PROD-00125871,MAT-006,559.42,324.22,2026-06-10
USE-00008994,PROD-00263798,MAT-005,609.28,135.86,2025-07-19
USE-00008995,PROD-00225980,MAT-006,742.1,393.19,2026-08-05
USE-00008996,PROD-00004023,MAT-007,638.66,486.08,2025-10-31
USE-00008997,PROD-00041686,MAT-004,275.71,257.79,2024-11-16
USE-00008998,PROD-00064576,MAT-003,516.65,470.17,2025-01-26
USE-00008999,PROD-00239306,MAT-007,781.63,66.5,2025-01-14
USE-00009000,PROD-00090392,MAT-007,737.88,331.22,2025-10-14
USE-00009001,PROD-00125283,MAT-009,616.44,28.08,2026-05-04
USE-00009002,PROD-00196409,MAT-001,305.53,64.7,2025-03-03
USE-00009003,PROD-00200554,MAT-010,677.47,13.61,2026-01-07
USE-00009004,PROD-00107819,MAT-004,590.51,147.23,2025-11-21
USE-00009005,PROD-00052670,MAT-008,229.89,371.7,2025-02-14
USE-00009006,PROD-00098562,MAT-001,903.87,305.46,2025-05-16
USE-00009007,PROD-00006800,MAT-008,598.1,85.55,2026-05-24
USE-00009008,PROD-00051921,MAT-006,106.69,67.53,2025-03-10
USE-00009009,PROD-00081282,MAT-003,980.31,314.57,2025-05-29
USE-00009010,PROD-00239275,MAT-008,236.3,192.73,2025-03-26
USE-00009011,PROD-00080968,MAT-009,359.94,94.36,2026-04-13
USE-00009012,PROD-00260175,MAT-005,851.33,70.25,2026-04-10
USE-00009013,PROD-00015718,MAT-006,442.08,58.19,2026-07-10
USE-00009014,PROD-00039435,MAT-005,858.77,485.74,2026-04-27
USE-00009015,PROD-00204102,MAT-006,541.53,127.26,2026-07-23
USE-00009016,PROD-00267803,MAT-007,713.77,198.97,2026-02-15
USE-00009017,PROD-00199832,MAT-001,873.54,212.69,2025-01-29
USE-00009018,PROD-00298184,MAT-008,584.45,417.91,2025-08-05
USE-00009019,PROD-00190773,MAT-003,510.01,440.5,2026-04-07
USE-00009020,PROD-00097829,MAT-006,78.79,146.47,2026-07-16
USE-00009021,PROD-00029318,MAT-006,189.15,173.51,2026-07-22
USE-00009022,PROD-00242091,MAT-006,415.91,36.68,2024-10-24
USE-00009023,PROD-00124580,MAT-005,969.47,27.16,2025-02-12
USE-00009024,PROD-00163653,MAT-001,109.86,430.44,2026-06-03
USE-00009025,PROD-00012773,MAT-007,248.47,269.98,2026-07-16
USE-00009026,PROD-00017917,MAT-007,293.36,96.98,2025-12-08
USE-00009027,PROD-00173500,MAT-001,363.99,21.53,2026-07-07
USE-00009028,PROD-00146590,MAT-006,367.66,486.17,2025-05-09
USE-00009029,PROD-00050596,MAT-006,699.21,142.96,2025-12-17
USE-00009030,PROD-00089589,MAT-009,402.36,240.23,2025-07-29
USE-00009031,PROD-00130030,MAT-003,41.97,270.25,2025-07-25
USE-00009032,PROD-00299827,MAT-003,686.0,204.98,2025-07-28
USE-00009033,PROD-00167969,MAT-001,466.98,241.74,2026-06-14
USE-00009034,PROD-00032144,MAT-006,532.71,429.87,2026-01-11
USE-00009035,PROD-00107939,MAT-010,229.88,379.31,2026-06-03
USE-00009036,PROD-00262848,MAT-003,282.5,55.82,2024-10-11
USE-00009037,PROD-00063106,MAT-002,715.13,169.38,2025-09-23
USE-00009038,PROD-00273017,MAT-006,625.83,379.71,2025-09-25
USE-00009039,PROD-00052648,MAT-009,234.44,74.75,2025-09-11
USE-00009040,PROD-00004454,MAT-009,431.66,75.51,2025-07-09
USE-00009041,PROD-00196014,MAT-007,979.64,341.62,2025-01-08
USE-00009042,PROD-00258901,MAT-004,62.97,428.31,2026-07-04
USE-00009043,PROD-00049567,MAT-009,523.27,71.84,2025-12-06
USE-00009044,PROD-00119899,MAT-009,667.78,469.74,2026-06-15
USE-00009045,PROD-00088927,MAT-004,665.13,263.81,2026-03-23
USE-00009046,PROD-00084462,MAT-002,103.81,486.83,2026-04-28
USE-00009047,PROD-00061096,MAT-008,328.06,464.4,2024-12-17
USE-00009048,PROD-00072565,MAT-002,118.74,235.59,2026-08-07
USE-00009049,PROD-00131001,MAT-006,415.26,430.45,2025-10-07
USE-00009050,PROD-00137582,MAT-009,465.04,318.16,2025-03-02
USE-00009051,PROD-00160324,MAT-010,766.65,334.75,2025-03-25
USE-00009052,PROD-00183968,MAT-002,626.61,388.04,2025-02-03
USE-00009053,PROD-00093228,MAT-006,686.08,298.43,2026-04-27
USE-00009054,PROD-00011849,MAT-010,582.06,222.57,2026-07-09
USE-00009055,PROD-00119172,MAT-003,912.17,144.07,2025-10-20
USE-00009056,PROD-00204544,MAT-003,749.16,498.94,2025-01-01
USE-00009057,PROD-00245488,MAT-009,609.13,449.14,2025-03-27
USE-00009058,PROD-00046370,MAT-002,883.15,93.39,2024-12-02
USE-00009059,PROD-00080185,MAT-004,698.23,256.34,2025-05-16
USE-00009060,PROD-00095419,MAT-003,153.87,191.15,2024-11-06
USE-00009061,PROD-00109408,MAT-009,528.14,346.23,2026-08-01
USE-00009062,PROD-00028769,MAT-003,539.95,469.27,2025-06-15
USE-00009063,PROD-00245416,MAT-007,12.2,445.25,2025-11-26
USE-00009064,PROD-00017968,MAT-002,681.33,219.83,2024-12-15
USE-00009065,PROD-00090652,MAT-004,850.75,90.42,2025-04-26
USE-00009066,PROD-00129987,MAT-006,797.01,50.17,2025-03-12
USE-00009067,PROD-00098594,MAT-003,822.93,380.13,2025-06-03
USE-00009068,PROD-00238491,MAT-008,899.68,324.91,2026-01-18
USE-00009069,PROD-00233278,MAT-009,629.72,63.85,2024-09-08
USE-00009070,PROD-00181824,MAT-009,824.5,258.0,2026-08-10
USE-00009071,PROD-00023696,MAT-002,497.86,384.68,2024-10-04
USE-00009072,PROD-00186692,MAT-003,174.7,176.2,2026-08-16
USE-00009073,PROD-00273338,MAT-002,661.03,387.49,2026-07-20
USE-00009074,PROD-00145036,MAT-002,712.14,223.73,2024-11-07
USE-00009075,PROD-00260670,MAT-001,698.18,286.95,2025-06-23
USE-00009076,PROD-00190423,MAT-003,590.4,445.73,2025-01-05
USE-00009077,PROD-00276850,MAT-001,254.64,183.43,2025-11-11
USE-00009078,PROD-00152050,MAT-010,398.96,86.73,2025-03-26
USE-00009079,PROD-00272970,MAT-003,847.68,125.18,2025-08-07
USE-00009080,PROD-00242280,MAT-006,433.31,372.47,2026-06-12
USE-00009081,PROD-00049652,MAT-006,446.47,36.11,2025-01-09
USE-00009082,PROD-00242399,MAT-009,648.71,140.27,2024-09-07
USE-00009083,PROD-00025541,MAT-005,545.61,13.15,2025-10-21
USE-00009084,PROD-00068678,MAT-009,683.59,308.09,2025-06-02
USE-00009085,PROD-00226812,MAT-007,242.39,145.63,2026-05-27
USE-00009086,PROD-00173159,MAT-008,917.82,354.96,2026-02-14
USE-00009087,PROD-00195947,MAT-009,547.93,277.86,2026-01-20
USE-00009088,PROD-00011865,MAT-009,125.28,44.41,2025-08-21
USE-00009089,PROD-00139300,MAT-007,383.03,77.91,2024-12-12
USE-00009090,PROD-00274749,MAT-005,534.47,80.81,2025-11-14
USE-00009091,PROD-00064180,MAT-004,81.22,137.55,2024-09-19
USE-00009092,PROD-00046968,MAT-005,120.82,226.09,2026-08-13
USE-00009093,PROD-00003645,MAT-001,585.79,262.15,2025-10-08
USE-00009094,PROD-00254774,MAT-008,288.1,444.06,2025-05-16
USE-00009095,PROD-00103103,MAT-009,820.19,188.18,2026-05-05
USE-00009096,PROD-00107284,MAT-004,981.02,185.36,2026-07-29
USE-00009097,PROD-00258977,MAT-001,496.23,464.8,2024-09-24
USE-00009098,PROD-00083199,MAT-005,913.86,375.81,2024-10-01
USE-00009099,PROD-00295545,MAT-005,887.35,162.69,2025-06-15
USE-00009100,PROD-00189735,MAT-009,656.6,98.34,2025-06-15
USE-00009101,PROD-00211551,MAT-006,879.46,78.72,2026-07-09
USE-00009102,PROD-00109805,MAT-005,828.91,264.82,2026-06-28
USE-00009103,PROD-00152870,MAT-010,336.23,229.71,2025-10-24
USE-00009104,PROD-00041932,MAT-010,278.56,139.19,2026-07-26
USE-00009105,PROD-00213201,MAT-006,979.65,71.3,2025-06-24
USE-00009106,PROD-00193059,MAT-009,128.71,402.33,2025-05-22
USE-00009107,PROD-00106893,MAT-004,294.03,492.32,2025-09-08
USE-00009108,PROD-00091917,MAT-002,423.44,417.8,2026-03-31
USE-00009109,PROD-00260438,MAT-010,748.52,180.79,2026-01-26
USE-00009110,PROD-00130394,MAT-006,969.21,378.01,2024-12-18
USE-00009111,PROD-00119898,MAT-006,377.04,219.28,2026-01-17
USE-00009112,PROD-00119844,MAT-001,252.4,21.13,2025-04-30
USE-00009113,PROD-00120853,MAT-003,293.04,397.14,2025-03-04
USE-00009114,PROD-00210879,MAT-010,353.33,427.88,2025-12-04
USE-00009115,PROD-00088790,MAT-006,362.55,384.48,2025-03-25
USE-00009116,PROD-00194750,MAT-005,589.9,375.57,2024-09-02
USE-00009117,PROD-00107088,MAT-009,825.24,85.9,2025-12-09
USE-00009118,PROD-00176742,MAT-005,515.49,453.09,2026-05-02
USE-00009119,PROD-00129614,MAT-003,469.84,300.07,2025-05-06
USE-00009120,PROD-00234717,MAT-008,303.67,168.23,2025-09-01
USE-00009121,PROD-00213132,MAT-005,893.36,283.94,2025-05-19
USE-00009122,PROD-00179515,MAT-005,277.64,88.39,2025-03-19
USE-00009123,PROD-00150844,MAT-010,573.04,170.26,2024-11-13
USE-00009124,PROD-00007043,MAT-003,900.41,422.81,2026-08-13
USE-00009125,PROD-00215802,MAT-004,941.42,390.05,2025-01-19
USE-00009126,PROD-00026427,MAT-004,409.69,15.02,2026-02-24
USE-00009127,PROD-00121040,MAT-005,127.23,152.72,2026-08-20
USE-00009128,PROD-00202143,MAT-010,62.04,31.77,2025-08-02
USE-00009129,PROD-00235228,MAT-004,405.68,206.67,2025-05-07
USE-00009130,PROD-00151873,MAT-001,842.14,219.91,2024-12-08
USE-00009131,PROD-00171698,MAT-006,700.18,75.31,2026-04-26
USE-00009132,PROD-00094725,MAT-005,490.32,338.71,2025-02-22
USE-00009133,PROD-00090858,MAT-002,110.58,142.55,2026-03-30
USE-00009134,PROD-00199079,MAT-001,338.87,303.04,2025-10-25
USE-00009135,PROD-00247807,MAT-006,117.13,452.41,2025-05-08
USE-00009136,PROD-00218298,MAT-002,878.49,247.0,2026-05-20
USE-00009137,PROD-00120870,MAT-008,623.43,494.34,2025-10-28
USE-00009138,PROD-00051482,MAT-005,46.67,349.91,2025-10-26
USE-00009139,PROD-00234843,MAT-004,738.02,294.81,2025-12-15
USE-00009140,PROD-00226426,MAT-006,262.48,362.74,2024-10-27
USE-00009141,PROD-00141031,MAT-009,390.86,406.7,2025-06-11
USE-00009142,PROD-00047934,MAT-009,141.91,255.23,2025-03-23
USE-00009143,PROD-00060648,MAT-002,848.9,419.74,2024-11-21
USE-00009144,PROD-00080409,MAT-008,44.57,490.76,2026-01-13
USE-00009145,PROD-00202307,MAT-004,664.44,419.39,2024-12-01
USE-00009146,PROD-00005553,MAT-009,684.7,470.85,2025-11-20
USE-00009147,PROD-00116975,MAT-004,291.8,488.77,2025-01-25
USE-00009148,PROD-00002766,MAT-002,481.36,102.77,2025-03-07
USE-00009149,PROD-00135346,MAT-004,849.91,483.16,2025-06-02
USE-00009150,PROD-00178373,MAT-001,999.92,249.31,2024-10-01
USE-00009151,PROD-00214131,MAT-010,69.48,184.09,2024-12-28
USE-00009152,PROD-00096458,MAT-007,736.31,13.94,2025-02-03
USE-00009153,PROD-00122228,MAT-007,31.39,303.69,2025-02-05
USE-00009154,PROD-00030371,MAT-004,893.94,115.75,2025-02-25
USE-00009155,PROD-00187361,MAT-007,369.53,84.03,2025-11-28
USE-00009156,PROD-00210947,MAT-007,166.32,82.65,2026-03-26
USE-00009157,PROD-00231866,MAT-006,760.17,382.72,2024-09-18
USE-00009158,PROD-00128711,MAT-010,800.53,270.16,2025-05-29
USE-00009159,PROD-00290635,MAT-005,990.23,100.96,2024-10-22
USE-00009160,PROD-00167945,MAT-007,27.94,463.83,2025-09-19
USE-00009161,PROD-00151921,MAT-009,621.98,306.87,2025-09-14
USE-00009162,PROD-00166807,MAT-004,45.98,432.78,2025-07-20
USE-00009163,PROD-00179616,MAT-006,574.43,486.77,2024-12-01
USE-00009164,PROD-00254422,MAT-006,482.16,432.19,2025-04-07
USE-00009165,PROD-00061744,MAT-002,347.41,186.04,2026-02-28
USE-00009166,PROD-00290922,MAT-008,16.22,221.23,2025-11-22
USE-00009167,PROD-00290884,MAT-002,768.55,172.35,2026-03-23
USE-00009168,PROD-00009755,MAT-003,614.44,29.5,2025-06-29
USE-00009169,PROD-00104763,MAT-009,203.18,257.98,2024-10-30
USE-00009170,PROD-00122053,MAT-010,778.49,31.6,2025-12-11
USE-00009171,PROD-00047969,MAT-010,784.53,26.37,2025-01-30
USE-00009172,PROD-00273212,MAT-006,365.13,27.26,2024-12-01
USE-00009173,PROD-00261245,MAT-004,65.42,54.07,2026-04-27
USE-00009174,PROD-00232705,MAT-003,142.66,245.48,2026-02-18
USE-00009175,PROD-00149455,MAT-002,278.28,426.98,2025-09-13
USE-00009176,PROD-00172076,MAT-010,440.69,284.98,2025-05-23
USE-00009177,PROD-00106214,MAT-005,61.58,478.25,2025-09-21
USE-00009178,PROD-00283385,MAT-002,328.15,284.27,2025-05-31
USE-00009179,PROD-00230041,MAT-010,946.72,324.86,2025-01-26
USE-00009180,PROD-00186695,MAT-009,365.16,480.24,2024-09-07
USE-00009181,PROD-00277530,MAT-009,508.76,83.27,2025-03-14
USE-00009182,PROD-00251184,MAT-006,800.25,224.86,2026-01-11
USE-00009183,PROD-00141247,MAT-001,911.25,394.65,2025-12-18
USE-00009184,PROD-00171869,MAT-003,240.74,267.38,2026-02-23
USE-00009185,PROD-00233516,MAT-003,644.12,272.44,2025-11-20
USE-00009186,PROD-00126654,MAT-005,369.11,360.78,2025-06-26
USE-00009187,PROD-00149994,MAT-004,247.55,174.54,2026-01-12
USE-00009188,PROD-00042677,MAT-010,792.62,211.82,2024-12-15
USE-00009189,PROD-00265390,MAT-008,583.2,99.06,2025-11-10
USE-00009190,PROD-00255489,MAT-008,557.61,374.58,2026-07-07
USE-00009191,PROD-00099713,MAT-010,288.71,304.8,2025-05-12
USE-00009192,PROD-00126470,MAT-007,963.2,10.89,2024-11-26
USE-00009193,PROD-00111284,MAT-009,619.54,433.91,2024-10-21
USE-00009194,PROD-00003018,MAT-005,377.86,342.01,2026-03-25
USE-00009195,PROD-00105088,MAT-001,588.1,353.57,2025-08-27
USE-00009196,PROD-00245860,MAT-002,180.82,194.01,2026-07-10
USE-00009197,PROD-00117656,MAT-010,490.31,184.01,2025-04-14
USE-00009198,PROD-00120590,MAT-008,447.06,336.23,2025-04-29
