movement_id,movement_date,material_id,warehouse,movement_type,quantity
INV-00013077,2026-03-01,MAT-007,WH-001,Sales,887
INV-00013078,2026-05-21,MAT-005,WH-001,Production Consumption,3027
INV-00013079,2026-04-22,MAT-005,WH-001,Production Consumption,4995
INV-00013080,2025-06-22,MAT-007,WH-002,Production Consumption,1248
INV-00013081,2025-10-28,MAT-008,WH-001,Purchase,1306
INV-00013082,2025-08-01,MAT-002,WH-003,Adjustment,698
INV-00013083,2025-01-13,MAT-004,WH-001,Return,1318
INV-00013084,2025-06-28,MAT-010,WH-003,Adjustment,1354
INV-00013085,2025-08-14,MAT-008,WH-003,Return,2635
INV-00013086,2024-12-28,MAT-008,WH-002,Sales,409
INV-00013087,2025-06-03,MAT-002,WH-001,Return,4120
INV-00013088,2025-08-16,MAT-005,WH-003,Return,3447
INV-00013089,2026-07-25,MAT-001,WH-001,Return,2739
INV-00013090,2026-01-17,MAT-005,WH-003,Production Consumption,129
INV-00013091,2026-08-10,MAT-002,WH-002,Adjustment,1242
INV-00013092,2024-11-26,MAT-008,WH-001,Production Consumption,4273
INV-00013093,2024-11-29,MAT-008,WH-002,Return,2110
INV-00013094,2026-07-29,MAT-009,WH-003,Production Consumption,1126
INV-00013095,2026-05-02,MAT-010,WH-002,Purchase,4501
INV-00013096,2026-04-06,MAT-001,WH-003,Production Consumption,1335
INV-00013097,2024-10-02,MAT-004,WH-002,Adjustment,1798
INV-00013098,2026-06-10,MAT-004,WH-002,Adjustment,1320
INV-00013099,2025-06-17,MAT-009,WH-003,Purchase,3488
INV-00013100,2025-05-03,MAT-005,WH-002,Sales,1749
INV-00013101,2026-01-04,MAT-009,WH-002,Return,485
INV-00013102,2026-04-01,MAT-007,WH-002,Sales,1892
INV-00013103,2025-11-02,MAT-002,WH-001,Sales,164
INV-00013104,2025-06-07,MAT-007,WH-002,Purchase,714
INV-00013105,2025-07-01,MAT-005,WH-003,Adjustment,4239
INV-00013106,2024-09-28,MAT-005,WH-002,Production Consumption,4241
INV-00013107,2026-07-05,MAT-004,WH-002,Production Consumption,1595
INV-00013108,2026-06-19,MAT-007,WH-001,Sales,775
INV-00013109,2026-07-02,MAT-003,WH-002,Production Consumption,493
INV-00013110,2026-06-22,MAT-010,WH-002,Production Consumption,1596
INV-00013111,2025-06-30,MAT-003,WH-001,Sales,3298
INV-00013112,2025-03-02,MAT-003,WH-003,Sales,4360
INV-00013113,2025-12-17,MAT-010,WH-002,Return,4402
INV-00013114,2024-10-14,MAT-003,WH-001,Adjustment,2144
INV-00013115,2026-04-05,MAT-008,WH-003,Adjustment,1641
INV-00013116,2026-08-14,MAT-003,WH-001,Production Consumption,3602
INV-00013117,2025-07-24,MAT-002,WH-002,Adjustment,3662
INV-00013118,2026-07-13,MAT-003,WH-002,Return,2088
INV-00013119,2025-08-28,MAT-006,WH-001,Return,4484
INV-00013120,2025-08-04,MAT-008,WH-003,Return,193
INV-00013121,2025-12-25,MAT-005,WH-001,Adjustment,4781
INV-00013122,2025-12-05,MAT-009,WH-002,Production Consumption,3894
INV-00013123,2025-08-08,MAT-008,WH-003,Purchase,3229
INV-00013124,2025-09-20,MAT-010,WH-002,Production Consumption,4862
INV-00013125,2024-12-06,MAT-007,WH-003,Adjustment,4703
INV-00013126,2025-02-07,MAT-006,WH-001,Purchase,3790
INV-00013127,2026-04-05,MAT-009,WH-002,Sales,949
INV-00013128,2026-04-04,MAT-001,WH-002,Return,3047
INV-00013129,2026-08-07,MAT-009,WH-003,Adjustment,2525
INV-00013130,2025-06-21,MAT-001,WH-003,Purchase,941
INV-00013131,2025-08-20,MAT-006,WH-003,Return,4003
INV-00013132,2026-05-11,MAT-002,WH-003,Sales,3229
INV-00013133,2026-02-11,MAT-009,WH-003,Purchase,2045
INV-00013134,2024-12-11,MAT-002,WH-002,Adjustment,3901
INV-00013135,2024-11-08,MAT-008,WH-001,Purchase,3538
INV-00013136,2025-05-18,MAT-004,WH-001,Return,3735
INV-00013137,2026-04-30,MAT-005,WH-002,Purchase,1337
INV-00013138,2025-09-26,MAT-007,WH-003,Sales,3225
INV-00013139,2025-02-09,MAT-003,WH-001,Adjustment,2974
INV-00013140,2025-08-08,MAT-003,WH-002,Adjustment,3866
INV-00013141,2026-03-19,MAT-004,WH-002,Return,3680
INV-00013142,2025-11-27,MAT-001,WH-002,Adjustment,3603
INV-00013143,2026-04-17,MAT-007,WH-001,Production Consumption,3698
INV-00013144,2025-04-27,MAT-009,WH-001,Purchase,463
INV-00013145,2026-01-19,MAT-004,WH-003,Sales,4390
INV-00013146,2025-05-23,MAT-005,WH-001,Sales,2732
INV-00013147,2026-02-17,MAT-001,WH-001,Production Consumption,4594
INV-00013148,2025-02-12,MAT-009,WH-002,Production Consumption,1747
INV-00013149,2024-10-04,MAT-005,WH-002,Production Consumption,1579
INV-00013150,2026-02-17,MAT-001,WH-003,Purchase,1896
INV-00013151,2025-10-10,MAT-004,WH-002,Purchase,4666
INV-00013152,2026-07-25,MAT-008,WH-002,Sales,898
INV-00013153,2026-02-21,MAT-006,WH-002,Return,1727
INV-00013154,2025-06-03,MAT-003,WH-003,Purchase,2411
INV-00013155,2024-10-24,MAT-009,WH-001,Adjustment,1833
INV-00013156,2024-11-05,MAT-006,WH-001,Return,2153
INV-00013157,2025-11-06,MAT-010,WH-003,Adjustment,2174
INV-00013158,2026-08-01,MAT-009,WH-001,Return,246
INV-00013159,2026-01-03,MAT-003,WH-001,Adjustment,2760
INV-00013160,2026-04-10,MAT-008,WH-001,Production Consumption,4777
INV-00013161,2026-06-15,MAT-001,WH-003,Return,1775
INV-00013162,2026-08-02,MAT-008,WH-001,Production Consumption,2586
INV-00013163,2026-03-29,MAT-006,WH-001,Adjustment,610
INV-00013164,2026-04-22,MAT-009,WH-001,Production Consumption,4108
INV-00013165,2025-04-26,MAT-010,WH-003,Purchase,2372
INV-00013166,2026-06-21,MAT-008,WH-001,Purchase,1639
INV-00013167,2026-03-21,MAT-004,WH-002,Return,3821
INV-00013168,2026-01-23,MAT-002,WH-002,Purchase,559
INV-00013169,2024-10-31,MAT-007,WH-002,Sales,1791
INV-00013170,2026-02-22,MAT-009,WH-001,Sales,4796
INV-00013171,2024-12-13,MAT-004,WH-003,Return,2322
INV-00013172,2025-03-31,MAT-003,WH-003,Purchase,4380
INV-00013173,2025-10-18,MAT-006,WH-002,Purchase,4807
INV-00013174,2025-03-10,MAT-004,WH-003,Adjustment,3601
INV-00013175,2025-09-16,MAT-003,WH-003,Sales,3818
INV-00013176,2024-12-29,MAT-005,WH-001,Adjustment,3305
INV-00013177,2025-05-29,MAT-010,WH-002,Sales,1662
INV-00013178,2026-04-19,MAT-009,WH-002,Adjustment,2295
INV-00013179,2024-10-07,MAT-003,WH-001,Purchase,9
INV-00013180,2026-01-03,MAT-006,WH-002,Adjustment,671
INV-00013181,2025-09-14,MAT-006,WH-002,Production Consumption,582
INV-00013182,2026-02-05,MAT-010,WH-003,Purchase,1361
INV-00013183,2026-04-24,MAT-001,WH-003,Production Consumption,3991
INV-00013184,2025-10-25,MAT-001,WH-001,Sales,312
INV-00013185,2026-06-08,MAT-006,WH-002,Production Consumption,4916
INV-00013186,2025-04-08,MAT-007,WH-003,Production Consumption,3601
INV-00013187,2025-06-13,MAT-004,WH-001,Purchase,2512
INV-00013188,2025-03-22,MAT-006,WH-001,Purchase,2950
INV-00013189,2025-04-13,MAT-005,WH-003,Adjustment,4565
INV-00013190,2025-12-30,MAT-001,WH-002,Return,2412
INV-00013191,2025-01-30,MAT-010,WH-003,Sales,4868
INV-00013192,2025-08-25,MAT-005,WH-002,Return,2939
INV-00013193,2024-09-21,MAT-007,WH-002,Purchase,2028
INV-00013194,2026-01-02,MAT-008,WH-001,Purchase,354
INV-00013195,2025-07-21,MAT-010,WH-003,Return,3360
INV-00013196,2025-04-28,MAT-005,WH-001,Purchase,3747
INV-00013197,2024-09-09,MAT-009,WH-003,Sales,1780
INV-00013198,2026-06-28,MAT-001,WH-002,Sales,1167
INV-00013199,2026-05-28,MAT-003,WH-002,Purchase,4625
INV-00013200,2025-03-07,MAT-008,WH-001,Production Consumption,3119
INV-00013201,2026-08-12,MAT-001,WH-003,Return,2962
INV-00013202,2026-03-28,MAT-001,WH-001,Production Consumption,3369
INV-00013203,2026-02-12,MAT-004,WH-002,Adjustment,2243
INV-00013204,2025-03-14,MAT-006,WH-001,Adjustment,1187
INV-00013205,2026-02-04,MAT-005,WH-003,Sales,3323
INV-00013206,2024-12-17,MAT-010,WH-002,Production Consumption,102
INV-00013207,2026-06-18,MAT-009,WH-003,Production Consumption,3022
INV-00013208,2025-07-01,MAT-001,WH-003,Adjustment,4185
INV-00013209,2025-09-22,MAT-009,WH-003,Return,3152
INV-00013210,2024-09-28,MAT-006,WH-002,Purchase,1815
INV-00013211,2025-06-12,MAT-009,WH-001,Production Consumption,3962
INV-00013212,2025-07-21,MAT-010,WH-002,Purchase,2506
INV-00013213,2026-07-04,MAT-010,WH-002,Sales,3423
INV-00013214,2026-02-09,MAT-005,WH-001,Purchase,103
INV-00013215,2025-09-10,MAT-005,WH-001,Return,2299
INV-00013216,2024-11-16,MAT-010,WH-001,Return,84
INV-00013217,2026-05-28,MAT-004,WH-003,Adjustment,2185
INV-00013218,2025-05-21,MAT-004,WH-003,Adjustment,3022
INV-00013219,2025-11-30,MAT-008,WH-003,Purchase,4712
INV-00013220,2026-06-29,MAT-008,WH-003,Purchase,839
INV-00013221,2025-11-01,MAT-004,WH-002,Purchase,3452
INV-00013222,2026-03-20,MAT-003,WH-001,Return,1296
INV-00013223,2024-11-03,MAT-004,WH-003,Adjustment,2177
INV-00013224,2024-11-13,MAT-001,WH-001,Sales,924
INV-00013225,2026-06-13,MAT-005,WH-001,Return,689
INV-00013226,2025-07-06,MAT-005,WH-002,Production Consumption,926
INV-00013227,2024-09-14,MAT-002,WH-001,Purchase,569
INV-00013228,2024-12-20,MAT-006,WH-002,Return,1009
INV-00013229,2026-04-28,MAT-005,WH-002,Adjustment,827
INV-00013230,2024-08-26,MAT-004,WH-001,Adjustment,4831
INV-00013231,2025-09-02,MAT-005,WH-001,Return,1068
INV-00013232,2024-09-11,MAT-006,WH-003,Purchase,299
INV-00013233,2025-11-29,MAT-010,WH-002,Return,567
INV-00013234,2026-04-25,MAT-002,WH-001,Sales,3782
INV-00013235,2025-10-29,MAT-010,WH-001,Production Consumption,4212
INV-00013236,2025-05-29,MAT-003,WH-002,Return,3885
INV-00013237,2026-02-21,MAT-003,WH-001,Return,189
INV-00013238,2024-11-28,MAT-007,WH-003,Sales,1183
INV-00013239,2025-02-27,MAT-003,WH-002,Sales,4171
INV-00013240,2025-06-07,MAT-006,WH-002,Adjustment,2211
INV-00013241,2025-09-09,MAT-001,WH-003,Purchase,4169
INV-00013242,2026-08-07,MAT-007,WH-003,Adjustment,1329
INV-00013243,2025-11-13,MAT-003,WH-003,Return,2900
INV-00013244,2025-04-24,MAT-007,WH-002,Production Consumption,4626
INV-00013245,2025-02-22,MAT-010,WH-001,Return,2145
INV-00013246,2026-04-24,MAT-006,WH-003,Adjustment,4896
INV-00013247,2025-10-13,MAT-003,WH-001,Sales,3007
INV-00013248,2026-04-11,MAT-010,WH-003,Purchase,4234
INV-00013249,2025-09-15,MAT-004,WH-001,Purchase,2566
INV-00013250,2024-09-28,MAT-006,WH-002,Production Consumption,4990
INV-00013251,2025-01-21,MAT-007,WH-003,Purchase,3420
INV-00013252,2026-05-07,MAT-006,WH-002,Return,4416
INV-00013253,2026-01-14,MAT-003,WH-002,Sales,4497
INV-00013254,2025-10-01,MAT-010,WH-001,Sales,3098
INV-00013255,2025-10-12,MAT-008,WH-003,Return,4615
INV-00013256,2026-04-21,MAT-008,WH-002,Production Consumption,1407
INV-00013257,2025-08-20,MAT-008,WH-003,Sales,3223
INV-00013258,2025-06-24,MAT-007,WH-003,Purchase,988
INV-00013259,2025-06-15,MAT-003,WH-003,Sales,2205
INV-00013260,2025-01-05,MAT-004,WH-001,Sales,58
INV-00013261,2025-09-27,MAT-006,WH-001,Adjustment,4675
INV-00013262,2025-11-22,MAT-004,WH-003,Production Consumption,3178
INV-00013263,2025-10-16,MAT-001,WH-002,Production Consumption,1655
INV-00013264,2025-02-16,MAT-003,WH-002,Production Consumption,2931
INV-00013265,2025-12-06,MAT-008,WH-002,Production Consumption,3472
INV-00013266,2025-05-25,MAT-010,WH-001,Purchase,2859
INV-00013267,2025-07-31,MAT-004,WH-003,Return,3468
INV-00013268,2025-09-29,MAT-006,WH-002,Adjustment,4756
INV-00013269,2026-03-22,MAT-006,WH-001,Purchase,675
INV-00013270,2026-04-02,MAT-004,WH-003,Production Consumption,2452
INV-00013271,2025-11-04,MAT-009,WH-002,Purchase,2721
INV-00013272,2026-07-31,MAT-004,WH-003,Purchase,4365
INV-00013273,2025-08-11,MAT-004,WH-003,Sales,949
INV-00013274,2025-12-20,MAT-003,WH-003,Production Consumption,786
INV-00013275,2025-10-22,MAT-010,WH-003,Purchase,3586
INV-00013276,2025-04-05,MAT-008,WH-003,Sales,397
INV-00013277,2024-11-03,MAT-005,WH-002,Return,2048
INV-00013278,2026-06-17,MAT-002,WH-003,Production Consumption,4348
INV-00013279,2026-08-24,MAT-007,WH-003,Sales,4147
INV-00013280,2026-03-08,MAT-001,WH-003,Adjustment,1810
INV-00013281,2025-02-28,MAT-006,WH-003,Purchase,250
INV-00013282,2024-10-04,MAT-003,WH-001,Sales,2310
INV-00013283,2026-02-01,MAT-010,WH-001,Return,1733
INV-00013284,2025-12-03,MAT-009,WH-002,Return,356
INV-00013285,2025-12-02,MAT-010,WH-001,Purchase,748
INV-00013286,2025-12-19,MAT-002,WH-001,Adjustment,1429
INV-00013287,2024-10-06,MAT-010,WH-001,Production Consumption,367
INV-00013288,2026-01-20,MAT-003,WH-002,Sales,1689
INV-00013289,2025-06-10,MAT-003,WH-002,Return,2280
INV-00013290,2026-03-05,MAT-004,WH-001,Production Consumption,4153
INV-00013291,2026-02-16,MAT-004,WH-002,Return,2909
INV-00013292,2025-03-20,MAT-004,WH-003,Return,4510
INV-00013293,2025-07-05,MAT-003,WH-002,Adjustment,212
INV-00013294,2025-10-12,MAT-002,WH-001,Adjustment,4482
INV-00013295,2024-10-07,MAT-002,WH-001,Production Consumption,3731
INV-00013296,2026-02-22,MAT-008,WH-002,Production Consumption,2448
INV-00013297,2025-03-11,MAT-007,WH-001,Sales,35
INV-00013298,2025-03-08,MAT-004,WH-002,Adjustment,2597
INV-00013299,2025-04-03,MAT-008,WH-001,Return,649
INV-00013300,2024-12-11,MAT-006,WH-002,Sales,505
INV-00013301,2026-05-19,MAT-009,WH-002,Purchase,839
INV-00013302,2026-04-13,MAT-009,WH-003,Production Consumption,332
INV-00013303,2025-03-06,MAT-006,WH-003,Production Consumption,3998
INV-00013304,2026-01-03,MAT-008,WH-003,Purchase,868
INV-00013305,2024-11-14,MAT-001,WH-001,Sales,3495
INV-00013306,2025-08-30,MAT-010,WH-002,Production Consumption,4087
INV-00013307,2025-10-05,MAT-010,WH-003,Sales,2378
INV-00013308,2026-05-10,MAT-004,WH-001,Production Consumption,300
INV-00013309,2026-05-30,MAT-007,WH-001,Purchase,404
INV-00013310,2024-12-11,MAT-002,WH-003,Adjustment,744
INV-00013311,2024-12-16,MAT-005,WH-001,Return,2189
INV-00013312,2025-11-04,MAT-007,WH-002,Return,1264
INV-00013313,2025-07-01,MAT-008,WH-003,Purchase,127
INV-00013314,2025-07-11,MAT-003,WH-002,Sales,3862
INV-00013315,2025-10-21,MAT-002,WH-003,Production Consumption,4242
INV-00013316,2025-11-01,MAT-007,WH-003,Return,261
INV-00013317,2024-10-18,MAT-009,WH-002,Production Consumption,2826
INV-00013318,2025-11-20,MAT-003,WH-001,Purchase,1873
INV-00013319,2025-04-21,MAT-006,WH-001,Purchase,2943
INV-00013320,2026-04-19,MAT-008,WH-001,Purchase,3102
INV-00013321,2026-06-15,MAT-003,WH-003,Return,4835
INV-00013322,2026-01-04,MAT-007,WH-002,Adjustment,1925
INV-00013323,2026-02-24,MAT-001,WH-003,Adjustment,1839
INV-00013324,2025-06-23,MAT-001,WH-003,Sales,220
INV-00013325,2025-05-14,MAT-007,WH-003,Sales,3218
INV-00013326,2026-05-28,MAT-006,WH-003,Sales,4714
INV-00013327,2025-07-07,MAT-005,WH-002,Return,1066
INV-00013328,2026-07-16,MAT-002,WH-002,Production Consumption,3697
INV-00013329,2025-09-26,MAT-001,WH-003,Production Consumption,3066
INV-00013330,2026-04-09,MAT-006,WH-003,Production Consumption,1414
INV-00013331,2025-01-10,MAT-006,WH-003,Return,1366
INV-00013332,2026-04-05,MAT-008,WH-002,Production Consumption,3889
INV-00013333,2025-01-14,MAT-005,WH-002,Production Consumption,3385
INV-00013334,2025-10-27,MAT-005,WH-001,Production Consumption,4777
INV-00013335,2026-07-07,MAT-008,WH-001,Sales,1313
INV-00013336,2025-01-22,MAT-007,WH-003,Production Consumption,2419
INV-00013337,2025-04-16,MAT-009,WH-001,Return,2737
INV-00013338,2025-09-20,MAT-007,WH-001,Purchase,56
INV-00013339,2026-03-05,MAT-008,WH-001,Sales,3049
INV-00013340,2026-03-04,MAT-006,WH-002,Return,1892
INV-00013341,2024-12-10,MAT-004,WH-001,Sales,4184
INV-00013342,2025-12-16,MAT-007,WH-002,Adjustment,2424
INV-00013343,2026-08-09,MAT-009,WH-003,Return,4544
INV-00013344,2024-09-11,MAT-010,WH-001,Adjustment,3939
INV-00013345,2025-10-26,MAT-002,WH-001,Purchase,1125
INV-00013346,2025-05-03,MAT-010,WH-001,Adjustment,1536
INV-00013347,2025-07-28,MAT-009,WH-003,Production Consumption,3635
INV-00013348,2024-12-14,MAT-005,WH-002,Production Consumption,4228
INV-00013349,2025-02-28,MAT-005,WH-001,Purchase,893
INV-00013350,2025-12-25,MAT-010,WH-003,Adjustment,3475
INV-00013351,2025-08-19,MAT-003,WH-002,Return,1678
INV-00013352,2024-11-08,MAT-009,WH-001,Purchase,2889
INV-00013353,2026-01-30,MAT-001,WH-003,Sales,4282
INV-00013354,2025-08-01,MAT-002,WH-001,Sales,2057
INV-00013355,2024-11-29,MAT-006,WH-001,Sales,588
INV-00013356,2026-08-08,MAT-004,WH-001,Adjustment,2155
INV-00013357,2025-10-07,MAT-008,WH-001,Production Consumption,836
INV-00013358,2025-10-11,MAT-002,WH-001,Purchase,1746
INV-00013359,2024-09-14,MAT-006,WH-001,Return,647
INV-00013360,2025-01-28,MAT-004,WH-002,Production Consumption,3249
INV-00013361,2024-09-11,MAT-001,WH-001,Return,3256
INV-00013362,2026-08-14,MAT-006,WH-002,Production Consumption,3434
INV-00013363,2025-10-03,MAT-003,WH-003,Return,1928
INV-00013364,2025-06-30,MAT-009,WH-002,Adjustment,267
INV-00013365,2026-08-16,MAT-010,WH-003,Adjustment,1993
INV-00013366,2026-06-01,MAT-009,WH-003,Adjustment,2887
INV-00013367,2025-02-17,MAT-005,WH-001,Production Consumption,663
INV-00013368,2026-06-29,MAT-006,WH-003,Production Consumption,4475
INV-00013369,2025-09-23,MAT-002,WH-002,Adjustment,1301
INV-00013370,2025-01-17,MAT-004,WH-002,Production Consumption,4983
INV-00013371,2025-08-31,MAT-004,WH-003,Adjustment,4969
INV-00013372,2026-07-09,MAT-008,WH-002,Return,1108
INV-00013373,2025-07-19,MAT-001,WH-001,Sales,1475
INV-00013374,2024-09-10,MAT-010,WH-002,Adjustment,1845
INV-00013375,2025-04-14,MAT-007,WH-001,Production Consumption,2770
INV-00013376,2026-05-12,MAT-001,WH-002,Sales,3396
INV-00013377,2026-07-29,MAT-005,WH-003,Adjustment,4425
INV-00013378,2026-05-29,MAT-001,WH-003,Sales,4705
INV-00013379,2025-07-24,MAT-003,WH-001,Sales,4766
INV-00013380,2026-05-15,MAT-002,WH-003,Sales,2104
INV-00013381,2025-11-21,MAT-003,WH-002,Production Consumption,3248
INV-00013382,2026-07-09,MAT-004,WH-002,Purchase,692
INV-00013383,2025-03-30,MAT-003,WH-003,Production Consumption,488
INV-00013384,2025-10-31,MAT-008,WH-003,Purchase,3375
INV-00013385,2026-01-31,MAT-009,WH-003,Adjustment,781
INV-00013386,2025-02-13,MAT-004,WH-001,Adjustment,295
INV-00013387,2025-04-12,MAT-005,WH-003,Return,690
INV-00013388,2025-02-01,MAT-009,WH-003,Production Consumption,3957
INV-00013389,2024-10-02,MAT-004,WH-003,Sales,1111
INV-00013390,2025-12-12,MAT-004,WH-003,Return,1086
INV-00013391,2026-04-19,MAT-001,WH-001,Purchase,2239
INV-00013392,2025-04-01,MAT-006,WH-001,Production Consumption,2136
INV-00013393,2025-11-01,MAT-004,WH-002,Purchase,485
INV-00013394,2025-02-24,MAT-008,WH-002,Production Consumption,272
INV-00013395,2025-10-23,MAT-004,WH-001,Return,981
INV-00013396,2025-12-04,MAT-002,WH-001,Sales,4519
INV-00013397,2025-09-10,MAT-004,WH-002,Purchase,4698
INV-00013398,2026-07-30,MAT-006,WH-002,Return,4667
INV-00013399,2026-01-15,MAT-001,WH-002,Sales,1149
INV-00013400,2025-03-08,MAT-009,WH-002,Return,1174
INV-00013401,2025-06-11,MAT-009,WH-002,Production Consumption,3278
INV-00013402,2025-07-22,MAT-007,WH-002,Purchase,4079
INV-00013403,2025-07-21,MAT-010,WH-002,Purchase,1818
INV-00013404,2024-09-04,MAT-004,WH-001,Sales,2259
INV-00013405,2025-11-28,MAT-008,WH-001,Return,2071
INV-00013406,2025-10-25,MAT-001,WH-001,Purchase,4366
INV-00013407,2026-03-25,MAT-002,WH-002,Adjustment,2231
INV-00013408,2025-08-05,MAT-007,WH-001,Purchase,4405
INV-00013409,2025-09-06,MAT-001,WH-002,Adjustment,402
INV-00013410,2026-07-22,MAT-001,WH-003,Sales,3493
INV-00013411,2025-07-05,MAT-008,WH-003,Production Consumption,2631
INV-00013412,2025-12-28,MAT-002,WH-002,Adjustment,2660
INV-00013413,2025-10-06,MAT-003,WH-001,Purchase,2894
INV-00013414,2026-08-10,MAT-010,WH-002,Return,49
INV-00013415,2025-03-30,MAT-010,WH-002,Return,1430
INV-00013416,2024-10-30,MAT-005,WH-001,Purchase,372
INV-00013417,2025-01-18,MAT-007,WH-002,Production Consumption,915
INV-00013418,2025-05-04,MAT-010,WH-003,Production Consumption,2259
INV-00013419,2025-03-13,MAT-005,WH-002,Return,3203
INV-00013420,2026-02-05,MAT-006,WH-001,Adjustment,2559
INV-00013421,2024-10-27,MAT-010,WH-001,Purchase,1279
INV-00013422,2025-12-16,MAT-007,WH-003,Purchase,1040
INV-00013423,2024-10-19,MAT-004,WH-002,Purchase,360
INV-00013424,2025-09-22,MAT-005,WH-002,Purchase,2709
INV-00013425,2025-08-07,MAT-009,WH-002,Sales,1547
INV-00013426,2025-12-16,MAT-005,WH-003,Return,4502
INV-00013427,2024-11-15,MAT-002,WH-002,Production Consumption,2968
INV-00013428,2025-03-26,MAT-001,WH-001,Purchase,4614
INV-00013429,2025-09-08,MAT-006,WH-001,Sales,290
INV-00013430,2025-08-10,MAT-003,WH-002,Purchase,1658
INV-00013431,2025-10-17,MAT-008,WH-002,Return,4345
INV-00013432,2026-07-13,MAT-007,WH-003,Sales,4071
INV-00013433,2024-09-15,MAT-004,WH-003,Adjustment,395
INV-00013434,2025-08-12,MAT-004,WH-001,Sales,3453
INV-00013435,2025-09-21,MAT-008,WH-002,Adjustment,1631
INV-00013436,2026-08-05,MAT-007,WH-001,Sales,896
INV-00013437,2025-02-09,MAT-003,WH-002,Return,3914
INV-00013438,2026-07-04,MAT-003,WH-002,Production Consumption,2406
INV-00013439,2025-09-16,MAT-006,WH-003,Return,552
INV-00013440,2026-08-21,MAT-007,WH-001,Production Consumption,3596
INV-00013441,2026-05-26,MAT-008,WH-001,Adjustment,2607
INV-00013442,2026-03-17,MAT-006,WH-002,Purchase,3811
INV-00013443,2025-04-30,MAT-004,WH-002,Sales,4593
INV-00013444,2025-03-09,MAT-003,WH-002,Sales,406
INV-00013445,2025-04-09,MAT-006,WH-003,Return,3193
INV-00013446,2026-08-13,MAT-004,WH-003,Sales,585
INV-00013447,2026-04-19,MAT-009,WH-001,Production Consumption,2638
INV-00013448,2026-07-31,MAT-004,WH-002,Purchase,4762
INV-00013449,2025-11-05,MAT-007,WH-001,Production Consumption,2892
INV-00013450,2026-02-02,MAT-006,WH-002,Return,1869
INV-00013451,2024-12-18,MAT-010,WH-001,Adjustment,3826
INV-00013452,2025-01-14,MAT-002,WH-001,Adjustment,1998
INV-00013453,2026-05-31,MAT-002,WH-001,Purchase,2942
INV-00013454,2026-03-24,MAT-006,WH-003,Sales,564
INV-00013455,2025-01-10,MAT-007,WH-001,Adjustment,4002
INV-00013456,2025-04-02,MAT-004,WH-001,Return,2619
INV-00013457,2026-05-25,MAT-002,WH-002,Sales,4187
INV-00013458,2024-10-01,MAT-010,WH-003,Adjustment,1739
INV-00013459,2024-10-06,MAT-006,WH-001,Purchase,2372
INV-00013460,2025-10-28,MAT-003,WH-003,Sales,794
INV-00013461,2025-02-04,MAT-001,WH-003,Adjustment,4067
INV-00013462,2025-08-30,MAT-009,WH-002,Purchase,3059
INV-00013463,2024-08-31,MAT-004,WH-003,Purchase,3203
INV-00013464,2024-11-04,MAT-003,WH-003,Purchase,4958
INV-00013465,2026-01-31,MAT-010,WH-001,Adjustment,4905
INV-00013466,2026-02-17,MAT-001,WH-002,Adjustment,709
INV-00013467,2025-11-23,MAT-004,WH-002,Sales,2958
INV-00013468,2026-02-25,MAT-007,WH-001,Adjustment,3674
INV-00013469,2025-08-05,MAT-008,WH-003,Production Consumption,629
INV-00013470,2025-12-05,MAT-003,WH-001,Production Consumption,1099
INV-00013471,2025-07-31,MAT-007,WH-003,Production Consumption,2828
INV-00013472,2025-06-04,MAT-009,WH-001,Production Consumption,3576
INV-00013473,2025-12-07,MAT-003,WH-001,Production Consumption,2297
INV-00013474,2024-12-06,MAT-003,WH-002,Purchase,4294
INV-00013475,2026-07-05,MAT-005,WH-003,Adjustment,1721
INV-00013476,2024-08-25,MAT-001,WH-002,Production Consumption,2915
INV-00013477,2024-11-09,MAT-002,WH-002,Adjustment,177
INV-00013478,2025-11-04,MAT-001,WH-003,Production Consumption,2079
INV-00013479,2026-01-19,MAT-004,WH-001,Sales,2223
INV-00013480,2025-11-05,MAT-007,WH-002,Return,4936
INV-00013481,2026-08-05,MAT-008,WH-003,Adjustment,1805
INV-00013482,2025-05-21,MAT-008,WH-002,Production Consumption,2975
INV-00013483,2025-04-07,MAT-002,WH-003,Production Consumption,4675
INV-00013484,2025-07-12,MAT-007,WH-001,Return,1740
INV-00013485,2025-01-11,MAT-001,WH-002,Sales,3651
INV-00013486,2024-09-11,MAT-006,WH-002,Production Consumption,1212
INV-00013487,2024-08-28,MAT-008,WH-003,Sales,2066
INV-00013488,2026-02-08,MAT-008,WH-003,Purchase,3341
INV-00013489,2025-04-13,MAT-001,WH-003,Adjustment,1746
INV-00013490,2025-12-11,MAT-002,WH-001,Production Consumption,1593
INV-00013491,2026-02-07,MAT-010,WH-003,Sales,2750
INV-00013492,2025-11-24,MAT-008,WH-002,Purchase,4178
INV-00013493,2025-02-10,MAT-003,WH-003,Purchase,1155
INV-00013494,2026-08-24,MAT-006,WH-003,Production Consumption,4936
INV-00013495,2025-10-05,MAT-008,WH-003,Adjustment,884
INV-00013496,2024-10-14,MAT-007,WH-002,Adjustment,1488
INV-00013497,2025-03-22,MAT-001,WH-002,Return,3270
INV-00013498,2026-07-05,MAT-006,WH-003,Return,1545
INV-00013499,2026-05-05,MAT-009,WH-001,Adjustment,37
INV-00013500,2025-07-22,MAT-008,WH-001,Adjustment,3513
INV-00013501,2025-06-18,MAT-006,WH-003,Purchase,2616
